level,name,year,tenure,hhlds,value,change_from_prev_data_year
3_towns,New Hartford,2018,renter,p2,100,63
3_towns,New Haven,2018,renter,p2,8955,-201
3_towns,New London,2018,renter,p2,1698,90
3_towns,New Milford,2018,renter,p2,740,203
3_towns,Newington,2018,renter,p2,583,4
3_towns,Newtown,2018,renter,p2,387,246
3_towns,Norfolk,2018,renter,p2,13,10
3_towns,North Branford,2018,renter,p2,130,-178
3_towns,North Canaan,2018,renter,p2,86,-8
3_towns,North Haven,2018,renter,p2,547,244
3_towns,North Stonington,2018,renter,p2,100,14
3_towns,Norwalk,2018,renter,p2,3625,579
3_towns,Norwich,2018,renter,p2,1902,-98
3_towns,Old Lyme,2018,renter,p2,182,100
3_towns,Old Saybrook,2018,renter,p2,263,110
3_towns,Orange,2018,renter,p2,169,-33
3_towns,Oxford,2018,renter,p2,63,-10
3_towns,Plainfield,2018,renter,p2,322,55
3_towns,Plainville,2018,renter,p2,511,109
3_towns,Plymouth,2018,renter,p2,266,91
3_towns,Pomfret,2018,renter,p2,95,11
3_towns,Portland,2018,renter,p2,240,39
3_towns,Preston,2018,renter,p2,35,-39
3_towns,Prospect,2018,renter,p2,87,27
3_towns,Putnam,2018,renter,p2,427,-173
3_towns,Redding,2018,renter,p2,170,36
3_towns,Ridgefield,2018,renter,p2,436,102
3_towns,Rocky Hill,2018,renter,p2,677,76
3_towns,Roxbury,2018,renter,p2,37,18
3_towns,Salem,2018,renter,p2,77,37
3_towns,Salisbury,2018,renter,p2,67,-84
3_towns,Scotland,2018,renter,p2,29,-6
3_towns,Seymour,2018,renter,p2,414,-187
3_towns,Sharon,2018,renter,p2,160,96
3_towns,Shelton,2018,renter,p2,828,319
3_towns,Sherman,2018,renter,p2,73,51
3_towns,Simsbury,2018,renter,p2,434,100
3_towns,Somers,2018,renter,p2,143,107
3_towns,South Windsor,2018,renter,p2,424,166
3_towns,Southbury,2018,renter,p2,357,180
3_towns,Southington,2018,renter,p2,748,-49
3_towns,Sprague,2018,renter,p2,121,66
3_towns,Stafford,2018,renter,p2,270,70
3_towns,Stamford,2018,renter,p2,6185,563
3_towns,Sterling,2018,renter,p2,63,37
3_towns,Stonington,2018,renter,p2,716,-22
3_towns,Stratford,2018,renter,p2,1022,246
3_towns,Suffield,2018,renter,p2,196,-25
3_towns,Thomaston,2018,renter,p2,221,-1
3_towns,Thompson,2018,renter,p2,199,7
3_towns,Tolland,2018,renter,p2,125,-28
3_towns,Torrington,2018,renter,p2,1294,-61
3_towns,Trumbull,2018,renter,p2,218,98
3_towns,Union,2018,renter,p2,4,2
3_towns,Vernon,2018,renter,p2,2017,186
3_towns,Voluntown,2018,renter,p2,92,0
3_towns,Wallingford,2018,renter,p2,1403,-203
3_towns,Warren,2018,renter,p2,20,0
3_towns,Washington,2018,renter,p2,80,-32
3_towns,Waterbury,2018,renter,p2,5656,396
3_towns,Waterford,2018,renter,p2,336,45
3_towns,Watertown,2018,renter,p2,456,146
3_towns,West Hartford,2018,renter,p2,1774,-158
3_towns,West Haven,2018,renter,p2,2854,447
3_towns,Westbrook,2018,renter,p2,163,39
3_towns,Weston,2018,renter,p2,20,3
3_towns,Westport,2018,renter,p2,354,59
3_towns,Wethersfield,2018,renter,p2,662,25
3_towns,Willington,2018,renter,p2,405,178
3_towns,Wilton,2018,renter,p2,178,48
3_towns,Winchester,2018,renter,p2,484,62
3_towns,Windham,2018,renter,p2,1342,128
3_towns,Windsor,2018,renter,p2,445,-125
3_towns,Windsor Locks,2018,renter,p2,401,130
3_towns,Wolcott,2018,renter,p2,277,215
3_towns,Woodbridge,2018,renter,p2,76,54
3_towns,Woodbury,2018,renter,p2,271,-4
3_towns,Woodstock,2018,renter,p2,138,-44
3_towns,Andover,2018,owner,p3,265,113
3_towns,Ansonia,2018,owner,p3,597,-317
3_towns,Ashford,2018,owner,p3,295,70
3_towns,Avon,2018,owner,p3,883,145
3_towns,Barkhamsted,2018,owner,p3,202,6
3_towns,Beacon Falls,2018,owner,p3,336,28
3_towns,Berlin,2018,owner,p3,1075,-108
3_towns,Bethany,2018,owner,p3,273,-57
3_towns,Bethel,2018,owner,p3,1085,40
3_towns,Bethlehem,2018,owner,p3,168,25
3_towns,Bloomfield,2018,owner,p3,1113,118
3_towns,Bolton,2018,owner,p3,208,-56
3_towns,Bozrah,2018,owner,p3,155,-72
3_towns,Branford,2018,owner,p3,1363,1
3_towns,Bridgeport,2018,owner,p3,3805,-150
3_towns,Bridgewater,2018,owner,p3,62,-9
3_towns,Bristol,2018,owner,p3,2586,-361
3_towns,Brookfield,2018,owner,p3,831,-78
3_towns,Brooklyn,2018,owner,p3,405,-43
3_towns,Burlington,2018,owner,p3,539,-69
3_towns,Canaan,2018,owner,p3,42,-9
3_towns,Canterbury,2018,owner,p3,289,-1
3_towns,Canton,2018,owner,p3,640,104
3_towns,Chaplin,2018,owner,p3,131,-42
3_towns,Cheshire,2018,owner,p3,1647,318
3_towns,Chester,2018,owner,p3,282,62
3_towns,Clinton,2018,owner,p3,749,56
3_towns,Colchester,2018,owner,p3,742,-271
3_towns,Colebrook,2018,owner,p3,61,-4
3_towns,Columbia,2018,owner,p3,457,247
3_towns,Cornwall,2018,owner,p3,44,-9
3_towns,Coventry,2018,owner,p3,600,-373
3_towns,Cromwell,2018,owner,p3,687,-85
3_towns,Danbury,2018,owner,p3,2915,-281
3_towns,Darien,2018,owner,p3,1098,180
3_towns,Deep River,2018,owner,p3,284,77
3_towns,Derby,2018,owner,p3,435,-67
3_towns,Durham,2018,owner,p3,412,-118
3_towns,East Granby,2018,owner,p3,431,179
3_towns,East Haddam,2018,owner,p3,591,-1
3_towns,East Hampton,2018,owner,p3,742,192
3_towns,East Hartford,2018,owner,p3,2065,55
3_towns,East Haven,2018,owner,p3,1149,-467
3_towns,East Lyme,2018,owner,p3,753,-59
3_towns,East Windsor,2018,owner,p3,593,190
3_towns,Eastford,2018,owner,p3,88,-15
3_towns,Easton,2018,owner,p3,467,136
3_towns,Ellington,2018,owner,p3,989,203
3_towns,Enfield,2018,owner,p3,2117,-172
3_towns,Essex,2018,owner,p3,211,-88
3_towns,Fairfield,2018,owner,p3,2813,-270
3_towns,Farmington,2018,owner,p3,1161,67
3_towns,Franklin,2018,owner,p3,103,-14
3_towns,Glastonbury,2018,owner,p3,1689,-169
3_towns,Goshen,2018,owner,p3,204,23
3_towns,Granby,2018,owner,p3,760,246
3_towns,Greenwich,2018,owner,p3,2679,-273
3_towns,Griswold,2018,owner,p3,575,52
3_towns,Groton,2018,owner,p3,1097,-125
3_towns,Guilford,2018,owner,p3,1261,-29
3_towns,Haddam,2018,owner,p3,437,35
3_towns,Hamden,2018,owner,p3,2383,-764
3_towns,Hampton,2018,owner,p3,125,-5
3_towns,Hartford,2018,owner,p3,1973,-314
3_towns,Hartland,2018,owner,p3,106,2
3_towns,Harwinton,2018,owner,p3,376,120
3_towns,Hebron,2018,owner,p3,608,19
3_towns,Kent,2018,owner,p3,72,-9
3_towns,Killingly,2018,owner,p3,907,-176
3_towns,Killingworth,2018,owner,p3,390,27
3_towns,Lebanon,2018,owner,p3,535,207
3_towns,Ledyard,2018,owner,p3,767,-18
3_towns,Lisbon,2018,owner,p3,264,-2
3_towns,Litchfield,2018,owner,p3,380,-100
3_towns,Lyme,2018,owner,p3,142,59
3_towns,Madison,2018,owner,p3,1040,78
3_towns,Manchester,2018,owner,p3,2219,16
3_towns,Mansfield,2018,owner,p3,456,-235
3_towns,Marlborough,2018,owner,p3,438,-8
3_towns,Meriden,2018,owner,p3,2229,-684
3_towns,Middlebury,2018,owner,p3,363,-58
3_towns,Middlefield,2018,owner,p3,250,37
3_towns,Middletown,2018,owner,p3,1838,-54
3_towns,Milford,2018,owner,p3,3037,138
3_towns,Monroe,2018,owner,p3,1270,278
3_towns,Montville,2018,owner,p3,1009,91
3_towns,Morris,2018,owner,p3,102,-3
3_towns,Naugatuck,2018,owner,p3,1593,-256
3_towns,New Britain,2018,owner,p3,1965,-234
3_towns,New Canaan,2018,owner,p3,809,-164
3_towns,New Fairfield,2018,owner,p3,976,372
3_towns,New Hartford,2018,owner,p3,406,62
3_towns,New Haven,2018,owner,p3,2153,-413
3_towns,New London,2018,owner,p3,559,-9
3_towns,New Milford,2018,owner,p3,1325,-104
3_towns,Newington,2018,owner,p3,1635,-39
3_towns,Newtown,2018,owner,p3,1655,43
3_towns,Norfolk,2018,owner,p3,79,-46
3_towns,North Branford,2018,owner,p3,970,155
3_towns,North Canaan,2018,owner,p3,129,-22
3_towns,North Haven,2018,owner,p3,1452,103
3_towns,North Stonington,2018,owner,p3,262,-168
3_towns,Norwalk,2018,owner,p3,3676,-135
3_towns,Norwich,2018,owner,p3,1310,-263
3_towns,Old Lyme,2018,owner,p3,339,-53
3_towns,Old Saybrook,2018,owner,p3,574,56
3_towns,Orange,2018,owner,p3,1024,221
3_towns,Oxford,2018,owner,p3,890,218
3_towns,Plainfield,2018,owner,p3,628,-122
3_towns,Plainville,2018,owner,p3,926,-8
3_towns,Plymouth,2018,owner,p3,610,-188
3_towns,Pomfret,2018,owner,p3,185,-6
3_towns,Portland,2018,owner,p3,386,-87
3_towns,Preston,2018,owner,p3,258,-91
3_towns,Prospect,2018,owner,p3,424,-160
3_towns,Putnam,2018,owner,p3,333,10
3_towns,Redding,2018,owner,p3,482,67
3_towns,Ridgefield,2018,owner,p3,1398,95
3_towns,Rocky Hill,2018,owner,p3,754,-17
3_towns,Roxbury,2018,owner,p3,74,-47
3_towns,Salem,2018,owner,p3,257,-71
3_towns,Salisbury,2018,owner,p3,116,-2
3_towns,Scotland,2018,owner,p3,90,37
3_towns,Seymour,2018,owner,p3,892,-17
3_towns,Sharon,2018,owner,p3,110,-9
3_towns,Shelton,2018,owner,p3,2176,-16
3_towns,Sherman,2018,owner,p3,110,-75
3_towns,Simsbury,2018,owner,p3,1267,-134
3_towns,Somers,2018,owner,p3,589,-53
3_towns,South Windsor,2018,owner,p3,1584,142
3_towns,Southbury,2018,owner,p3,842,8
3_towns,Southington,2018,owner,p3,2759,590
3_towns,Sprague,2018,owner,p3,122,0
3_towns,Stafford,2018,owner,p3,533,-263
3_towns,Stamford,2018,owner,p3,4654,122
3_towns,Sterling,2018,owner,p3,279,34
3_towns,Stonington,2018,owner,p3,807,-65
3_towns,Stratford,2018,owner,p3,2829,197
3_towns,Suffield,2018,owner,p3,917,203
3_towns,Thomaston,2018,owner,p3,423,-37
3_towns,Thompson,2018,owner,p3,398,47
3_towns,Tolland,2018,owner,p3,790,-165
3_towns,Torrington,2018,owner,p3,1606,-146
3_towns,Trumbull,2018,owner,p3,1935,-15
3_towns,Union,2018,owner,p3,46,-28
3_towns,Vernon,2018,owner,p3,948,-196
3_towns,Voluntown,2018,owner,p3,166,29
3_towns,Wallingford,2018,owner,p3,1990,-437
3_towns,Warren,2018,owner,p3,78,-19
3_towns,Washington,2018,owner,p3,100,-10
3_towns,Waterbury,2018,owner,p3,3270,-119
3_towns,Waterford,2018,owner,p3,914,28
3_towns,Watertown,2018,owner,p3,1103,-213
3_towns,West Hartford,2018,owner,p3,3181,242
3_towns,West Haven,2018,owner,p3,2110,-270
3_towns,Westbrook,2018,owner,p3,412,-79
3_towns,Weston,2018,owner,p3,500,85
3_towns,Westport,2018,owner,p3,1502,213
3_towns,Wethersfield,2018,owner,p3,1434,-55
3_towns,Willington,2018,owner,p3,222,-73
3_towns,Wilton,2018,owner,p3,828,-205
3_towns,Winchester,2018,owner,p3,588,-19
3_towns,Windham,2018,owner,p3,459,-225
3_towns,Windsor,2018,owner,p3,1567,278
3_towns,Windsor Locks,2018,owner,p3,537,-68
3_towns,Wolcott,2018,owner,p3,810,-387
3_towns,Woodbridge,2018,owner,p3,412,-145
3_towns,Woodbury,2018,owner,p3,445,-104
3_towns,Woodstock,2018,owner,p3,313,-131
3_towns,Andover,2018,renter,p3,0,0
3_towns,Ansonia,2018,renter,p3,532,-70
3_towns,Ashford,2018,renter,p3,9,-2
3_towns,Avon,2018,renter,p3,99,-2
3_towns,Barkhamsted,2018,renter,p3,8,-51
3_towns,Beacon Falls,2018,renter,p3,56,39
3_towns,Berlin,2018,renter,p3,57,15
3_towns,Bethany,2018,renter,p3,9,-19
3_towns,Bethel,2018,renter,p3,168,-34
3_towns,Bethlehem,2018,renter,p3,8,-16
3_towns,Bloomfield,2018,renter,p3,145,40
3_towns,Bolton,2018,renter,p3,16,-40
3_towns,Bozrah,2018,renter,p3,10,-41
3_towns,Branford,2018,renter,p3,409,13
3_towns,Bridgeport,2018,renter,p3,5276,355
3_towns,Bridgewater,2018,renter,p3,10,-5
3_towns,Bristol,2018,renter,p3,1251,82
3_towns,Brookfield,2018,renter,p3,187,45
3_towns,Brooklyn,2018,renter,p3,155,65
3_towns,Burlington,2018,renter,p3,65,27
3_towns,Canaan,2018,renter,p3,5,-3
3_towns,Canterbury,2018,renter,p3,18,18
3_towns,Canton,2018,renter,p3,122,49
3_towns,Chaplin,2018,renter,p3,5,-6
3_towns,Cheshire,2018,renter,p3,94,-77
3_towns,Chester,2018,renter,p3,8,-55
3_towns,Clinton,2018,renter,p3,184,74
3_towns,Colchester,2018,renter,p3,329,134
3_towns,Colebrook,2018,renter,p3,0,0
3_towns,Columbia,2018,renter,p3,38,38
3_towns,Cornwall,2018,renter,p3,12,-18
3_towns,Coventry,2018,renter,p3,64,1
3_towns,Cromwell,2018,renter,p3,166,45
3_towns,Danbury,2018,renter,p3,2278,110
3_towns,Darien,2018,renter,p3,116,56
3_towns,Deep River,2018,renter,p3,141,-1
3_towns,Derby,2018,renter,p3,373,124
3_towns,Durham,2018,renter,p3,16,16
3_towns,East Granby,2018,renter,p3,0,-10
3_towns,East Haddam,2018,renter,p3,87,-23
3_towns,East Hampton,2018,renter,p3,78,64
3_towns,East Hartford,2018,renter,p3,1384,-367
3_towns,East Haven,2018,renter,p3,339,8
3_towns,East Lyme,2018,renter,p3,192,48
3_towns,East Windsor,2018,renter,p3,166,-189
3_towns,Eastford,2018,renter,p3,5,-7
3_towns,Easton,2018,renter,p3,46,28
3_towns,Ellington,2018,renter,p3,154,18
3_towns,Enfield,2018,renter,p3,507,-181
3_towns,Essex,2018,renter,p3,12,-21
3_towns,Fairfield,2018,renter,p3,654,283
3_towns,Farmington,2018,renter,p3,322,81
3_towns,Franklin,2018,renter,p3,11,11
3_towns,Glastonbury,2018,renter,p3,240,-21
3_towns,Goshen,2018,renter,p3,13,-40
3_towns,Granby,2018,renter,p3,51,-48
3_towns,Greenwich,2018,renter,p3,1338,581
3_towns,Griswold,2018,renter,p3,271,54
3_towns,Groton,2018,renter,p3,1577,41
3_towns,Guilford,2018,renter,p3,139,16
3_towns,Haddam,2018,renter,p3,41,4
3_towns,Hamden,2018,renter,p3,1219,248
3_towns,Hampton,2018,renter,p3,11,3
3_towns,Hartford,2018,renter,p3,5147,-458
3_towns,Hartland,2018,renter,p3,0,-10
3_towns,Harwinton,2018,renter,p3,0,0
3_towns,Hebron,2018,renter,p3,7,-47
3_towns,Kent,2018,renter,p3,30,-4
3_towns,Killingly,2018,renter,p3,382,190
3_towns,Killingworth,2018,renter,p3,0,-16
3_towns,Lebanon,2018,renter,p3,32,15
3_towns,Ledyard,2018,renter,p3,206,150
3_towns,Lisbon,2018,renter,p3,47,5
3_towns,Litchfield,2018,renter,p3,54,8
3_towns,Lyme,2018,renter,p3,20,-17
3_towns,Madison,2018,renter,p3,162,34
3_towns,Manchester,2018,renter,p3,2128,676
3_towns,Mansfield,2018,renter,p3,628,275
3_towns,Marlborough,2018,renter,p3,11,-46
3_towns,Meriden,2018,renter,p3,928,-679
3_towns,Middlebury,2018,renter,p3,55,37
3_towns,Middlefield,2018,renter,p3,8,-47
3_towns,Middletown,2018,renter,p3,1249,153
3_towns,Milford,2018,renter,p3,701,201
3_towns,Monroe,2018,renter,p3,48,-23
3_towns,Montville,2018,renter,p3,153,30
3_towns,Morris,2018,renter,p3,5,5
3_towns,Naugatuck,2018,renter,p3,551,-120
3_towns,New Britain,2018,renter,p3,2948,328
3_towns,New Canaan,2018,renter,p3,275,-12
3_towns,New Fairfield,2018,renter,p3,57,2
3_towns,New Hartford,2018,renter,p3,44,-46
3_towns,New Haven,2018,renter,p3,4636,395
3_towns,New London,2018,renter,p3,902,-5
3_towns,New Milford,2018,renter,p3,288,22
3_towns,Newington,2018,renter,p3,476,183
3_towns,Newtown,2018,renter,p3,110,-23
3_towns,Norfolk,2018,renter,p3,7,-19
3_towns,North Branford,2018,renter,p3,185,151
3_towns,North Canaan,2018,renter,p3,53,-81
3_towns,North Haven,2018,renter,p3,127,-87
3_towns,North Stonington,2018,renter,p3,18,18
3_towns,Norwalk,2018,renter,p3,2103,589
3_towns,Norwich,2018,renter,p3,1646,561
3_towns,Old Lyme,2018,renter,p3,48,-34
3_towns,Old Saybrook,2018,renter,p3,206,126
3_towns,Orange,2018,renter,p3,26,8
3_towns,Oxford,2018,renter,p3,75,31
3_towns,Plainfield,2018,renter,p3,170,-92
3_towns,Plainville,2018,renter,p3,215,-84
3_towns,Plymouth,2018,renter,p3,72,18
3_towns,Pomfret,2018,renter,p3,35,21
3_towns,Portland,2018,renter,p3,54,-13
3_towns,Preston,2018,renter,p3,22,3
3_towns,Prospect,2018,renter,p3,66,66
3_towns,Putnam,2018,renter,p3,164,20
3_towns,Redding,2018,renter,p3,51,33
3_towns,Ridgefield,2018,renter,p3,167,2
3_towns,Rocky Hill,2018,renter,p3,533,84
3_towns,Roxbury,2018,renter,p3,16,9
3_towns,Salem,2018,renter,p3,16,16
3_towns,Salisbury,2018,renter,p3,31,-19
3_towns,Scotland,2018,renter,p3,0,-2
3_towns,Seymour,2018,renter,p3,88,-23
3_towns,Sharon,2018,renter,p3,0,-33
3_towns,Shelton,2018,renter,p3,449,124
3_towns,Sherman,2018,renter,p3,30,20
3_towns,Simsbury,2018,renter,p3,294,116
3_towns,Somers,2018,renter,p3,75,31
3_towns,South Windsor,2018,renter,p3,208,106
3_towns,Southbury,2018,renter,p3,131,121
3_towns,Southington,2018,renter,p3,320,77
3_towns,Sprague,2018,renter,p3,55,10
3_towns,Stafford,2018,renter,p3,178,53
3_towns,Stamford,2018,renter,p3,4015,825
3_towns,Sterling,2018,renter,p3,65,24
3_towns,Stonington,2018,renter,p3,259,-39
3_towns,Stratford,2018,renter,p3,698,181
3_towns,Suffield,2018,renter,p3,130,25
3_towns,Thomaston,2018,renter,p3,74,-7
3_towns,Thompson,2018,renter,p3,102,37
3_towns,Tolland,2018,renter,p3,84,27
3_towns,Torrington,2018,renter,p3,617,96
3_towns,Trumbull,2018,renter,p3,233,121
3_towns,Union,2018,renter,p3,2,-8
3_towns,Vernon,2018,renter,p3,657,59
3_towns,Voluntown,2018,renter,p3,10,-15
3_towns,Wallingford,2018,renter,p3,431,-159
3_towns,Warren,2018,renter,p3,7,1
3_towns,Washington,2018,renter,p3,7,-80
3_towns,Waterbury,2018,renter,p3,3837,141
3_towns,Waterford,2018,renter,p3,375,264
3_towns,Watertown,2018,renter,p3,112,38
3_towns,West Hartford,2018,renter,p3,947,324
3_towns,West Haven,2018,renter,p3,1247,6
3_towns,Westbrook,2018,renter,p3,19,-66
3_towns,Weston,2018,renter,p3,9,-29
3_towns,Westport,2018,renter,p3,178,-39
3_towns,Wethersfield,2018,renter,p3,267,132
3_towns,Willington,2018,renter,p3,38,-159
3_towns,Wilton,2018,renter,p3,173,149
3_towns,Winchester,2018,renter,p3,298,145
3_towns,Windham,2018,renter,p3,614,-100
3_towns,Windsor,2018,renter,p3,308,-60
3_towns,Windsor Locks,2018,renter,p3,97,-71
3_towns,Wolcott,2018,renter,p3,32,-30
3_towns,Woodbridge,2018,renter,p3,64,23
3_towns,Woodbury,2018,renter,p3,98,48
3_towns,Woodstock,2018,renter,p3,25,-56
3_towns,Andover,2018,owner,p4_or_more,236,-39
3_towns,Ansonia,2018,owner,p4_or_more,967,-127
3_towns,Ashford,2018,owner,p4_or_more,224,-65
3_towns,Avon,2018,owner,p4_or_more,1640,-62
3_towns,Barkhamsted,2018,owner,p4_or_more,342,-37
3_towns,Beacon Falls,2018,owner,p4_or_more,435,-196
3_towns,Berlin,2018,owner,p4_or_more,1656,-197
3_towns,Bethany,2018,owner,p4_or_more,490,-105
3_towns,Bethel,2018,owner,p4_or_more,1637,143
3_towns,Bethlehem,2018,owner,p4_or_more,253,-59
3_towns,Bloomfield,2018,owner,p4_or_more,1094,-224
3_towns,Bolton,2018,owner,p4_or_more,422,48
3_towns,Bozrah,2018,owner,p4_or_more,204,49
3_towns,Branford,2018,owner,p4_or_more,1213,-447
3_towns,Bridgeport,2018,owner,p4_or_more,6274,-679
3_towns,Bridgewater,2018,owner,p4_or_more,115,-23
3_towns,Bristol,2018,owner,p4_or_more,3711,-120
3_towns,Brookfield,2018,owner,p4_or_more,1486,-98
3_towns,Brooklyn,2018,owner,p4_or_more,430,-100
3_towns,Burlington,2018,owner,p4_or_more,931,-145
3_towns,Canaan,2018,owner,p4_or_more,73,22
3_towns,Canterbury,2018,owner,p4_or_more,457,-30
3_towns,Canton,2018,owner,p4_or_more,680,-222
3_towns,Chaplin,2018,owner,p4_or_more,150,-8
3_towns,Cheshire,2018,owner,p4_or_more,2046,-874
3_towns,Chester,2018,owner,p4_or_more,231,-18
3_towns,Clinton,2018,owner,p4_or_more,761,-357
3_towns,Colchester,2018,owner,p4_or_more,1126,-506
3_towns,Colebrook,2018,owner,p4_or_more,113,-5
3_towns,Columbia,2018,owner,p4_or_more,310,-215
3_towns,Cornwall,2018,owner,p4_or_more,82,-48
3_towns,Coventry,2018,owner,p4_or_more,1038,-27
3_towns,Cromwell,2018,owner,p4_or_more,1015,-56
3_towns,Danbury,2018,owner,p4_or_more,4260,-249
3_towns,Darien,2018,owner,p4_or_more,2521,37
3_towns,Deep River,2018,owner,p4_or_more,247,-121
3_towns,Derby,2018,owner,p4_or_more,590,-96
3_towns,Durham,2018,owner,p4_or_more,572,-221
3_towns,East Granby,2018,owner,p4_or_more,369,-97
3_towns,East Haddam,2018,owner,p4_or_more,568,-167
3_towns,East Hampton,2018,owner,p4_or_more,1098,-79
3_towns,East Hartford,2018,owner,p4_or_more,2652,178
3_towns,East Haven,2018,owner,p4_or_more,1964,-269
3_towns,East Lyme,2018,owner,p4_or_more,1080,-238
3_towns,East Windsor,2018,owner,p4_or_more,538,-122
3_towns,Eastford,2018,owner,p4_or_more,125,7
3_towns,Easton,2018,owner,p4_or_more,747,-250
3_towns,Ellington,2018,owner,p4_or_more,841,-478
3_towns,Enfield,2018,owner,p4_or_more,2633,-274
3_towns,Essex,2018,owner,p4_or_more,348,-133
3_towns,Fairfield,2018,owner,p4_or_more,5159,-65
3_towns,Farmington,2018,owner,p4_or_more,1924,-163
3_towns,Franklin,2018,owner,p4_or_more,149,-22
3_towns,Glastonbury,2018,owner,p4_or_more,2812,-391
3_towns,Goshen,2018,owner,p4_or_more,247,55
3_towns,Granby,2018,owner,p4_or_more,1059,-27
3_towns,Greenwich,2018,owner,p4_or_more,4493,-462
3_towns,Griswold,2018,owner,p4_or_more,692,-212
3_towns,Groton,2018,owner,p4_or_more,1186,-631
3_towns,Guilford,2018,owner,p4_or_more,1709,-368
3_towns,Haddam,2018,owner,p4_or_more,518,-405
3_towns,Hamden,2018,owner,p4_or_more,3091,-456
3_towns,Hampton,2018,owner,p4_or_more,101,-31
3_towns,Hartford,2018,owner,p4_or_more,2852,-23
3_towns,Hartland,2018,owner,p4_or_more,151,-44
3_towns,Harwinton,2018,owner,p4_or_more,462,-183
3_towns,Hebron,2018,owner,p4_or_more,828,-318
3_towns,Kent,2018,owner,p4_or_more,102,-57
3_towns,Killingly,2018,owner,p4_or_more,835,-293
3_towns,Killingworth,2018,owner,p4_or_more,597,-169
3_towns,Lebanon,2018,owner,p4_or_more,487,-155
3_towns,Ledyard,2018,owner,p4_or_more,1080,-270
3_towns,Lisbon,2018,owner,p4_or_more,380,-65
3_towns,Litchfield,2018,owner,p4_or_more,498,-141
3_towns,Lyme,2018,owner,p4_or_more,139,-38
3_towns,Madison,2018,owner,p4_or_more,1350,-471
3_towns,Manchester,2018,owner,p4_or_more,2603,-486
3_towns,Mansfield,2018,owner,p4_or_more,645,-213
3_towns,Marlborough,2018,owner,p4_or_more,483,-94
3_towns,Meriden,2018,owner,p4_or_more,2757,-609
3_towns,Middlebury,2018,owner,p4_or_more,696,-96
3_towns,Middlefield,2018,owner,p4_or_more,355,-163
3_towns,Middletown,2018,owner,p4_or_more,1912,-643
3_towns,Milford,2018,owner,p4_or_more,3127,-1027
3_towns,Monroe,2018,owner,p4_or_more,1903,-285
3_towns,Montville,2018,owner,p4_or_more,1286,-128
3_towns,Morris,2018,owner,p4_or_more,214,6
3_towns,Naugatuck,2018,owner,p4_or_more,2067,-168
3_towns,New Britain,2018,owner,p4_or_more,2370,-437
3_towns,New Canaan,2018,owner,p4_or_more,2003,-39
3_towns,New Fairfield,2018,owner,p4_or_more,1148,-525
3_towns,New Hartford,2018,owner,p4_or_more,606,-36
3_towns,New Haven,2018,owner,p4_or_more,2767,-1063
3_towns,New London,2018,owner,p4_or_more,631,-54
3_towns,New Milford,2018,owner,p4_or_more,2221,-570
3_towns,Newington,2018,owner,p4_or_more,1881,-280
3_towns,Newtown,2018,owner,p4_or_more,2496,-473
3_towns,Norfolk,2018,owner,p4_or_more,86,-42
3_towns,North Branford,2018,owner,p4_or_more,934,-363
3_towns,North Canaan,2018,owner,p4_or_more,231,144
3_towns,North Haven,2018,owner,p4_or_more,1800,-520
3_towns,North Stonington,2018,owner,p4_or_more,489,54
3_towns,Norwalk,2018,owner,p4_or_more,4589,-816
3_towns,Norwich,2018,owner,p4_or_more,1890,-139
3_towns,Old Lyme,2018,owner,p4_or_more,493,-107
3_towns,Old Saybrook,2018,owner,p4_or_more,476,-127
3_towns,Orange,2018,owner,p4_or_more,1123,-336
3_towns,Oxford,2018,owner,p4_or_more,1089,-297
3_towns,Plainfield,2018,owner,p4_or_more,977,-302
3_towns,Plainville,2018,owner,p4_or_more,1032,-269
3_towns,Plymouth,2018,owner,p4_or_more,854,-310
3_towns,Pomfret,2018,owner,p4_or_more,330,-50
3_towns,Portland,2018,owner,p4_or_more,796,-86
3_towns,Preston,2018,owner,p4_or_more,405,64
3_towns,Prospect,2018,owner,p4_or_more,911,-75
3_towns,Putnam,2018,owner,p4_or_more,329,-126
3_towns,Redding,2018,owner,p4_or_more,742,-115
3_towns,Ridgefield,2018,owner,p4_or_more,2245,-466
3_towns,Rocky Hill,2018,owner,p4_or_more,988,-231
3_towns,Roxbury,2018,owner,p4_or_more,144,-25
3_towns,Salem,2018,owner,p4_or_more,317,-43
3_towns,Salisbury,2018,owner,p4_or_more,171,14
3_towns,Scotland,2018,owner,p4_or_more,126,-66
3_towns,Seymour,2018,owner,p4_or_more,1263,-235
3_towns,Sharon,2018,owner,p4_or_more,72,-47
3_towns,Shelton,2018,owner,p4_or_more,2803,-751
3_towns,Sherman,2018,owner,p4_or_more,274,-109
3_towns,Simsbury,2018,owner,p4_or_more,2018,-371
3_towns,Somers,2018,owner,p4_or_more,713,-316
3_towns,South Windsor,2018,owner,p4_or_more,2208,-542
3_towns,Southbury,2018,owner,p4_or_more,1526,-70
3_towns,Southington,2018,owner,p4_or_more,3328,-656
3_towns,Sprague,2018,owner,p4_or_more,184,47
3_towns,Stafford,2018,owner,p4_or_more,732,-127
3_towns,Stamford,2018,owner,p4_or_more,6287,-625
3_towns,Sterling,2018,owner,p4_or_more,282,19
3_towns,Stonington,2018,owner,p4_or_more,1081,-242
3_towns,Stratford,2018,owner,p4_or_more,3528,-778
3_towns,Suffield,2018,owner,p4_or_more,1023,-248
