level,name,year,tenure,hhlds,value,share
3_towns,Chester,2010,renter,1-person,177,0.38
3_towns,Chester,2010,renter,2-person,136,0.292
3_towns,Chester,2010,renter,3-person,63,0.135
3_towns,Chester,2010,renter,4-person or more,90,0.193
3_towns,Chester,2018,renter,total,375,NA
3_towns,Chester,2018,renter,1-person,221,0.589
3_towns,Chester,2018,renter,2-person,110,0.293
3_towns,Chester,2018,renter,3-person,8,0.021
3_towns,Chester,2018,renter,4-person or more,36,0.096
3_towns,Clinton,2000,renter,total,1036,NA
3_towns,Clinton,2000,renter,1-person,411,0.397
3_towns,Clinton,2000,renter,2-person,293,0.283
3_towns,Clinton,2000,renter,3-person,162,0.156
3_towns,Clinton,2000,renter,4-person or more,170,0.164
3_towns,Clinton,2010,renter,total,972,NA
3_towns,Clinton,2010,renter,1-person,412,0.424
3_towns,Clinton,2010,renter,2-person,200,0.206
3_towns,Clinton,2010,renter,3-person,110,0.113
3_towns,Clinton,2010,renter,4-person or more,250,0.257
3_towns,Clinton,2018,renter,total,1137,NA
3_towns,Clinton,2018,renter,1-person,473,0.416
3_towns,Clinton,2018,renter,2-person,332,0.292
3_towns,Clinton,2018,renter,3-person,184,0.162
3_towns,Clinton,2018,renter,4-person or more,148,0.13
3_towns,Colchester,2000,renter,total,1198,NA
3_towns,Colchester,2000,renter,1-person,440,0.367
3_towns,Colchester,2000,renter,2-person,370,0.309
3_towns,Colchester,2000,renter,3-person,188,0.157
3_towns,Colchester,2000,renter,4-person or more,200,0.167
3_towns,Colchester,2010,renter,total,941,NA
3_towns,Colchester,2010,renter,1-person,389,0.413
3_towns,Colchester,2010,renter,2-person,202,0.215
3_towns,Colchester,2010,renter,3-person,195,0.207
3_towns,Colchester,2010,renter,4-person or more,155,0.165
3_towns,Colchester,2018,renter,total,1432,NA
3_towns,Colchester,2018,renter,1-person,395,0.276
3_towns,Colchester,2018,renter,2-person,436,0.304
3_towns,Colchester,2018,renter,3-person,329,0.23
3_towns,Colchester,2018,renter,4-person or more,272,0.19
3_towns,Colebrook,2000,renter,total,79,NA
3_towns,Colebrook,2000,renter,1-person,26,0.329
3_towns,Colebrook,2000,renter,2-person,25,0.316
3_towns,Colebrook,2000,renter,3-person,11,0.139
3_towns,Colebrook,2000,renter,4-person or more,17,0.215
3_towns,Colebrook,2010,renter,total,39,NA
3_towns,Colebrook,2010,renter,1-person,16,0.41
3_towns,Colebrook,2010,renter,2-person,17,0.436
3_towns,Colebrook,2010,renter,3-person,0,0
3_towns,Colebrook,2010,renter,4-person or more,6,0.154
3_towns,Colebrook,2018,renter,total,64,NA
3_towns,Colebrook,2018,renter,1-person,11,0.172
3_towns,Colebrook,2018,renter,2-person,30,0.469
3_towns,Colebrook,2018,renter,3-person,0,0
3_towns,Colebrook,2018,renter,4-person or more,23,0.359
3_towns,Columbia,2000,renter,total,155,NA
3_towns,Columbia,2000,renter,1-person,55,0.355
3_towns,Columbia,2000,renter,2-person,54,0.348
3_towns,Columbia,2000,renter,3-person,29,0.187
3_towns,Columbia,2000,renter,4-person or more,17,0.11
3_towns,Columbia,2010,renter,total,85,NA
3_towns,Columbia,2010,renter,1-person,21,0.247
3_towns,Columbia,2010,renter,2-person,36,0.424
3_towns,Columbia,2010,renter,3-person,0,0
3_towns,Columbia,2010,renter,4-person or more,28,0.329
3_towns,Columbia,2018,renter,total,155,NA
3_towns,Columbia,2018,renter,1-person,65,0.419
3_towns,Columbia,2018,renter,2-person,36,0.232
3_towns,Columbia,2018,renter,3-person,38,0.245
3_towns,Columbia,2018,renter,4-person or more,16,0.103
3_towns,Cornwall,2000,renter,total,122,NA
3_towns,Cornwall,2000,renter,1-person,55,0.451
3_towns,Cornwall,2000,renter,2-person,21,0.172
3_towns,Cornwall,2000,renter,3-person,20,0.164
3_towns,Cornwall,2000,renter,4-person or more,26,0.213
3_towns,Cornwall,2010,renter,total,148,NA
3_towns,Cornwall,2010,renter,1-person,64,0.432
3_towns,Cornwall,2010,renter,2-person,36,0.243
3_towns,Cornwall,2010,renter,3-person,30,0.203
3_towns,Cornwall,2010,renter,4-person or more,18,0.122
3_towns,Cornwall,2018,renter,total,106,NA
3_towns,Cornwall,2018,renter,1-person,34,0.321
3_towns,Cornwall,2018,renter,2-person,40,0.377
3_towns,Cornwall,2018,renter,3-person,12,0.113
3_towns,Cornwall,2018,renter,4-person or more,20,0.189
3_towns,Coventry,2000,renter,total,578,NA
3_towns,Coventry,2000,renter,1-person,227,0.393
3_towns,Coventry,2000,renter,2-person,172,0.298
3_towns,Coventry,2000,renter,3-person,88,0.152
3_towns,Coventry,2000,renter,4-person or more,91,0.157
3_towns,Coventry,2010,renter,total,568,NA
3_towns,Coventry,2010,renter,1-person,131,0.231
3_towns,Coventry,2010,renter,2-person,228,0.401
3_towns,Coventry,2010,renter,3-person,63,0.111
3_towns,Coventry,2010,renter,4-person or more,146,0.257
3_towns,Coventry,2018,renter,total,528,NA
3_towns,Coventry,2018,renter,1-person,204,0.386
3_towns,Coventry,2018,renter,2-person,226,0.428
3_towns,Coventry,2018,renter,3-person,64,0.121
3_towns,Coventry,2018,renter,4-person or more,34,0.064
3_towns,Cromwell,2000,renter,total,1243,NA
3_towns,Cromwell,2000,renter,1-person,608,0.489
3_towns,Cromwell,2000,renter,2-person,391,0.315
3_towns,Cromwell,2000,renter,3-person,103,0.083
3_towns,Cromwell,2000,renter,4-person or more,141,0.113
3_towns,Cromwell,2010,renter,total,1062,NA
3_towns,Cromwell,2010,renter,1-person,572,0.539
3_towns,Cromwell,2010,renter,2-person,339,0.319
3_towns,Cromwell,2010,renter,3-person,121,0.114
3_towns,Cromwell,2010,renter,4-person or more,30,0.028
3_towns,Cromwell,2018,renter,total,1370,NA
3_towns,Cromwell,2018,renter,1-person,719,0.525
3_towns,Cromwell,2018,renter,2-person,376,0.274
3_towns,Cromwell,2018,renter,3-person,166,0.121
3_towns,Cromwell,2018,renter,4-person or more,109,0.08
3_towns,Danbury,2000,renter,total,11334,NA
3_towns,Danbury,2000,renter,1-person,3699,0.326
3_towns,Danbury,2000,renter,2-person,2943,0.26
3_towns,Danbury,2000,renter,3-person,1836,0.162
3_towns,Danbury,2000,renter,4-person or more,2856,0.252
3_towns,Danbury,2010,renter,total,11008,NA
3_towns,Danbury,2010,renter,1-person,3522,0.32
3_towns,Danbury,2010,renter,2-person,2622,0.238
3_towns,Danbury,2010,renter,3-person,2168,0.197
3_towns,Danbury,2010,renter,4-person or more,2696,0.245
3_towns,Danbury,2018,renter,total,12442,NA
3_towns,Danbury,2018,renter,1-person,3668,0.295
3_towns,Danbury,2018,renter,2-person,2922,0.235
3_towns,Danbury,2018,renter,3-person,2278,0.183
3_towns,Danbury,2018,renter,4-person or more,3574,0.287
3_towns,Darien,2000,renter,total,793,NA
3_towns,Darien,2000,renter,1-person,297,0.375
3_towns,Darien,2000,renter,2-person,216,0.272
3_towns,Darien,2000,renter,3-person,98,0.124
3_towns,Darien,2000,renter,4-person or more,182,0.23
3_towns,Darien,2010,renter,total,815,NA
3_towns,Darien,2010,renter,1-person,383,0.47
3_towns,Darien,2010,renter,2-person,205,0.252
3_towns,Darien,2010,renter,3-person,60,0.074
3_towns,Darien,2010,renter,4-person or more,167,0.205
3_towns,Darien,2018,renter,total,1010,NA
3_towns,Darien,2018,renter,1-person,345,0.342
3_towns,Darien,2018,renter,2-person,285,0.282
3_towns,Darien,2018,renter,3-person,116,0.115
3_towns,Darien,2018,renter,4-person or more,264,0.261
3_towns,Deep River,2000,renter,total,459,NA
3_towns,Deep River,2000,renter,1-person,192,0.418
3_towns,Deep River,2000,renter,2-person,147,0.32
3_towns,Deep River,2000,renter,3-person,58,0.126
3_towns,Deep River,2000,renter,4-person or more,62,0.135
3_towns,Deep River,2010,renter,total,435,NA
3_towns,Deep River,2010,renter,1-person,124,0.285
3_towns,Deep River,2010,renter,2-person,68,0.156
3_towns,Deep River,2010,renter,3-person,142,0.326
3_towns,Deep River,2010,renter,4-person or more,101,0.232
3_towns,Deep River,2018,renter,total,502,NA
3_towns,Deep River,2018,renter,1-person,250,0.498
3_towns,Deep River,2018,renter,2-person,92,0.183
3_towns,Deep River,2018,renter,3-person,141,0.281
3_towns,Deep River,2018,renter,4-person or more,19,0.038
3_towns,Derby,2000,renter,total,2196,NA
3_towns,Derby,2000,renter,1-person,890,0.405
3_towns,Derby,2000,renter,2-person,595,0.271
3_towns,Derby,2000,renter,3-person,370,0.168
3_towns,Derby,2000,renter,4-person or more,341,0.155
3_towns,Derby,2010,renter,total,2060,NA
3_towns,Derby,2010,renter,1-person,813,0.395
3_towns,Derby,2010,renter,2-person,527,0.256
3_towns,Derby,2010,renter,3-person,249,0.121
3_towns,Derby,2010,renter,4-person or more,471,0.229
3_towns,Derby,2018,renter,total,2120,NA
3_towns,Derby,2018,renter,1-person,915,0.432
3_towns,Derby,2018,renter,2-person,577,0.272
3_towns,Derby,2018,renter,3-person,373,0.176
3_towns,Derby,2018,renter,4-person or more,255,0.12
3_towns,Durham,2000,renter,total,205,NA
3_towns,Durham,2000,renter,1-person,76,0.371
3_towns,Durham,2000,renter,2-person,60,0.293
3_towns,Durham,2000,renter,3-person,38,0.185
3_towns,Durham,2000,renter,4-person or more,31,0.151
3_towns,Durham,2010,renter,total,137,NA
3_towns,Durham,2010,renter,1-person,46,0.336
3_towns,Durham,2010,renter,2-person,49,0.358
3_towns,Durham,2010,renter,3-person,0,0
3_towns,Durham,2010,renter,4-person or more,42,0.307
3_towns,Durham,2018,renter,total,253,NA
3_towns,Durham,2018,renter,1-person,100,0.395
3_towns,Durham,2018,renter,2-person,29,0.115
3_towns,Durham,2018,renter,3-person,16,0.063
3_towns,Durham,2018,renter,4-person or more,108,0.427
3_towns,East Granby,2000,renter,total,334,NA
3_towns,East Granby,2000,renter,1-person,160,0.479
3_towns,East Granby,2000,renter,2-person,102,0.305
3_towns,East Granby,2000,renter,3-person,27,0.081
3_towns,East Granby,2000,renter,4-person or more,45,0.135
3_towns,East Granby,2010,renter,total,334,NA
3_towns,East Granby,2010,renter,1-person,124,0.371
3_towns,East Granby,2010,renter,2-person,117,0.35
3_towns,East Granby,2010,renter,3-person,10,0.03
3_towns,East Granby,2010,renter,4-person or more,83,0.249
3_towns,East Granby,2018,renter,total,406,NA
3_towns,East Granby,2018,renter,1-person,178,0.438
3_towns,East Granby,2018,renter,2-person,195,0.48
3_towns,East Granby,2018,renter,3-person,0,0
3_towns,East Granby,2018,renter,4-person or more,33,0.081
3_towns,East Haddam,2000,renter,total,499,NA
3_towns,East Haddam,2000,renter,1-person,206,0.413
3_towns,East Haddam,2000,renter,2-person,143,0.287
3_towns,East Haddam,2000,renter,3-person,67,0.134
3_towns,East Haddam,2000,renter,4-person or more,83,0.166
3_towns,East Haddam,2010,renter,total,510,NA
3_towns,East Haddam,2010,renter,1-person,251,0.492
3_towns,East Haddam,2010,renter,2-person,134,0.263
3_towns,East Haddam,2010,renter,3-person,110,0.216
3_towns,East Haddam,2010,renter,4-person or more,15,0.029
3_towns,East Haddam,2018,renter,total,553,NA
3_towns,East Haddam,2018,renter,1-person,257,0.465
3_towns,East Haddam,2018,renter,2-person,174,0.315
3_towns,East Haddam,2018,renter,3-person,87,0.157
3_towns,East Haddam,2018,renter,4-person or more,35,0.063
3_towns,East Hampton,2000,renter,total,789,NA
3_towns,East Hampton,2000,renter,1-person,343,0.435
3_towns,East Hampton,2000,renter,2-person,215,0.272
3_towns,East Hampton,2000,renter,3-person,105,0.133
3_towns,East Hampton,2000,renter,4-person or more,126,0.16
3_towns,East Hampton,2010,renter,total,491,NA
3_towns,East Hampton,2010,renter,1-person,271,0.552
3_towns,East Hampton,2010,renter,2-person,116,0.236
3_towns,East Hampton,2010,renter,3-person,14,0.029
3_towns,East Hampton,2010,renter,4-person or more,90,0.183
3_towns,East Hampton,2018,renter,total,625,NA
3_towns,East Hampton,2018,renter,1-person,239,0.382
3_towns,East Hampton,2018,renter,2-person,147,0.235
3_towns,East Hampton,2018,renter,3-person,78,0.125
3_towns,East Hampton,2018,renter,4-person or more,161,0.258
3_towns,East Hartford,2000,renter,total,8580,NA
3_towns,East Hartford,2000,renter,1-person,3382,0.394
3_towns,East Hartford,2000,renter,2-person,2225,0.259
3_towns,East Hartford,2000,renter,3-person,1380,0.161
3_towns,East Hartford,2000,renter,4-person or more,1593,0.186
3_towns,East Hartford,2010,renter,total,8544,NA
3_towns,East Hartford,2010,renter,1-person,2949,0.345
3_towns,East Hartford,2010,renter,2-person,2303,0.27
3_towns,East Hartford,2010,renter,3-person,1751,0.205
3_towns,East Hartford,2010,renter,4-person or more,1541,0.18
3_towns,East Hartford,2018,renter,total,7739,NA
3_towns,East Hartford,2018,renter,1-person,2793,0.361
3_towns,East Hartford,2018,renter,2-person,1816,0.235
3_towns,East Hartford,2018,renter,3-person,1384,0.179
3_towns,East Hartford,2018,renter,4-person or more,1746,0.226
3_towns,East Haven,2000,renter,total,3051,NA
3_towns,East Haven,2000,renter,1-person,1361,0.446
3_towns,East Haven,2000,renter,2-person,850,0.279
3_towns,East Haven,2000,renter,3-person,414,0.136
3_towns,East Haven,2000,renter,4-person or more,426,0.14
3_towns,East Haven,2010,renter,total,2645,NA
3_towns,East Haven,2010,renter,1-person,1160,0.439
3_towns,East Haven,2010,renter,2-person,797,0.301
3_towns,East Haven,2010,renter,3-person,331,0.125
3_towns,East Haven,2010,renter,4-person or more,357,0.135
3_towns,East Haven,2018,renter,total,3242,NA
3_towns,East Haven,2018,renter,1-person,1588,0.49
3_towns,East Haven,2018,renter,2-person,882,0.272
3_towns,East Haven,2018,renter,3-person,339,0.105
3_towns,East Haven,2018,renter,4-person or more,433,0.134
3_towns,East Lyme,2000,renter,total,1354,NA
3_towns,East Lyme,2000,renter,1-person,553,0.408
3_towns,East Lyme,2000,renter,2-person,399,0.295
3_towns,East Lyme,2000,renter,3-person,188,0.139
3_towns,East Lyme,2000,renter,4-person or more,214,0.158
3_towns,East Lyme,2010,renter,total,1169,NA
3_towns,East Lyme,2010,renter,1-person,576,0.493
3_towns,East Lyme,2010,renter,2-person,323,0.276
3_towns,East Lyme,2010,renter,3-person,144,0.123
3_towns,East Lyme,2010,renter,4-person or more,126,0.108
3_towns,East Lyme,2018,renter,total,1600,NA
3_towns,East Lyme,2018,renter,1-person,801,0.501
3_towns,East Lyme,2018,renter,2-person,465,0.291
3_towns,East Lyme,2018,renter,3-person,192,0.12
3_towns,East Lyme,2018,renter,4-person or more,142,0.089
3_towns,East Windsor,2000,renter,total,1421,NA
3_towns,East Windsor,2000,renter,1-person,582,0.41
3_towns,East Windsor,2000,renter,2-person,422,0.297
3_towns,East Windsor,2000,renter,3-person,213,0.15
3_towns,East Windsor,2000,renter,4-person or more,204,0.144
3_towns,East Windsor,2010,renter,total,1408,NA
3_towns,East Windsor,2010,renter,1-person,454,0.322
3_towns,East Windsor,2010,renter,2-person,353,0.251
3_towns,East Windsor,2010,renter,3-person,355,0.252
3_towns,East Windsor,2010,renter,4-person or more,246,0.175
3_towns,East Windsor,2018,renter,total,1433,NA
3_towns,East Windsor,2018,renter,1-person,600,0.419
3_towns,East Windsor,2018,renter,2-person,466,0.325
3_towns,East Windsor,2018,renter,3-person,166,0.116
3_towns,East Windsor,2018,renter,4-person or more,201,0.14
3_towns,Eastford,2000,renter,total,124,NA
3_towns,Eastford,2000,renter,1-person,53,0.427
3_towns,Eastford,2000,renter,2-person,34,0.274
3_towns,Eastford,2000,renter,3-person,17,0.137
3_towns,Eastford,2000,renter,4-person or more,20,0.161
3_towns,Eastford,2010,renter,total,56,NA
3_towns,Eastford,2010,renter,1-person,23,0.411
3_towns,Eastford,2010,renter,2-person,14,0.25
3_towns,Eastford,2010,renter,3-person,12,0.214
3_towns,Eastford,2010,renter,4-person or more,7,0.125
3_towns,Eastford,2018,renter,total,128,NA
3_towns,Eastford,2018,renter,1-person,71,0.555
3_towns,Eastford,2018,renter,2-person,39,0.305
3_towns,Eastford,2018,renter,3-person,5,0.039
3_towns,Eastford,2018,renter,4-person or more,13,0.102
3_towns,Easton,2000,renter,total,141,NA
3_towns,Easton,2000,renter,1-person,42,0.298
3_towns,Easton,2000,renter,2-person,50,0.355
3_towns,Easton,2000,renter,3-person,22,0.156
3_towns,Easton,2000,renter,4-person or more,27,0.191
3_towns,Easton,2010,renter,total,56,NA
3_towns,Easton,2010,renter,1-person,10,0.179
3_towns,Easton,2010,renter,2-person,17,0.304
3_towns,Easton,2010,renter,3-person,18,0.321
3_towns,Easton,2010,renter,4-person or more,11,0.196
3_towns,Easton,2018,renter,total,140,NA
3_towns,Easton,2018,renter,1-person,21,0.15
3_towns,Easton,2018,renter,2-person,52,0.371
3_towns,Easton,2018,renter,3-person,46,0.329
3_towns,Easton,2018,renter,4-person or more,21,0.15
3_towns,Ellington,2000,renter,total,1623,NA
3_towns,Ellington,2000,renter,1-person,833,0.513
3_towns,Ellington,2000,renter,2-person,525,0.323
3_towns,Ellington,2000,renter,3-person,138,0.085
3_towns,Ellington,2000,renter,4-person or more,127,0.078
3_towns,Ellington,2010,renter,total,1881,NA
3_towns,Ellington,2010,renter,1-person,812,0.432
3_towns,Ellington,2010,renter,2-person,773,0.411
3_towns,Ellington,2010,renter,3-person,136,0.072
3_towns,Ellington,2010,renter,4-person or more,160,0.085
3_towns,Ellington,2018,renter,total,2601,NA
3_towns,Ellington,2018,renter,1-person,1468,0.564
3_towns,Ellington,2018,renter,2-person,620,0.238
3_towns,Ellington,2018,renter,3-person,154,0.059
3_towns,Ellington,2018,renter,4-person or more,359,0.138
3_towns,Enfield,2000,renter,total,4004,NA
3_towns,Enfield,2000,renter,1-person,1753,0.438
3_towns,Enfield,2000,renter,2-person,1095,0.273
3_towns,Enfield,2000,renter,3-person,551,0.138
3_towns,Enfield,2000,renter,4-person or more,605,0.151
3_towns,Enfield,2010,renter,total,3763,NA
3_towns,Enfield,2010,renter,1-person,1541,0.41
3_towns,Enfield,2010,renter,2-person,884,0.235
3_towns,Enfield,2010,renter,3-person,688,0.183
3_towns,Enfield,2010,renter,4-person or more,650,0.173
3_towns,Enfield,2018,renter,total,4008,NA
3_towns,Enfield,2018,renter,1-person,1621,0.404
3_towns,Enfield,2018,renter,2-person,1162,0.29
3_towns,Enfield,2018,renter,3-person,507,0.126
3_towns,Enfield,2018,renter,4-person or more,718,0.179
3_towns,Essex,2000,renter,total,583,NA
3_towns,Essex,2000,renter,1-person,325,0.557
3_towns,Essex,2000,renter,2-person,159,0.273
3_towns,Essex,2000,renter,3-person,53,0.091
3_towns,Essex,2000,renter,4-person or more,46,0.079
3_towns,Essex,2010,renter,total,612,NA
3_towns,Essex,2010,renter,1-person,262,0.428
3_towns,Essex,2010,renter,2-person,226,0.369
3_towns,Essex,2010,renter,3-person,33,0.054
3_towns,Essex,2010,renter,4-person or more,91,0.149
3_towns,Essex,2018,renter,total,720,NA
3_towns,Essex,2018,renter,1-person,426,0.592
3_towns,Essex,2018,renter,2-person,187,0.26
3_towns,Essex,2018,renter,3-person,12,0.017
3_towns,Essex,2018,renter,4-person or more,95,0.132
3_towns,Fairfield,2000,renter,total,3435,NA
3_towns,Fairfield,2000,renter,1-person,1322,0.385
3_towns,Fairfield,2000,renter,2-person,1111,0.323
3_towns,Fairfield,2000,renter,3-person,461,0.134
3_towns,Fairfield,2000,renter,4-person or more,541,0.157
3_towns,Fairfield,2010,renter,total,2811,NA
3_towns,Fairfield,2010,renter,1-person,1288,0.458
3_towns,Fairfield,2010,renter,2-person,777,0.276
3_towns,Fairfield,2010,renter,3-person,371,0.132
3_towns,Fairfield,2010,renter,4-person or more,375,0.133
3_towns,Fairfield,2018,renter,total,3397,NA
3_towns,Fairfield,2018,renter,1-person,1152,0.339
3_towns,Fairfield,2018,renter,2-person,853,0.251
3_towns,Fairfield,2018,renter,3-person,654,0.193
3_towns,Fairfield,2018,renter,4-person or more,738,0.217
3_towns,Farmington,2000,renter,total,2341,NA
3_towns,Farmington,2000,renter,1-person,1127,0.481
3_towns,Farmington,2000,renter,2-person,710,0.303
3_towns,Farmington,2000,renter,3-person,285,0.122
3_towns,Farmington,2000,renter,4-person or more,219,0.094
3_towns,Farmington,2010,renter,total,2334,NA
3_towns,Farmington,2010,renter,1-person,1128,0.483
3_towns,Farmington,2010,renter,2-person,601,0.257
3_towns,Farmington,2010,renter,3-person,241,0.103
3_towns,Farmington,2010,renter,4-person or more,364,0.156
3_towns,Farmington,2018,renter,total,2952,NA
3_towns,Farmington,2018,renter,1-person,1635,0.554
3_towns,Farmington,2018,renter,2-person,683,0.231
3_towns,Farmington,2018,renter,3-person,322,0.109
3_towns,Farmington,2018,renter,4-person or more,312,0.106
3_towns,Franklin,2000,renter,total,70,NA
3_towns,Franklin,2000,renter,1-person,29,0.414
3_towns,Franklin,2000,renter,2-person,25,0.357
3_towns,Franklin,2000,renter,3-person,5,0.071
3_towns,Franklin,2000,renter,4-person or more,11,0.157
3_towns,Franklin,2010,renter,total,96,NA
3_towns,Franklin,2010,renter,1-person,45,0.469
3_towns,Franklin,2010,renter,2-person,29,0.302
3_towns,Franklin,2010,renter,3-person,0,0
3_towns,Franklin,2010,renter,4-person or more,22,0.229
3_towns,Franklin,2018,renter,total,103,NA
3_towns,Franklin,2018,renter,1-person,68,0.66
3_towns,Franklin,2018,renter,2-person,19,0.184
3_towns,Franklin,2018,renter,3-person,11,0.107
3_towns,Franklin,2018,renter,4-person or more,5,0.049
3_towns,Glastonbury,2000,renter,total,2240,NA
3_towns,Glastonbury,2000,renter,1-person,1036,0.462
3_towns,Glastonbury,2000,renter,2-person,664,0.296
3_towns,Glastonbury,2000,renter,3-person,269,0.12
3_towns,Glastonbury,2000,renter,4-person or more,271,0.121
3_towns,Glastonbury,2010,renter,total,1976,NA
3_towns,Glastonbury,2010,renter,1-person,829,0.42
3_towns,Glastonbury,2010,renter,2-person,662,0.335
3_towns,Glastonbury,2010,renter,3-person,261,0.132
3_towns,Glastonbury,2010,renter,4-person or more,224,0.113
3_towns,Glastonbury,2018,renter,total,2693,NA
3_towns,Glastonbury,2018,renter,1-person,1359,0.505
3_towns,Glastonbury,2018,renter,2-person,690,0.256
3_towns,Glastonbury,2018,renter,3-person,240,0.089
3_towns,Glastonbury,2018,renter,4-person or more,404,0.15
3_towns,Goshen,2000,renter,total,132,NA
3_towns,Goshen,2000,renter,1-person,58,0.439
3_towns,Goshen,2000,renter,2-person,33,0.25
3_towns,Goshen,2000,renter,3-person,17,0.129
3_towns,Goshen,2000,renter,4-person or more,24,0.182
3_towns,Goshen,2010,renter,total,128,NA
3_towns,Goshen,2010,renter,1-person,51,0.398
3_towns,Goshen,2010,renter,2-person,15,0.117
3_towns,Goshen,2010,renter,3-person,53,0.414
3_towns,Goshen,2010,renter,4-person or more,9,0.07
3_towns,Goshen,2018,renter,total,42,NA
3_towns,Goshen,2018,renter,1-person,19,0.452
3_towns,Goshen,2018,renter,2-person,10,0.238
3_towns,Goshen,2018,renter,3-person,13,0.31
3_towns,Goshen,2018,renter,4-person or more,0,0
3_towns,Granby,2000,renter,total,425,NA
3_towns,Granby,2000,renter,1-person,179,0.421
3_towns,Granby,2000,renter,2-person,121,0.285
3_towns,Granby,2000,renter,3-person,52,0.122
3_towns,Granby,2000,renter,4-person or more,73,0.172
3_towns,Granby,2010,renter,total,407,NA
3_towns,Granby,2010,renter,1-person,149,0.366
3_towns,Granby,2010,renter,2-person,93,0.229
3_towns,Granby,2010,renter,3-person,99,0.243
3_towns,Granby,2010,renter,4-person or more,66,0.162
3_towns,Granby,2018,renter,total,416,NA
3_towns,Granby,2018,renter,1-person,246,0.591
3_towns,Granby,2018,renter,2-person,107,0.257
3_towns,Granby,2018,renter,3-person,51,0.123
3_towns,Granby,2018,renter,4-person or more,12,0.029
3_towns,Greenwich,2000,renter,total,7240,NA
3_towns,Greenwich,2000,renter,1-person,2649,0.366
3_towns,Greenwich,2000,renter,2-person,2126,0.294
3_towns,Greenwich,2000,renter,3-person,1027,0.142
3_towns,Greenwich,2000,renter,4-person or more,1438,0.199
3_towns,Greenwich,2010,renter,total,6045,NA
3_towns,Greenwich,2010,renter,1-person,2252,0.373
3_towns,Greenwich,2010,renter,2-person,1443,0.239
3_towns,Greenwich,2010,renter,3-person,757,0.125
3_towns,Greenwich,2010,renter,4-person or more,1593,0.264
3_towns,Greenwich,2018,renter,total,7650,NA
3_towns,Greenwich,2018,renter,1-person,2535,0.331
3_towns,Greenwich,2018,renter,2-person,2033,0.266
3_towns,Greenwich,2018,renter,3-person,1338,0.175
3_towns,Greenwich,2018,renter,4-person or more,1744,0.228
3_towns,Griswold,2000,renter,total,1233,NA
3_towns,Griswold,2000,renter,1-person,455,0.369
3_towns,Griswold,2000,renter,2-person,364,0.295
3_towns,Griswold,2000,renter,3-person,205,0.166
3_towns,Griswold,2000,renter,4-person or more,209,0.17
3_towns,Griswold,2010,renter,total,1287,NA
3_towns,Griswold,2010,renter,1-person,765,0.594
3_towns,Griswold,2010,renter,2-person,174,0.135
3_towns,Griswold,2010,renter,3-person,217,0.169
3_towns,Griswold,2010,renter,4-person or more,131,0.102
3_towns,Griswold,2018,renter,total,1195,NA
3_towns,Griswold,2018,renter,1-person,326,0.273
3_towns,Griswold,2018,renter,2-person,346,0.29
3_towns,Griswold,2018,renter,3-person,271,0.227
3_towns,Griswold,2018,renter,4-person or more,252,0.211
3_towns,Groton,2000,renter,total,7658,NA
3_towns,Groton,2000,renter,1-person,2575,0.336
3_towns,Groton,2000,renter,2-person,2024,0.264
3_towns,Groton,2000,renter,3-person,1300,0.17
3_towns,Groton,2000,renter,4-person or more,1759,0.23
3_towns,Groton,2010,renter,total,7684,NA
3_towns,Groton,2010,renter,1-person,2653,0.345
3_towns,Groton,2010,renter,2-person,2131,0.277
3_towns,Groton,2010,renter,3-person,1536,0.2
3_towns,Groton,2010,renter,4-person or more,1364,0.178
3_towns,Groton,2018,renter,total,8089,NA
3_towns,Groton,2018,renter,1-person,3056,0.378
3_towns,Groton,2018,renter,2-person,2029,0.251
3_towns,Groton,2018,renter,3-person,1577,0.195
3_towns,Groton,2018,renter,4-person or more,1427,0.176
3_towns,Guilford,2000,renter,total,1192,NA
3_towns,Guilford,2000,renter,1-person,606,0.508
3_towns,Guilford,2000,renter,2-person,300,0.252
3_towns,Guilford,2000,renter,3-person,135,0.113
3_towns,Guilford,2000,renter,4-person or more,151,0.127
3_towns,Guilford,2010,renter,total,1065,NA
3_towns,Guilford,2010,renter,1-person,588,0.552
3_towns,Guilford,2010,renter,2-person,243,0.228
3_towns,Guilford,2010,renter,3-person,123,0.115
3_towns,Guilford,2010,renter,4-person or more,111,0.104
3_towns,Guilford,2018,renter,total,1147,NA
3_towns,Guilford,2018,renter,1-person,466,0.406
3_towns,Guilford,2018,renter,2-person,408,0.356
3_towns,Guilford,2018,renter,3-person,139,0.121
3_towns,Guilford,2018,renter,4-person or more,134,0.117
3_towns,Haddam,2000,renter,total,386,NA
3_towns,Haddam,2000,renter,1-person,166,0.43
3_towns,Haddam,2000,renter,2-person,124,0.321
3_towns,Haddam,2000,renter,3-person,47,0.122
3_towns,Haddam,2000,renter,4-person or more,49,0.127
3_towns,Haddam,2010,renter,total,286,NA
3_towns,Haddam,2010,renter,1-person,57,0.199
3_towns,Haddam,2010,renter,2-person,192,0.671
3_towns,Haddam,2010,renter,3-person,37,0.129
3_towns,Haddam,2010,renter,4-person or more,0,0
3_towns,Haddam,2018,renter,total,558,NA
3_towns,Haddam,2018,renter,1-person,219,0.392
3_towns,Haddam,2018,renter,2-person,151,0.271
3_towns,Haddam,2018,renter,3-person,41,0.073
3_towns,Haddam,2018,renter,4-person or more,147,0.263
3_towns,Hamden,2000,renter,total,7339,NA
