level,name,year,tenure,hhlds,value,share
3_towns,Hamden,2000,renter,1-person,3397,0.463
3_towns,Hamden,2000,renter,2-person,2112,0.288
3_towns,Hamden,2000,renter,3-person,934,0.127
3_towns,Hamden,2000,renter,4-person or more,896,0.122
3_towns,Hamden,2010,renter,total,7728,NA
3_towns,Hamden,2010,renter,1-person,3280,0.424
3_towns,Hamden,2010,renter,2-person,2489,0.322
3_towns,Hamden,2010,renter,3-person,971,0.126
3_towns,Hamden,2010,renter,4-person or more,988,0.128
3_towns,Hamden,2018,renter,total,8247,NA
3_towns,Hamden,2018,renter,1-person,3660,0.444
3_towns,Hamden,2018,renter,2-person,2461,0.298
3_towns,Hamden,2018,renter,3-person,1219,0.148
3_towns,Hamden,2018,renter,4-person or more,907,0.11
3_towns,Hampton,2000,renter,total,82,NA
3_towns,Hampton,2000,renter,1-person,43,0.524
3_towns,Hampton,2000,renter,2-person,22,0.268
3_towns,Hampton,2000,renter,3-person,11,0.134
3_towns,Hampton,2000,renter,4-person or more,6,0.073
3_towns,Hampton,2010,renter,total,63,NA
3_towns,Hampton,2010,renter,1-person,28,0.444
3_towns,Hampton,2010,renter,2-person,11,0.175
3_towns,Hampton,2010,renter,3-person,8,0.127
3_towns,Hampton,2010,renter,4-person or more,16,0.254
3_towns,Hampton,2018,renter,total,101,NA
3_towns,Hampton,2018,renter,1-person,34,0.337
3_towns,Hampton,2018,renter,2-person,42,0.416
3_towns,Hampton,2018,renter,3-person,11,0.109
3_towns,Hampton,2018,renter,4-person or more,14,0.139
3_towns,Hartford,2000,renter,total,33922,NA
3_towns,Hartford,2000,renter,1-person,12160,0.358
3_towns,Hartford,2000,renter,2-person,7720,0.228
3_towns,Hartford,2000,renter,3-person,5635,0.166
3_towns,Hartford,2000,renter,4-person or more,8407,0.248
3_towns,Hartford,2010,renter,total,34183,NA
3_towns,Hartford,2010,renter,1-person,12686,0.371
3_towns,Hartford,2010,renter,2-person,8375,0.245
3_towns,Hartford,2010,renter,3-person,5605,0.164
3_towns,Hartford,2010,renter,4-person or more,7517,0.22
3_towns,Hartford,2018,renter,total,34946,NA
3_towns,Hartford,2018,renter,1-person,13538,0.387
3_towns,Hartford,2018,renter,2-person,9060,0.259
3_towns,Hartford,2018,renter,3-person,5147,0.147
3_towns,Hartford,2018,renter,4-person or more,7201,0.206
3_towns,Hartland,2000,renter,total,59,NA
3_towns,Hartland,2000,renter,1-person,20,0.339
3_towns,Hartland,2000,renter,2-person,20,0.339
3_towns,Hartland,2000,renter,3-person,11,0.186
3_towns,Hartland,2000,renter,4-person or more,8,0.136
3_towns,Hartland,2010,renter,total,52,NA
3_towns,Hartland,2010,renter,1-person,27,0.519
3_towns,Hartland,2010,renter,2-person,15,0.288
3_towns,Hartland,2010,renter,3-person,10,0.192
3_towns,Hartland,2010,renter,4-person or more,0,0
3_towns,Hartland,2018,renter,total,48,NA
3_towns,Hartland,2018,renter,1-person,31,0.646
3_towns,Hartland,2018,renter,2-person,14,0.292
3_towns,Hartland,2018,renter,3-person,0,0
3_towns,Hartland,2018,renter,4-person or more,3,0.062
3_towns,Harwinton,2000,renter,total,136,NA
3_towns,Harwinton,2000,renter,1-person,55,0.404
3_towns,Harwinton,2000,renter,2-person,40,0.294
3_towns,Harwinton,2000,renter,3-person,17,0.125
3_towns,Harwinton,2000,renter,4-person or more,24,0.176
3_towns,Harwinton,2010,renter,total,69,NA
3_towns,Harwinton,2010,renter,1-person,36,0.522
3_towns,Harwinton,2010,renter,2-person,15,0.217
3_towns,Harwinton,2010,renter,3-person,0,0
3_towns,Harwinton,2010,renter,4-person or more,18,0.261
3_towns,Harwinton,2018,renter,total,47,NA
3_towns,Harwinton,2018,renter,1-person,24,0.511
3_towns,Harwinton,2018,renter,2-person,23,0.489
3_towns,Harwinton,2018,renter,3-person,0,0
3_towns,Harwinton,2018,renter,4-person or more,0,0
3_towns,Hebron,2000,renter,total,324,NA
3_towns,Hebron,2000,renter,1-person,123,0.38
3_towns,Hebron,2000,renter,2-person,89,0.275
3_towns,Hebron,2000,renter,3-person,54,0.167
3_towns,Hebron,2000,renter,4-person or more,58,0.179
3_towns,Hebron,2010,renter,total,206,NA
3_towns,Hebron,2010,renter,1-person,73,0.354
3_towns,Hebron,2010,renter,2-person,22,0.107
3_towns,Hebron,2010,renter,3-person,54,0.262
3_towns,Hebron,2010,renter,4-person or more,57,0.277
3_towns,Hebron,2018,renter,total,158,NA
3_towns,Hebron,2018,renter,1-person,65,0.411
3_towns,Hebron,2018,renter,2-person,65,0.411
3_towns,Hebron,2018,renter,3-person,7,0.044
3_towns,Hebron,2018,renter,4-person or more,21,0.133
3_towns,Kent,2000,renter,total,307,NA
3_towns,Kent,2000,renter,1-person,133,0.433
3_towns,Kent,2000,renter,2-person,73,0.238
3_towns,Kent,2000,renter,3-person,50,0.163
3_towns,Kent,2000,renter,4-person or more,51,0.166
3_towns,Kent,2010,renter,total,354,NA
3_towns,Kent,2010,renter,1-person,126,0.356
3_towns,Kent,2010,renter,2-person,146,0.412
3_towns,Kent,2010,renter,3-person,34,0.096
3_towns,Kent,2010,renter,4-person or more,48,0.136
3_towns,Kent,2018,renter,total,253,NA
3_towns,Kent,2018,renter,1-person,92,0.364
3_towns,Kent,2018,renter,2-person,70,0.277
3_towns,Kent,2018,renter,3-person,30,0.119
3_towns,Kent,2018,renter,4-person or more,61,0.241
3_towns,Killingly,2000,renter,total,2247,NA
3_towns,Killingly,2000,renter,1-person,871,0.388
3_towns,Killingly,2000,renter,2-person,629,0.28
3_towns,Killingly,2000,renter,3-person,350,0.156
3_towns,Killingly,2000,renter,4-person or more,397,0.177
3_towns,Killingly,2010,renter,total,2107,NA
3_towns,Killingly,2010,renter,1-person,990,0.47
3_towns,Killingly,2010,renter,2-person,619,0.294
3_towns,Killingly,2010,renter,3-person,192,0.091
3_towns,Killingly,2010,renter,4-person or more,306,0.145
3_towns,Killingly,2018,renter,total,2160,NA
3_towns,Killingly,2018,renter,1-person,830,0.384
3_towns,Killingly,2018,renter,2-person,595,0.275
3_towns,Killingly,2018,renter,3-person,382,0.177
3_towns,Killingly,2018,renter,4-person or more,353,0.163
3_towns,Killingworth,2000,renter,total,97,NA
3_towns,Killingworth,2000,renter,1-person,25,0.258
3_towns,Killingworth,2000,renter,2-person,37,0.381
3_towns,Killingworth,2000,renter,3-person,15,0.155
3_towns,Killingworth,2000,renter,4-person or more,20,0.206
3_towns,Killingworth,2010,renter,total,53,NA
3_towns,Killingworth,2010,renter,1-person,24,0.453
3_towns,Killingworth,2010,renter,2-person,13,0.245
3_towns,Killingworth,2010,renter,3-person,16,0.302
3_towns,Killingworth,2010,renter,4-person or more,0,0
3_towns,Killingworth,2018,renter,total,164,NA
3_towns,Killingworth,2018,renter,1-person,49,0.299
3_towns,Killingworth,2018,renter,2-person,64,0.39
3_towns,Killingworth,2018,renter,3-person,0,0
3_towns,Killingworth,2018,renter,4-person or more,51,0.311
3_towns,Lebanon,2000,renter,total,282,NA
3_towns,Lebanon,2000,renter,1-person,98,0.348
3_towns,Lebanon,2000,renter,2-person,79,0.28
3_towns,Lebanon,2000,renter,3-person,51,0.181
3_towns,Lebanon,2000,renter,4-person or more,54,0.191
3_towns,Lebanon,2010,renter,total,363,NA
3_towns,Lebanon,2010,renter,1-person,207,0.57
3_towns,Lebanon,2010,renter,2-person,89,0.245
3_towns,Lebanon,2010,renter,3-person,17,0.047
3_towns,Lebanon,2010,renter,4-person or more,50,0.138
3_towns,Lebanon,2018,renter,total,257,NA
3_towns,Lebanon,2018,renter,1-person,106,0.412
3_towns,Lebanon,2018,renter,2-person,104,0.405
3_towns,Lebanon,2018,renter,3-person,32,0.125
3_towns,Lebanon,2018,renter,4-person or more,15,0.058
3_towns,Ledyard,2000,renter,total,932,NA
3_towns,Ledyard,2000,renter,1-person,239,0.256
3_towns,Ledyard,2000,renter,2-person,274,0.294
3_towns,Ledyard,2000,renter,3-person,185,0.198
3_towns,Ledyard,2000,renter,4-person or more,234,0.251
3_towns,Ledyard,2010,renter,total,868,NA
3_towns,Ledyard,2010,renter,1-person,343,0.395
3_towns,Ledyard,2010,renter,2-person,215,0.248
3_towns,Ledyard,2010,renter,3-person,56,0.065
3_towns,Ledyard,2010,renter,4-person or more,254,0.293
3_towns,Ledyard,2018,renter,total,1111,NA
3_towns,Ledyard,2018,renter,1-person,379,0.341
3_towns,Ledyard,2018,renter,2-person,308,0.277
3_towns,Ledyard,2018,renter,3-person,206,0.185
3_towns,Ledyard,2018,renter,4-person or more,218,0.196
3_towns,Lisbon,2000,renter,total,174,NA
3_towns,Lisbon,2000,renter,1-person,59,0.339
3_towns,Lisbon,2000,renter,2-person,45,0.259
3_towns,Lisbon,2000,renter,3-person,27,0.155
3_towns,Lisbon,2000,renter,4-person or more,43,0.247
3_towns,Lisbon,2010,renter,total,132,NA
3_towns,Lisbon,2010,renter,1-person,49,0.371
3_towns,Lisbon,2010,renter,2-person,41,0.311
3_towns,Lisbon,2010,renter,3-person,42,0.318
3_towns,Lisbon,2010,renter,4-person or more,0,0
3_towns,Lisbon,2018,renter,total,232,NA
3_towns,Lisbon,2018,renter,1-person,85,0.366
3_towns,Lisbon,2018,renter,2-person,86,0.371
3_towns,Lisbon,2018,renter,3-person,47,0.203
3_towns,Lisbon,2018,renter,4-person or more,14,0.06
3_towns,Litchfield,2000,renter,total,712,NA
3_towns,Litchfield,2000,renter,1-person,392,0.551
3_towns,Litchfield,2000,renter,2-person,171,0.24
3_towns,Litchfield,2000,renter,3-person,66,0.093
3_towns,Litchfield,2000,renter,4-person or more,83,0.117
3_towns,Litchfield,2010,renter,total,717,NA
3_towns,Litchfield,2010,renter,1-person,486,0.678
3_towns,Litchfield,2010,renter,2-person,127,0.177
3_towns,Litchfield,2010,renter,3-person,46,0.064
3_towns,Litchfield,2010,renter,4-person or more,58,0.081
3_towns,Litchfield,2018,renter,total,737,NA
3_towns,Litchfield,2018,renter,1-person,455,0.617
3_towns,Litchfield,2018,renter,2-person,189,0.256
3_towns,Litchfield,2018,renter,3-person,54,0.073
3_towns,Litchfield,2018,renter,4-person or more,39,0.053
3_towns,Lyme,2000,renter,total,121,NA
3_towns,Lyme,2000,renter,1-person,42,0.347
3_towns,Lyme,2000,renter,2-person,38,0.314
3_towns,Lyme,2000,renter,3-person,22,0.182
3_towns,Lyme,2000,renter,4-person or more,19,0.157
3_towns,Lyme,2010,renter,total,125,NA
3_towns,Lyme,2010,renter,1-person,46,0.368
3_towns,Lyme,2010,renter,2-person,19,0.152
3_towns,Lyme,2010,renter,3-person,37,0.296
3_towns,Lyme,2010,renter,4-person or more,23,0.184
3_towns,Lyme,2018,renter,total,139,NA
3_towns,Lyme,2018,renter,1-person,45,0.324
3_towns,Lyme,2018,renter,2-person,49,0.353
3_towns,Lyme,2018,renter,3-person,20,0.144
3_towns,Lyme,2018,renter,4-person or more,25,0.18
3_towns,Madison,2000,renter,total,769,NA
3_towns,Madison,2000,renter,1-person,389,0.506
3_towns,Madison,2000,renter,2-person,211,0.274
3_towns,Madison,2000,renter,3-person,66,0.086
3_towns,Madison,2000,renter,4-person or more,103,0.134
3_towns,Madison,2010,renter,total,724,NA
3_towns,Madison,2010,renter,1-person,345,0.477
3_towns,Madison,2010,renter,2-person,171,0.236
3_towns,Madison,2010,renter,3-person,128,0.177
3_towns,Madison,2010,renter,4-person or more,80,0.11
3_towns,Madison,2018,renter,total,953,NA
3_towns,Madison,2018,renter,1-person,576,0.604
3_towns,Madison,2018,renter,2-person,72,0.076
3_towns,Madison,2018,renter,3-person,162,0.17
3_towns,Madison,2018,renter,4-person or more,143,0.15
3_towns,Manchester,2000,renter,total,10138,NA
3_towns,Manchester,2000,renter,1-person,4124,0.407
3_towns,Manchester,2000,renter,2-person,3135,0.309
3_towns,Manchester,2000,renter,3-person,1497,0.148
3_towns,Manchester,2000,renter,4-person or more,1382,0.136
3_towns,Manchester,2010,renter,total,9643,NA
3_towns,Manchester,2010,renter,1-person,3664,0.38
3_towns,Manchester,2010,renter,2-person,2950,0.306
3_towns,Manchester,2010,renter,3-person,1452,0.151
3_towns,Manchester,2010,renter,4-person or more,1577,0.164
3_towns,Manchester,2018,renter,total,10404,NA
3_towns,Manchester,2018,renter,1-person,3793,0.365
3_towns,Manchester,2018,renter,2-person,2988,0.287
3_towns,Manchester,2018,renter,3-person,2128,0.205
3_towns,Manchester,2018,renter,4-person or more,1495,0.144
3_towns,Mansfield,2000,renter,total,2020,NA
3_towns,Mansfield,2000,renter,1-person,696,0.345
3_towns,Mansfield,2000,renter,2-person,601,0.298
3_towns,Mansfield,2000,renter,3-person,393,0.195
3_towns,Mansfield,2000,renter,4-person or more,330,0.163
3_towns,Mansfield,2010,renter,total,1969,NA
3_towns,Mansfield,2010,renter,1-person,579,0.294
3_towns,Mansfield,2010,renter,2-person,634,0.322
3_towns,Mansfield,2010,renter,3-person,353,0.179
3_towns,Mansfield,2010,renter,4-person or more,403,0.205
3_towns,Mansfield,2018,renter,total,2479,NA
3_towns,Mansfield,2018,renter,1-person,739,0.298
3_towns,Mansfield,2018,renter,2-person,894,0.361
3_towns,Mansfield,2018,renter,3-person,628,0.253
3_towns,Mansfield,2018,renter,4-person or more,218,0.088
3_towns,Marlborough,2000,renter,total,194,NA
3_towns,Marlborough,2000,renter,1-person,91,0.469
3_towns,Marlborough,2000,renter,2-person,50,0.258
3_towns,Marlborough,2000,renter,3-person,22,0.113
3_towns,Marlborough,2000,renter,4-person or more,31,0.16
3_towns,Marlborough,2010,renter,total,144,NA
3_towns,Marlborough,2010,renter,1-person,13,0.09
3_towns,Marlborough,2010,renter,2-person,14,0.097
3_towns,Marlborough,2010,renter,3-person,57,0.396
3_towns,Marlborough,2010,renter,4-person or more,60,0.417
3_towns,Marlborough,2018,renter,total,237,NA
3_towns,Marlborough,2018,renter,1-person,110,0.464
3_towns,Marlborough,2018,renter,2-person,29,0.122
3_towns,Marlborough,2018,renter,3-person,11,0.046
3_towns,Marlborough,2018,renter,4-person or more,87,0.367
3_towns,Meriden,2000,renter,total,9208,NA
3_towns,Meriden,2000,renter,1-person,3549,0.385
3_towns,Meriden,2000,renter,2-person,2358,0.256
3_towns,Meriden,2000,renter,3-person,1408,0.153
3_towns,Meriden,2000,renter,4-person or more,1893,0.206
3_towns,Meriden,2010,renter,total,8636,NA
3_towns,Meriden,2010,renter,1-person,3256,0.377
3_towns,Meriden,2010,renter,2-person,2250,0.261
3_towns,Meriden,2010,renter,3-person,1607,0.186
3_towns,Meriden,2010,renter,4-person or more,1523,0.176
3_towns,Meriden,2018,renter,total,10807,NA
3_towns,Meriden,2018,renter,1-person,6015,0.557
3_towns,Meriden,2018,renter,2-person,2872,0.266
3_towns,Meriden,2018,renter,3-person,928,0.086
3_towns,Meriden,2018,renter,4-person or more,992,0.092
3_towns,Middlebury,2000,renter,total,263,NA
3_towns,Middlebury,2000,renter,1-person,123,0.468
3_towns,Middlebury,2000,renter,2-person,63,0.24
3_towns,Middlebury,2000,renter,3-person,30,0.114
3_towns,Middlebury,2000,renter,4-person or more,47,0.179
3_towns,Middlebury,2010,renter,total,257,NA
3_towns,Middlebury,2010,renter,1-person,180,0.7
3_towns,Middlebury,2010,renter,2-person,46,0.179
3_towns,Middlebury,2010,renter,3-person,18,0.07
3_towns,Middlebury,2010,renter,4-person or more,13,0.051
3_towns,Middlebury,2018,renter,total,212,NA
3_towns,Middlebury,2018,renter,1-person,99,0.467
3_towns,Middlebury,2018,renter,2-person,44,0.208
3_towns,Middlebury,2018,renter,3-person,55,0.259
3_towns,Middlebury,2018,renter,4-person or more,14,0.066
3_towns,Middlefield,2000,renter,total,256,NA
3_towns,Middlefield,2000,renter,1-person,116,0.453
3_towns,Middlefield,2000,renter,2-person,72,0.281
3_towns,Middlefield,2000,renter,3-person,35,0.137
3_towns,Middlefield,2000,renter,4-person or more,33,0.129
3_towns,Middlefield,2010,renter,total,224,NA
3_towns,Middlefield,2010,renter,1-person,138,0.616
3_towns,Middlefield,2010,renter,2-person,21,0.094
3_towns,Middlefield,2010,renter,3-person,55,0.246
3_towns,Middlefield,2010,renter,4-person or more,10,0.045
3_towns,Middlefield,2018,renter,total,238,NA
3_towns,Middlefield,2018,renter,1-person,120,0.504
3_towns,Middlefield,2018,renter,2-person,70,0.294
3_towns,Middlefield,2018,renter,3-person,8,0.034
3_towns,Middlefield,2018,renter,4-person or more,40,0.168
3_towns,Middletown,2000,renter,total,9034,NA
3_towns,Middletown,2000,renter,1-person,4248,0.47
3_towns,Middletown,2000,renter,2-person,2615,0.289
3_towns,Middletown,2000,renter,3-person,1121,0.124
3_towns,Middletown,2000,renter,4-person or more,1050,0.116
3_towns,Middletown,2010,renter,total,8852,NA
3_towns,Middletown,2010,renter,1-person,3947,0.446
3_towns,Middletown,2010,renter,2-person,2856,0.323
3_towns,Middletown,2010,renter,3-person,1096,0.124
3_towns,Middletown,2010,renter,4-person or more,953,0.108
3_towns,Middletown,2018,renter,total,8972,NA
3_towns,Middletown,2018,renter,1-person,4269,0.476
3_towns,Middletown,2018,renter,2-person,2515,0.28
3_towns,Middletown,2018,renter,3-person,1249,0.139
3_towns,Middletown,2018,renter,4-person or more,939,0.105
3_towns,Milford,2000,renter,total,4752,NA
3_towns,Milford,2000,renter,1-person,2057,0.433
3_towns,Milford,2000,renter,2-person,1497,0.315
3_towns,Milford,2000,renter,3-person,623,0.131
3_towns,Milford,2000,renter,4-person or more,575,0.121
3_towns,Milford,2010,renter,total,4892,NA
3_towns,Milford,2010,renter,1-person,2351,0.481
3_towns,Milford,2010,renter,2-person,1436,0.294
3_towns,Milford,2010,renter,3-person,500,0.102
3_towns,Milford,2010,renter,4-person or more,605,0.124
3_towns,Milford,2018,renter,total,5487,NA
3_towns,Milford,2018,renter,1-person,2386,0.435
3_towns,Milford,2018,renter,2-person,1829,0.333
3_towns,Milford,2018,renter,3-person,701,0.128
3_towns,Milford,2018,renter,4-person or more,571,0.104
3_towns,Monroe,2000,renter,total,427,NA
3_towns,Monroe,2000,renter,1-person,164,0.384
3_towns,Monroe,2000,renter,2-person,130,0.304
3_towns,Monroe,2000,renter,3-person,50,0.117
3_towns,Monroe,2000,renter,4-person or more,83,0.194
3_towns,Monroe,2010,renter,total,525,NA
3_towns,Monroe,2010,renter,1-person,192,0.366
3_towns,Monroe,2010,renter,2-person,184,0.35
3_towns,Monroe,2010,renter,3-person,71,0.135
3_towns,Monroe,2010,renter,4-person or more,78,0.149
3_towns,Monroe,2018,renter,total,561,NA
3_towns,Monroe,2018,renter,1-person,300,0.535
3_towns,Monroe,2018,renter,2-person,92,0.164
3_towns,Monroe,2018,renter,3-person,48,0.086
3_towns,Monroe,2018,renter,4-person or more,121,0.216
3_towns,Montville,2000,renter,total,1453,NA
3_towns,Montville,2000,renter,1-person,516,0.355
3_towns,Montville,2000,renter,2-person,415,0.286
3_towns,Montville,2000,renter,3-person,254,0.175
3_towns,Montville,2000,renter,4-person or more,268,0.184
3_towns,Montville,2010,renter,total,1494,NA
3_towns,Montville,2010,renter,1-person,599,0.401
3_towns,Montville,2010,renter,2-person,414,0.277
3_towns,Montville,2010,renter,3-person,123,0.082
3_towns,Montville,2010,renter,4-person or more,358,0.24
3_towns,Montville,2018,renter,total,1137,NA
3_towns,Montville,2018,renter,1-person,321,0.282
3_towns,Montville,2018,renter,2-person,429,0.377
3_towns,Montville,2018,renter,3-person,153,0.135
3_towns,Montville,2018,renter,4-person or more,234,0.206
3_towns,Morris,2000,renter,total,198,NA
3_towns,Morris,2000,renter,1-person,96,0.485
3_towns,Morris,2000,renter,2-person,63,0.318
3_towns,Morris,2000,renter,3-person,19,0.096
3_towns,Morris,2000,renter,4-person or more,20,0.101
3_towns,Morris,2010,renter,total,145,NA
3_towns,Morris,2010,renter,1-person,70,0.483
3_towns,Morris,2010,renter,2-person,41,0.283
3_towns,Morris,2010,renter,3-person,0,0
3_towns,Morris,2010,renter,4-person or more,34,0.234
3_towns,Morris,2018,renter,total,137,NA
3_towns,Morris,2018,renter,1-person,84,0.613
3_towns,Morris,2018,renter,2-person,21,0.153
3_towns,Morris,2018,renter,3-person,5,0.036
3_towns,Morris,2018,renter,4-person or more,27,0.197
3_towns,Naugatuck,2000,renter,total,3966,NA
3_towns,Naugatuck,2000,renter,1-person,1556,0.392
3_towns,Naugatuck,2000,renter,2-person,1073,0.271
3_towns,Naugatuck,2000,renter,3-person,607,0.153
3_towns,Naugatuck,2000,renter,4-person or more,730,0.184
3_towns,Naugatuck,2010,renter,total,3659,NA
3_towns,Naugatuck,2010,renter,1-person,1454,0.397
3_towns,Naugatuck,2010,renter,2-person,976,0.267
3_towns,Naugatuck,2010,renter,3-person,671,0.183
3_towns,Naugatuck,2010,renter,4-person or more,558,0.153
3_towns,Naugatuck,2018,renter,total,3887,NA
3_towns,Naugatuck,2018,renter,1-person,1391,0.358
3_towns,Naugatuck,2018,renter,2-person,1380,0.355
3_towns,Naugatuck,2018,renter,3-person,551,0.142
3_towns,Naugatuck,2018,renter,4-person or more,565,0.145
3_towns,New Britain,2000,renter,total,16367,NA
3_towns,New Britain,2000,renter,1-person,6261,0.383
3_towns,New Britain,2000,renter,2-person,4350,0.266
3_towns,New Britain,2000,renter,3-person,2493,0.152
3_towns,New Britain,2000,renter,4-person or more,3263,0.199
3_towns,New Britain,2010,renter,total,16276,NA
3_towns,New Britain,2010,renter,1-person,6342,0.39
3_towns,New Britain,2010,renter,2-person,4368,0.268
3_towns,New Britain,2010,renter,3-person,2620,0.161
3_towns,New Britain,2010,renter,4-person or more,2946,0.181
3_towns,New Britain,2018,renter,total,16718,NA
3_towns,New Britain,2018,renter,1-person,6446,0.386
3_towns,New Britain,2018,renter,2-person,4183,0.25
3_towns,New Britain,2018,renter,3-person,2948,0.176
3_towns,New Britain,2018,renter,4-person or more,3141,0.188
3_towns,New Canaan,2000,renter,total,1172,NA
3_towns,New Canaan,2000,renter,1-person,459,0.392
3_towns,New Canaan,2000,renter,2-person,351,0.299
3_towns,New Canaan,2000,renter,3-person,149,0.127
3_towns,New Canaan,2000,renter,4-person or more,213,0.182
3_towns,New Canaan,2010,renter,total,1151,NA
3_towns,New Canaan,2010,renter,1-person,415,0.361
3_towns,New Canaan,2010,renter,2-person,264,0.229
3_towns,New Canaan,2010,renter,3-person,287,0.249
3_towns,New Canaan,2010,renter,4-person or more,185,0.161
3_towns,New Canaan,2018,renter,total,1532,NA
3_towns,New Canaan,2018,renter,1-person,615,0.401
3_towns,New Canaan,2018,renter,2-person,396,0.258
3_towns,New Canaan,2018,renter,3-person,275,0.18
3_towns,New Canaan,2018,renter,4-person or more,246,0.161
3_towns,New Fairfield,2000,renter,total,304,NA
3_towns,New Fairfield,2000,renter,1-person,87,0.286
3_towns,New Fairfield,2000,renter,2-person,90,0.296
3_towns,New Fairfield,2000,renter,3-person,46,0.151
3_towns,New Fairfield,2000,renter,4-person or more,81,0.266
3_towns,New Fairfield,2010,renter,total,258,NA
3_towns,New Fairfield,2010,renter,1-person,76,0.295
3_towns,New Fairfield,2010,renter,2-person,117,0.453
3_towns,New Fairfield,2010,renter,3-person,55,0.213
3_towns,New Fairfield,2010,renter,4-person or more,10,0.039
3_towns,New Fairfield,2018,renter,total,292,NA
3_towns,New Fairfield,2018,renter,1-person,53,0.182
3_towns,New Fairfield,2018,renter,2-person,85,0.291
3_towns,New Fairfield,2018,renter,3-person,57,0.195
3_towns,New Fairfield,2018,renter,4-person or more,97,0.332
3_towns,New Hartford,2000,renter,total,303,NA
3_towns,New Hartford,2000,renter,1-person,110,0.363
3_towns,New Hartford,2000,renter,2-person,100,0.33
3_towns,New Hartford,2000,renter,3-person,54,0.178
3_towns,New Hartford,2000,renter,4-person or more,39,0.129
3_towns,New Hartford,2010,renter,total,236,NA
3_towns,New Hartford,2010,renter,1-person,61,0.258
3_towns,New Hartford,2010,renter,2-person,37,0.157
3_towns,New Hartford,2010,renter,3-person,90,0.381
3_towns,New Hartford,2010,renter,4-person or more,48,0.203
3_towns,New Hartford,2018,renter,total,304,NA
3_towns,New Hartford,2018,renter,1-person,150,0.493
3_towns,New Hartford,2018,renter,2-person,100,0.329
3_towns,New Hartford,2018,renter,3-person,44,0.145
3_towns,New Hartford,2018,renter,4-person or more,10,0.033
3_towns,New Haven,2000,renter,total,33167,NA
3_towns,New Haven,2000,renter,1-person,13419,0.405
3_towns,New Haven,2000,renter,2-person,8278,0.25
3_towns,New Haven,2000,renter,3-person,4898,0.148
3_towns,New Haven,2000,renter,4-person or more,6572,0.198
3_towns,New Haven,2010,renter,total,33119,NA
3_towns,New Haven,2010,renter,1-person,13454,0.406
3_towns,New Haven,2010,renter,2-person,9156,0.276
3_towns,New Haven,2010,renter,3-person,4241,0.128
3_towns,New Haven,2010,renter,4-person or more,6268,0.189
3_towns,New Haven,2018,renter,total,36043,NA
3_towns,New Haven,2018,renter,1-person,16125,0.447
3_towns,New Haven,2018,renter,2-person,8955,0.248
3_towns,New Haven,2018,renter,3-person,4636,0.129
3_towns,New Haven,2018,renter,4-person or more,6327,0.176
3_towns,New London,2000,renter,total,6320,NA
3_towns,New London,2000,renter,1-person,2715,0.43
3_towns,New London,2000,renter,2-person,1645,0.26
3_towns,New London,2000,renter,3-person,918,0.145
3_towns,New London,2000,renter,4-person or more,1042,0.165
3_towns,New London,2010,renter,total,6339,NA
3_towns,New London,2010,renter,1-person,2718,0.429
3_towns,New London,2010,renter,2-person,1608,0.254
3_towns,New London,2010,renter,3-person,907,0.143
3_towns,New London,2010,renter,4-person or more,1106,0.174
3_towns,New London,2018,renter,total,7143,NA
3_towns,New London,2018,renter,1-person,3357,0.47
3_towns,New London,2018,renter,2-person,1698,0.238
3_towns,New London,2018,renter,3-person,902,0.126
3_towns,New London,2018,renter,4-person or more,1186,0.166
3_towns,New Milford,2000,renter,total,2247,NA
3_towns,New Milford,2000,renter,1-person,873,0.389
3_towns,New Milford,2000,renter,2-person,654,0.291
3_towns,New Milford,2000,renter,3-person,336,0.15
3_towns,New Milford,2000,renter,4-person or more,384,0.171
3_towns,New Milford,2010,renter,total,1839,NA
3_towns,New Milford,2010,renter,1-person,848,0.461
3_towns,New Milford,2010,renter,2-person,537,0.292
3_towns,New Milford,2010,renter,3-person,266,0.145
3_towns,New Milford,2010,renter,4-person or more,188,0.102
3_towns,New Milford,2018,renter,total,2199,NA
3_towns,New Milford,2018,renter,1-person,914,0.416
3_towns,New Milford,2018,renter,2-person,740,0.337
3_towns,New Milford,2018,renter,3-person,288,0.131
3_towns,New Milford,2018,renter,4-person or more,257,0.117
3_towns,Newington,2000,renter,total,2326,NA
3_towns,Newington,2000,renter,1-person,952,0.409
3_towns,Newington,2000,renter,2-person,747,0.321
3_towns,Newington,2000,renter,3-person,339,0.146
3_towns,Newington,2000,renter,4-person or more,288,0.124
3_towns,Newington,2010,renter,total,2044,NA
3_towns,Newington,2010,renter,1-person,824,0.403
3_towns,Newington,2010,renter,2-person,579,0.283
3_towns,Newington,2010,renter,3-person,293,0.143
3_towns,Newington,2010,renter,4-person or more,348,0.17
3_towns,Newington,2018,renter,total,2808,NA
3_towns,Newington,2018,renter,1-person,1398,0.498
3_towns,Newington,2018,renter,2-person,583,0.208
3_towns,Newington,2018,renter,3-person,476,0.17
3_towns,Newington,2018,renter,4-person or more,351,0.125
3_towns,Newtown,2000,renter,total,671,NA
3_towns,Newtown,2000,renter,1-person,299,0.446
3_towns,Newtown,2000,renter,2-person,165,0.246
3_towns,Newtown,2000,renter,3-person,96,0.143
3_towns,Newtown,2000,renter,4-person or more,111,0.165
3_towns,Newtown,2010,renter,total,800,NA
3_towns,Newtown,2010,renter,1-person,397,0.496
3_towns,Newtown,2010,renter,2-person,141,0.176
