year,level,geoid,name,county,age,measure,estimate
2015,2_counties,09007,Middlesex County,NA,75_to_79_years,pop_change_from_prev_data_year,-46
2015,2_counties,09007,Middlesex County,NA,80_to_84_years,pop_change_from_prev_data_year,-121
2015,2_counties,09007,Middlesex County,NA,85_years_and_over,pop_change_from_prev_data_year,230
2016,2_counties,09007,Middlesex County,NA,total_pop,pop_change_from_prev_data_year,-727
2016,2_counties,09007,Middlesex County,NA,under_5_years,pop_change_from_prev_data_year,-325
2016,2_counties,09007,Middlesex County,NA,5_to_9_years,pop_change_from_prev_data_year,-746
2016,2_counties,09007,Middlesex County,NA,10_to_14_years,pop_change_from_prev_data_year,224
2016,2_counties,09007,Middlesex County,NA,15_to_19_years,pop_change_from_prev_data_year,-235
2016,2_counties,09007,Middlesex County,NA,20_to_24_years,pop_change_from_prev_data_year,245
2016,2_counties,09007,Middlesex County,NA,25_to_29_years,pop_change_from_prev_data_year,128
2016,2_counties,09007,Middlesex County,NA,30_to_34_years,pop_change_from_prev_data_year,-76
2016,2_counties,09007,Middlesex County,NA,35_to_39_years,pop_change_from_prev_data_year,-376
2016,2_counties,09007,Middlesex County,NA,40_to_44_years,pop_change_from_prev_data_year,-315
2016,2_counties,09007,Middlesex County,NA,45_to_49_years,pop_change_from_prev_data_year,-507
2016,2_counties,09007,Middlesex County,NA,50_to_54_years,pop_change_from_prev_data_year,-39
2016,2_counties,09007,Middlesex County,NA,55_to_59_years,pop_change_from_prev_data_year,116
2016,2_counties,09007,Middlesex County,NA,60_to_64_years,pop_change_from_prev_data_year,213
2016,2_counties,09007,Middlesex County,NA,65_to_69_years,pop_change_from_prev_data_year,487
2016,2_counties,09007,Middlesex County,NA,70_to_74_years,pop_change_from_prev_data_year,264
2016,2_counties,09007,Middlesex County,NA,75_to_79_years,pop_change_from_prev_data_year,17
2016,2_counties,09007,Middlesex County,NA,80_to_84_years,pop_change_from_prev_data_year,9
2016,2_counties,09007,Middlesex County,NA,85_years_and_over,pop_change_from_prev_data_year,189
2017,2_counties,09007,Middlesex County,NA,total_pop,pop_change_from_prev_data_year,-328
2017,2_counties,09007,Middlesex County,NA,under_5_years,pop_change_from_prev_data_year,-174
2017,2_counties,09007,Middlesex County,NA,5_to_9_years,pop_change_from_prev_data_year,-527
2017,2_counties,09007,Middlesex County,NA,10_to_14_years,pop_change_from_prev_data_year,3
2017,2_counties,09007,Middlesex County,NA,15_to_19_years,pop_change_from_prev_data_year,-181
2017,2_counties,09007,Middlesex County,NA,20_to_24_years,pop_change_from_prev_data_year,289
2017,2_counties,09007,Middlesex County,NA,25_to_29_years,pop_change_from_prev_data_year,32
2017,2_counties,09007,Middlesex County,NA,30_to_34_years,pop_change_from_prev_data_year,-70
2017,2_counties,09007,Middlesex County,NA,35_to_39_years,pop_change_from_prev_data_year,307
2017,2_counties,09007,Middlesex County,NA,40_to_44_years,pop_change_from_prev_data_year,-816
2017,2_counties,09007,Middlesex County,NA,45_to_49_years,pop_change_from_prev_data_year,-417
2017,2_counties,09007,Middlesex County,NA,50_to_54_years,pop_change_from_prev_data_year,-249
2017,2_counties,09007,Middlesex County,NA,55_to_59_years,pop_change_from_prev_data_year,548
2017,2_counties,09007,Middlesex County,NA,60_to_64_years,pop_change_from_prev_data_year,-157
2017,2_counties,09007,Middlesex County,NA,65_to_69_years,pop_change_from_prev_data_year,303
2017,2_counties,09007,Middlesex County,NA,70_to_74_years,pop_change_from_prev_data_year,521
2017,2_counties,09007,Middlesex County,NA,75_to_79_years,pop_change_from_prev_data_year,222
2017,2_counties,09007,Middlesex County,NA,80_to_84_years,pop_change_from_prev_data_year,121
2017,2_counties,09007,Middlesex County,NA,85_years_and_over,pop_change_from_prev_data_year,-83
2018,2_counties,09007,Middlesex County,NA,total_pop,pop_change_from_prev_data_year,-742
2018,2_counties,09007,Middlesex County,NA,under_5_years,pop_change_from_prev_data_year,-171
2018,2_counties,09007,Middlesex County,NA,5_to_9_years,pop_change_from_prev_data_year,116
2018,2_counties,09007,Middlesex County,NA,10_to_14_years,pop_change_from_prev_data_year,-677
2018,2_counties,09007,Middlesex County,NA,15_to_19_years,pop_change_from_prev_data_year,-94
2018,2_counties,09007,Middlesex County,NA,20_to_24_years,pop_change_from_prev_data_year,73
2018,2_counties,09007,Middlesex County,NA,25_to_29_years,pop_change_from_prev_data_year,10
2018,2_counties,09007,Middlesex County,NA,30_to_34_years,pop_change_from_prev_data_year,291
2018,2_counties,09007,Middlesex County,NA,35_to_39_years,pop_change_from_prev_data_year,-66
2018,2_counties,09007,Middlesex County,NA,40_to_44_years,pop_change_from_prev_data_year,-670
2018,2_counties,09007,Middlesex County,NA,45_to_49_years,pop_change_from_prev_data_year,-334
2018,2_counties,09007,Middlesex County,NA,50_to_54_years,pop_change_from_prev_data_year,-441
2018,2_counties,09007,Middlesex County,NA,55_to_59_years,pop_change_from_prev_data_year,-302
2018,2_counties,09007,Middlesex County,NA,60_to_64_years,pop_change_from_prev_data_year,667
2018,2_counties,09007,Middlesex County,NA,65_to_69_years,pop_change_from_prev_data_year,358
2018,2_counties,09007,Middlesex County,NA,70_to_74_years,pop_change_from_prev_data_year,183
2018,2_counties,09007,Middlesex County,NA,75_to_79_years,pop_change_from_prev_data_year,294
2018,2_counties,09007,Middlesex County,NA,80_to_84_years,pop_change_from_prev_data_year,187
2018,2_counties,09007,Middlesex County,NA,85_years_and_over,pop_change_from_prev_data_year,-166
1990,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,0
1990,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,0
2000,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,19789
2000,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-3532
2000,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,7032
2000,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,11198
2000,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,15354
2000,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,-25706
2000,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,-20445
2000,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-12038
2000,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,3543
2000,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,9334
2000,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,13143
2000,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,18685
2000,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,7088
2000,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,-5182
2000,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,-8081
2000,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-2776
2000,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,2764
2000,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,4911
2000,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,4497
2001,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,5867
2001,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-581
2001,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-1477
2001,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,1432
2001,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,1770
2001,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,813
2001,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,-1799
2001,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-764
2001,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-1168
2001,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,945
2001,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,1989
2001,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,2422
2001,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,1929
2001,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,780
2001,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,-641
2001,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-517
2001,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-314
2001,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,484
2001,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,564
2002,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,5224
2002,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-821
2002,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-749
2002,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,751
2002,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,1580
2002,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,508
2002,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,191
2002,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-663
2002,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-1428
2002,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,244
2002,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,1504
2002,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,-706
2002,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,3787
2002,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,1483
2002,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,-99
2002,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-912
2002,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-388
2002,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,378
2002,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,564
2003,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,6840
2003,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-231
2003,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-919
2003,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,386
2003,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,1365
2003,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,1064
2003,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,1095
2003,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-1581
2003,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-1006
2003,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-344
2003,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,1836
2003,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,485
2003,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,1618
2003,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,2704
2003,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,316
2003,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-609
2003,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-210
2003,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,199
2003,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,672
2004,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,2566
2004,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-913
2004,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-434
2004,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-305
2004,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,1225
2004,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,464
2004,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,835
2004,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-2027
2004,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-1635
2004,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-41
2004,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,1286
2004,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,974
2004,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,1656
2004,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,1869
2004,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,317
2004,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-567
2004,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-710
2004,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,176
2004,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,396
2005,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,2657
2005,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-711
2005,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-896
2005,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-1217
2005,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,1686
2005,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,1492
2005,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,424
2005,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-2404
2005,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-577
2005,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-883
2005,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,1231
2005,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,1314
2005,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,2219
2005,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,1247
2005,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,281
2005,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-526
2005,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-526
2005,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,-55
2005,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,558
2006,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,3045
2006,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-379
2006,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-437
2006,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-955
2006,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,799
2006,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,1167
2006,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,493
2006,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-1676
2006,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-987
2006,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-934
2006,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,931
2006,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,1576
2006,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,1979
2006,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,1406
2006,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,587
2006,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-512
2006,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-360
2006,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,-255
2006,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,602
2007,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,3391
2007,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,38
2007,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-667
2007,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-553
2007,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,564
2007,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,1175
2007,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,504
2007,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-609
2007,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-1134
2007,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-1532
2007,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,212
2007,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,1818
2007,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,-967
2007,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,3604
2007,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,1567
2007,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,-168
2007,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-654
2007,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,-324
2007,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,517
2008,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,3024
2008,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-366
2008,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-182
2008,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-701
2008,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,35
2008,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,793
2008,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,1605
2008,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-41
2008,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-2130
2008,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-1330
2008,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,-700
2008,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,1973
2008,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,631
2008,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,1306
2008,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,2614
2008,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,73
2008,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-717
2008,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,-258
2008,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,419
2009,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,3403
2009,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-333
2009,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-385
2009,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-340
2009,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,-383
2009,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,1549
2009,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,287
2009,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,893
2009,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-2349
2009,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-1635
2009,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,-291
2009,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,1524
2009,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,1336
2009,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,1977
2009,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,1710
2009,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,243
2009,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-587
2009,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,-331
2009,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,518
2010,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,2452
2010,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-134
2010,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-48
2010,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-411
2010,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,-677
2010,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,1027
2010,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,791
2010,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,25
2010,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,-1898
2010,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-707
2010,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,-547
2010,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,929
2010,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,1138
2010,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,1799
2010,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,975
2010,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,287
2010,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,-195
2010,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,-277
2010,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,375
2011,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,-3718
2011,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,143
2011,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-938
2011,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,1260
2011,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,409
2011,2_counties,09009,New Haven County,NA,20_to_24_years,pop_change_from_prev_data_year,-1478
2011,2_counties,09009,New Haven County,NA,25_to_29_years,pop_change_from_prev_data_year,-670
2011,2_counties,09009,New Haven County,NA,30_to_34_years,pop_change_from_prev_data_year,-245
2011,2_counties,09009,New Haven County,NA,35_to_39_years,pop_change_from_prev_data_year,3192
2011,2_counties,09009,New Haven County,NA,40_to_44_years,pop_change_from_prev_data_year,-115
2011,2_counties,09009,New Haven County,NA,45_to_49_years,pop_change_from_prev_data_year,131
2011,2_counties,09009,New Haven County,NA,50_to_54_years,pop_change_from_prev_data_year,-1463
2011,2_counties,09009,New Haven County,NA,55_to_59_years,pop_change_from_prev_data_year,-1068
2011,2_counties,09009,New Haven County,NA,60_to_64_years,pop_change_from_prev_data_year,-1447
2011,2_counties,09009,New Haven County,NA,65_to_69_years,pop_change_from_prev_data_year,-2008
2011,2_counties,09009,New Haven County,NA,70_to_74_years,pop_change_from_prev_data_year,381
2011,2_counties,09009,New Haven County,NA,75_to_79_years,pop_change_from_prev_data_year,52
2011,2_counties,09009,New Haven County,NA,80_to_84_years,pop_change_from_prev_data_year,-615
2011,2_counties,09009,New Haven County,NA,85_years_and_over,pop_change_from_prev_data_year,761
2012,2_counties,09009,New Haven County,NA,total_pop,pop_change_from_prev_data_year,2236
2012,2_counties,09009,New Haven County,NA,under_5_years,pop_change_from_prev_data_year,-632
2012,2_counties,09009,New Haven County,NA,5_to_9_years,pop_change_from_prev_data_year,-628
2012,2_counties,09009,New Haven County,NA,10_to_14_years,pop_change_from_prev_data_year,-386
2012,2_counties,09009,New Haven County,NA,15_to_19_years,pop_change_from_prev_data_year,-59
