year,level,geoid,name,county,var,estimate,moe
2011,3_towns,0901561030,Pomfret,Windham County,total_pop,4229,38
2012,3_towns,0901561030,Pomfret,Windham County,total_pop,4231,22
2013,3_towns,0901561030,Pomfret,Windham County,total_pop,4219,21
2014,3_towns,0901561030,Pomfret,Windham County,total_pop,4216,17
2015,3_towns,0901561030,Pomfret,Windham County,total_pop,4202,26
2016,3_towns,0901561030,Pomfret,Windham County,total_pop,4182,21
2017,3_towns,0901561030,Pomfret,Windham County,total_pop,4184,36
2018,3_towns,0901561030,Pomfret,Windham County,total_pop,4173,15
1990,3_towns,0901562710,Putnam,Windham County,total_pop,9031,0
2000,3_towns,0901562710,Putnam,Windham County,total_pop,9002,0
2010,3_towns,0901562710,Putnam,Windham County,total_pop,9584,0
2011,3_towns,0901562710,Putnam,Windham County,total_pop,9561,20
2012,3_towns,0901562710,Putnam,Windham County,total_pop,9562,39
2013,3_towns,0901562710,Putnam,Windham County,total_pop,9548,42
2014,3_towns,0901562710,Putnam,Windham County,total_pop,9515,30
2015,3_towns,0901562710,Putnam,Windham County,total_pop,9468,27
2016,3_towns,0901562710,Putnam,Windham County,total_pop,9419,23
2017,3_towns,0901562710,Putnam,Windham County,total_pop,9395,21
2018,3_towns,0901562710,Putnam,Windham County,total_pop,9360,21
1990,3_towns,0901567400,Scotland,Windham County,total_pop,1215,0
2000,3_towns,0901567400,Scotland,Windham County,total_pop,1556,0
2010,3_towns,0901567400,Scotland,Windham County,total_pop,1726,0
2011,3_towns,0901567400,Scotland,Windham County,total_pop,1694,122
2012,3_towns,0901567400,Scotland,Windham County,total_pop,1725,126
2013,3_towns,0901567400,Scotland,Windham County,total_pop,1739,110
2014,3_towns,0901567400,Scotland,Windham County,total_pop,1709,110
2015,3_towns,0901567400,Scotland,Windham County,total_pop,1692,137
2016,3_towns,0901567400,Scotland,Windham County,total_pop,1684,128
2017,3_towns,0901567400,Scotland,Windham County,total_pop,1691,142
2018,3_towns,0901567400,Scotland,Windham County,total_pop,1653,164
1990,3_towns,0901573420,Sterling,Windham County,total_pop,2357,0
2000,3_towns,0901573420,Sterling,Windham County,total_pop,3099,0
2010,3_towns,0901573420,Sterling,Windham County,total_pop,3830,0
2011,3_towns,0901573420,Sterling,Windham County,total_pop,3769,17
2012,3_towns,0901573420,Sterling,Windham County,total_pop,3786,24
2013,3_towns,0901573420,Sterling,Windham County,total_pop,3801,14
2014,3_towns,0901573420,Sterling,Windham County,total_pop,3809,20
2015,3_towns,0901573420,Sterling,Windham County,total_pop,3794,20
2016,3_towns,0901573420,Sterling,Windham County,total_pop,3761,20
2017,3_towns,0901573420,Sterling,Windham County,total_pop,3748,16
2018,3_towns,0901573420,Sterling,Windham County,total_pop,3762,34
1990,3_towns,0901575870,Thompson,Windham County,total_pop,8668,0
2000,3_towns,0901575870,Thompson,Windham County,total_pop,8878,0
2010,3_towns,0901575870,Thompson,Windham County,total_pop,9458,0
2011,3_towns,0901575870,Thompson,Windham County,total_pop,9446,28
2012,3_towns,0901575870,Thompson,Windham County,total_pop,9429,22
2013,3_towns,0901575870,Thompson,Windham County,total_pop,9411,16
2014,3_towns,0901575870,Thompson,Windham County,total_pop,9390,21
2015,3_towns,0901575870,Thompson,Windham County,total_pop,9357,22
2016,3_towns,0901575870,Thompson,Windham County,total_pop,9327,18
2017,3_towns,0901575870,Thompson,Windham County,total_pop,9299,26
2018,3_towns,0901575870,Thompson,Windham County,total_pop,9343,31
1990,3_towns,0901586790,Windham,Windham County,total_pop,22039,0
2000,3_towns,0901586790,Windham,Windham County,total_pop,22857,0
2010,3_towns,0901586790,Windham,Windham County,total_pop,25268,0
2011,3_towns,0901586790,Windham,Windham County,total_pop,25129,25
2012,3_towns,0901586790,Windham,Windham County,total_pop,25178,28
2013,3_towns,0901586790,Windham,Windham County,total_pop,25315,26
2014,3_towns,0901586790,Windham,Windham County,total_pop,25271,24
2015,3_towns,0901586790,Windham,Windham County,total_pop,25104,62
2016,3_towns,0901586790,Windham,Windham County,total_pop,24998,29
2017,3_towns,0901586790,Windham,Windham County,total_pop,24839,28
2018,3_towns,0901586790,Windham,Windham County,total_pop,24688,70
1990,3_towns,0901588190,Woodstock,Windham County,total_pop,6008,0
2000,3_towns,0901588190,Woodstock,Windham County,total_pop,7221,0
2010,3_towns,0901588190,Woodstock,Windham County,total_pop,7964,0
2011,3_towns,0901588190,Woodstock,Windham County,total_pop,7922,15
2012,3_towns,0901588190,Woodstock,Windham County,total_pop,7934,22
2013,3_towns,0901588190,Woodstock,Windham County,total_pop,7932,20
2014,3_towns,0901588190,Woodstock,Windham County,total_pop,7916,19
2015,3_towns,0901588190,Woodstock,Windham County,total_pop,7884,29
2016,3_towns,0901588190,Woodstock,Windham County,total_pop,7860,32
2017,3_towns,0901588190,Woodstock,Windham County,total_pop,7827,21
2018,3_towns,0901588190,Woodstock,Windham County,total_pop,7813,37
