level,name,year,tenure,hhlds,value
3_towns,Preston,2000,renter,p4_or_more,54
3_towns,Prospect,2000,total,total,3020
3_towns,Prospect,2000,owner,total,2797
3_towns,Prospect,2000,owner,p1,373
3_towns,Prospect,2000,owner,p2,972
3_towns,Prospect,2000,owner,p3,557
3_towns,Prospect,2000,owner,p4_or_more,895
3_towns,Prospect,2000,renter,total,223
3_towns,Prospect,2000,renter,p1,83
3_towns,Prospect,2000,renter,p2,66
3_towns,Prospect,2000,renter,p3,33
3_towns,Prospect,2000,renter,p4_or_more,41
3_towns,Putnam,2000,total,total,3683
3_towns,Putnam,2000,owner,total,2061
3_towns,Putnam,2000,owner,p1,411
3_towns,Putnam,2000,owner,p2,769
3_towns,Putnam,2000,owner,p3,377
3_towns,Putnam,2000,owner,p4_or_more,504
3_towns,Putnam,2000,renter,total,1622
3_towns,Putnam,2000,renter,p1,706
3_towns,Putnam,2000,renter,p2,443
3_towns,Putnam,2000,renter,p3,219
3_towns,Putnam,2000,renter,p4_or_more,254
3_towns,Redding,2000,total,total,2918
3_towns,Redding,2000,owner,total,2629
3_towns,Redding,2000,owner,p1,294
3_towns,Redding,2000,owner,p2,966
3_towns,Redding,2000,owner,p3,510
3_towns,Redding,2000,owner,p4_or_more,859
3_towns,Redding,2000,renter,total,289
3_towns,Redding,2000,renter,p1,101
3_towns,Redding,2000,renter,p2,88
3_towns,Redding,2000,renter,p3,37
3_towns,Redding,2000,renter,p4_or_more,63
3_towns,Ridgefield,2000,total,total,8433
3_towns,Ridgefield,2000,owner,total,7201
3_towns,Ridgefield,2000,owner,p1,1005
3_towns,Ridgefield,2000,owner,p2,2371
3_towns,Ridgefield,2000,owner,p3,1285
3_towns,Ridgefield,2000,owner,p4_or_more,2540
3_towns,Ridgefield,2000,renter,total,1232
3_towns,Ridgefield,2000,renter,p1,587
3_towns,Ridgefield,2000,renter,p2,341
3_towns,Ridgefield,2000,renter,p3,142
3_towns,Ridgefield,2000,renter,p4_or_more,162
3_towns,Rocky Hill,2000,total,total,7557
3_towns,Rocky Hill,2000,owner,total,4951
3_towns,Rocky Hill,2000,owner,p1,1262
3_towns,Rocky Hill,2000,owner,p2,1724
3_towns,Rocky Hill,2000,owner,p3,775
3_towns,Rocky Hill,2000,owner,p4_or_more,1190
3_towns,Rocky Hill,2000,renter,total,2606
3_towns,Rocky Hill,2000,renter,p1,1193
3_towns,Rocky Hill,2000,renter,p2,928
3_towns,Rocky Hill,2000,renter,p3,290
3_towns,Rocky Hill,2000,renter,p4_or_more,195
3_towns,Roxbury,2000,total,total,848
3_towns,Roxbury,2000,owner,total,741
3_towns,Roxbury,2000,owner,p1,137
3_towns,Roxbury,2000,owner,p2,326
3_towns,Roxbury,2000,owner,p3,113
3_towns,Roxbury,2000,owner,p4_or_more,165
3_towns,Roxbury,2000,renter,total,107
3_towns,Roxbury,2000,renter,p1,35
3_towns,Roxbury,2000,renter,p2,33
3_towns,Roxbury,2000,renter,p3,13
3_towns,Roxbury,2000,renter,p4_or_more,26
3_towns,Salem,2000,total,total,1358
3_towns,Salem,2000,owner,total,1164
3_towns,Salem,2000,owner,p1,149
3_towns,Salem,2000,owner,p2,364
3_towns,Salem,2000,owner,p3,244
3_towns,Salem,2000,owner,p4_or_more,407
3_towns,Salem,2000,renter,total,194
3_towns,Salem,2000,renter,p1,63
3_towns,Salem,2000,renter,p2,72
3_towns,Salem,2000,renter,p3,29
3_towns,Salem,2000,renter,p4_or_more,30
3_towns,Salisbury,2000,total,total,1737
3_towns,Salisbury,2000,owner,total,1204
3_towns,Salisbury,2000,owner,p1,368
3_towns,Salisbury,2000,owner,p2,466
3_towns,Salisbury,2000,owner,p3,158
3_towns,Salisbury,2000,owner,p4_or_more,212
3_towns,Salisbury,2000,renter,total,533
3_towns,Salisbury,2000,renter,p1,217
3_towns,Salisbury,2000,renter,p2,179
3_towns,Salisbury,2000,renter,p3,71
3_towns,Salisbury,2000,renter,p4_or_more,66
3_towns,Scotland,2000,total,total,553
3_towns,Scotland,2000,owner,total,483
3_towns,Scotland,2000,owner,p1,63
3_towns,Scotland,2000,owner,p2,187
3_towns,Scotland,2000,owner,p3,85
3_towns,Scotland,2000,owner,p4_or_more,148
3_towns,Scotland,2000,renter,total,70
3_towns,Scotland,2000,renter,p1,24
3_towns,Scotland,2000,renter,p2,21
3_towns,Scotland,2000,renter,p3,13
3_towns,Scotland,2000,renter,p4_or_more,12
3_towns,Seymour,2000,total,total,6155
3_towns,Seymour,2000,owner,total,4383
3_towns,Seymour,2000,owner,p1,867
3_towns,Seymour,2000,owner,p2,1433
3_towns,Seymour,2000,owner,p3,853
3_towns,Seymour,2000,owner,p4_or_more,1230
3_towns,Seymour,2000,renter,total,1772
3_towns,Seymour,2000,renter,p1,783
3_towns,Seymour,2000,renter,p2,514
3_towns,Seymour,2000,renter,p3,236
3_towns,Seymour,2000,renter,p4_or_more,239
3_towns,Sharon,2000,total,total,1246
3_towns,Sharon,2000,owner,total,957
3_towns,Sharon,2000,owner,p1,279
3_towns,Sharon,2000,owner,p2,388
3_towns,Sharon,2000,owner,p3,119
3_towns,Sharon,2000,owner,p4_or_more,171
3_towns,Sharon,2000,renter,total,289
3_towns,Sharon,2000,renter,p1,109
3_towns,Sharon,2000,renter,p2,93
3_towns,Sharon,2000,renter,p3,42
3_towns,Sharon,2000,renter,p4_or_more,45
3_towns,Shelton,2000,total,total,14190
3_towns,Shelton,2000,owner,total,11604
3_towns,Shelton,2000,owner,p1,1971
3_towns,Shelton,2000,owner,p2,4065
3_towns,Shelton,2000,owner,p3,2129
3_towns,Shelton,2000,owner,p4_or_more,3439
3_towns,Shelton,2000,renter,total,2586
3_towns,Shelton,2000,renter,p1,1126
3_towns,Shelton,2000,renter,p2,649
3_towns,Shelton,2000,renter,p3,374
3_towns,Shelton,2000,renter,p4_or_more,437
3_towns,Sherman,2000,total,total,1434
3_towns,Sherman,2000,owner,total,1311
3_towns,Sherman,2000,owner,p1,227
3_towns,Sherman,2000,owner,p2,523
3_towns,Sherman,2000,owner,p3,212
3_towns,Sherman,2000,owner,p4_or_more,349
3_towns,Sherman,2000,renter,total,123
3_towns,Sherman,2000,renter,p1,42
3_towns,Sherman,2000,renter,p2,34
3_towns,Sherman,2000,renter,p3,20
3_towns,Sherman,2000,renter,p4_or_more,27
3_towns,Simsbury,2000,total,total,8527
3_towns,Simsbury,2000,owner,total,7147
3_towns,Simsbury,2000,owner,p1,1044
3_towns,Simsbury,2000,owner,p2,2570
3_towns,Simsbury,2000,owner,p3,1195
3_towns,Simsbury,2000,owner,p4_or_more,2338
3_towns,Simsbury,2000,renter,total,1380
3_towns,Simsbury,2000,renter,p1,611
3_towns,Simsbury,2000,renter,p2,394
3_towns,Simsbury,2000,renter,p3,170
3_towns,Simsbury,2000,renter,p4_or_more,205
3_towns,Somers,2000,total,total,2925
3_towns,Somers,2000,owner,total,2554
3_towns,Somers,2000,owner,p1,336
3_towns,Somers,2000,owner,p2,970
3_towns,Somers,2000,owner,p3,436
3_towns,Somers,2000,owner,p4_or_more,812
3_towns,Somers,2000,renter,total,371
3_towns,Somers,2000,renter,p1,131
3_towns,Somers,2000,renter,p2,102
3_towns,Somers,2000,renter,p3,57
3_towns,Somers,2000,renter,p4_or_more,81
3_towns,South Windsor,2000,total,total,8905
3_towns,South Windsor,2000,owner,total,7953
3_towns,South Windsor,2000,owner,p1,1391
3_towns,South Windsor,2000,owner,p2,2621
3_towns,South Windsor,2000,owner,p3,1367
3_towns,South Windsor,2000,owner,p4_or_more,2574
3_towns,South Windsor,2000,renter,total,952
3_towns,South Windsor,2000,renter,p1,371
3_towns,South Windsor,2000,renter,p2,307
3_towns,South Windsor,2000,renter,p3,136
3_towns,South Windsor,2000,renter,p4_or_more,138
3_towns,Southbury,2000,total,total,7225
3_towns,Southbury,2000,owner,total,6464
3_towns,Southbury,2000,owner,p1,1771
3_towns,Southbury,2000,owner,p2,2275
3_towns,Southbury,2000,owner,p3,791
3_towns,Southbury,2000,owner,p4_or_more,1627
3_towns,Southbury,2000,renter,total,761
3_towns,Southbury,2000,renter,p1,383
3_towns,Southbury,2000,renter,p2,224
3_towns,Southbury,2000,renter,p3,70
3_towns,Southbury,2000,renter,p4_or_more,84
3_towns,Southington,2000,total,total,15083
3_towns,Southington,2000,owner,total,12277
3_towns,Southington,2000,owner,p1,2030
3_towns,Southington,2000,owner,p2,4557
3_towns,Southington,2000,owner,p3,2298
3_towns,Southington,2000,owner,p4_or_more,3392
3_towns,Southington,2000,renter,total,2806
3_towns,Southington,2000,renter,p1,1102
3_towns,Southington,2000,renter,p2,804
3_towns,Southington,2000,renter,p3,443
3_towns,Southington,2000,renter,p4_or_more,457
3_towns,Sprague,2000,total,total,1111
3_towns,Sprague,2000,owner,total,735
3_towns,Sprague,2000,owner,p1,121
3_towns,Sprague,2000,owner,p2,258
3_towns,Sprague,2000,owner,p3,161
3_towns,Sprague,2000,owner,p4_or_more,195
3_towns,Sprague,2000,renter,total,376
3_towns,Sprague,2000,renter,p1,115
3_towns,Sprague,2000,renter,p2,101
3_towns,Sprague,2000,renter,p3,68
3_towns,Sprague,2000,renter,p4_or_more,92
3_towns,Stafford,2000,total,total,4353
3_towns,Stafford,2000,owner,total,3248
3_towns,Stafford,2000,owner,p1,579
3_towns,Stafford,2000,owner,p2,1185
3_towns,Stafford,2000,owner,p3,601
3_towns,Stafford,2000,owner,p4_or_more,883
3_towns,Stafford,2000,renter,total,1105
3_towns,Stafford,2000,renter,p1,438
3_towns,Stafford,2000,renter,p2,295
3_towns,Stafford,2000,renter,p3,175
3_towns,Stafford,2000,renter,p4_or_more,197
3_towns,Stamford,2000,total,total,45399
3_towns,Stamford,2000,owner,total,25719
3_towns,Stamford,2000,owner,p1,5736
3_towns,Stamford,2000,owner,p2,8918
3_towns,Stamford,2000,owner,p3,4325
3_towns,Stamford,2000,owner,p4_or_more,6740
3_towns,Stamford,2000,renter,total,19680
3_towns,Stamford,2000,renter,p1,7297
3_towns,Stamford,2000,renter,p2,5421
3_towns,Stamford,2000,renter,p3,2865
3_towns,Stamford,2000,renter,p4_or_more,4097
3_towns,Sterling,2000,total,total,1116
3_towns,Sterling,2000,owner,total,920
3_towns,Sterling,2000,owner,p1,138
3_towns,Sterling,2000,owner,p2,294
3_towns,Sterling,2000,owner,p3,210
3_towns,Sterling,2000,owner,p4_or_more,278
3_towns,Sterling,2000,renter,total,196
3_towns,Sterling,2000,renter,p1,64
3_towns,Sterling,2000,renter,p2,49
3_towns,Sterling,2000,renter,p3,42
3_towns,Sterling,2000,renter,p4_or_more,41
3_towns,Stonington,2000,total,total,7665
3_towns,Stonington,2000,owner,total,5418
3_towns,Stonington,2000,owner,p1,1192
3_towns,Stonington,2000,owner,p2,2182
3_towns,Stonington,2000,owner,p3,826
3_towns,Stonington,2000,owner,p4_or_more,1218
3_towns,Stonington,2000,renter,total,2247
3_towns,Stonington,2000,renter,p1,1108
3_towns,Stonington,2000,renter,p2,639
3_towns,Stonington,2000,renter,p3,264
3_towns,Stonington,2000,renter,p4_or_more,236
3_towns,Stratford,2000,total,total,19898
3_towns,Stratford,2000,owner,total,15989
3_towns,Stratford,2000,owner,p1,3844
3_towns,Stratford,2000,owner,p2,5568
3_towns,Stratford,2000,owner,p3,2683
3_towns,Stratford,2000,owner,p4_or_more,3894
3_towns,Stratford,2000,renter,total,3909
3_towns,Stratford,2000,renter,p1,1558
3_towns,Stratford,2000,renter,p2,1059
3_towns,Stratford,2000,renter,p3,583
3_towns,Stratford,2000,renter,p4_or_more,709
3_towns,Suffield,2000,total,total,4660
3_towns,Suffield,2000,owner,total,3827
3_towns,Suffield,2000,owner,p1,701
3_towns,Suffield,2000,owner,p2,1392
3_towns,Suffield,2000,owner,p3,646
3_towns,Suffield,2000,owner,p4_or_more,1088
3_towns,Suffield,2000,renter,total,833
3_towns,Suffield,2000,renter,p1,383
3_towns,Suffield,2000,renter,p2,240
3_towns,Suffield,2000,renter,p3,116
3_towns,Suffield,2000,renter,p4_or_more,94
3_towns,Thomaston,2000,total,total,2916
3_towns,Thomaston,2000,owner,total,2152
3_towns,Thomaston,2000,owner,p1,351
3_towns,Thomaston,2000,owner,p2,734
3_towns,Thomaston,2000,owner,p3,413
3_towns,Thomaston,2000,owner,p4_or_more,654
3_towns,Thomaston,2000,renter,total,764
3_towns,Thomaston,2000,renter,p1,349
3_towns,Thomaston,2000,renter,p2,216
3_towns,Thomaston,2000,renter,p3,104
3_towns,Thomaston,2000,renter,p4_or_more,95
3_towns,Thompson,2000,total,total,3482
3_towns,Thompson,2000,owner,total,2789
3_towns,Thompson,2000,owner,p1,545
3_towns,Thompson,2000,owner,p2,1009
3_towns,Thompson,2000,owner,p3,490
3_towns,Thompson,2000,owner,p4_or_more,745
3_towns,Thompson,2000,renter,total,693
3_towns,Thompson,2000,renter,p1,276
3_towns,Thompson,2000,renter,p2,198
3_towns,Thompson,2000,renter,p3,106
3_towns,Thompson,2000,renter,p4_or_more,113
3_towns,Tolland,2000,total,total,4586
3_towns,Tolland,2000,owner,total,4264
3_towns,Tolland,2000,owner,p1,476
3_towns,Tolland,2000,owner,p2,1539
3_towns,Tolland,2000,owner,p3,828
3_towns,Tolland,2000,owner,p4_or_more,1421
3_towns,Tolland,2000,renter,total,322
3_towns,Tolland,2000,renter,p1,121
3_towns,Tolland,2000,renter,p2,108
3_towns,Tolland,2000,renter,p3,48
3_towns,Tolland,2000,renter,p4_or_more,45
3_towns,Torrington,2000,total,total,14743
3_towns,Torrington,2000,owner,total,9521
3_towns,Torrington,2000,owner,p1,2269
3_towns,Torrington,2000,owner,p2,3459
3_towns,Torrington,2000,owner,p3,1581
3_towns,Torrington,2000,owner,p4_or_more,2212
3_towns,Torrington,2000,renter,total,5222
3_towns,Torrington,2000,renter,p1,2467
3_towns,Torrington,2000,renter,p2,1375
3_towns,Torrington,2000,renter,p3,598
3_towns,Torrington,2000,renter,p4_or_more,782
3_towns,Trumbull,2000,total,total,11911
3_towns,Trumbull,2000,owner,total,10828
3_towns,Trumbull,2000,owner,p1,1473
3_towns,Trumbull,2000,owner,p2,3712
3_towns,Trumbull,2000,owner,p3,2086
3_towns,Trumbull,2000,owner,p4_or_more,3557
3_towns,Trumbull,2000,renter,total,1083
3_towns,Trumbull,2000,renter,p1,456
3_towns,Trumbull,2000,renter,p2,271
3_towns,Trumbull,2000,renter,p3,157
3_towns,Trumbull,2000,renter,p4_or_more,199
3_towns,Union,2000,total,total,285
3_towns,Union,2000,owner,total,240
3_towns,Union,2000,owner,p1,42
3_towns,Union,2000,owner,p2,111
3_towns,Union,2000,owner,p3,41
3_towns,Union,2000,owner,p4_or_more,46
3_towns,Union,2000,renter,total,45
3_towns,Union,2000,renter,p1,22
3_towns,Union,2000,renter,p2,9
3_towns,Union,2000,renter,p3,5
3_towns,Union,2000,renter,p4_or_more,9
3_towns,Vernon,2000,total,total,12269
3_towns,Vernon,2000,owner,total,6935
3_towns,Vernon,2000,owner,p1,1500
3_towns,Vernon,2000,owner,p2,2714
3_towns,Vernon,2000,owner,p3,1166
3_towns,Vernon,2000,owner,p4_or_more,1555
3_towns,Vernon,2000,renter,total,5334
3_towns,Vernon,2000,renter,p1,2553
3_towns,Vernon,2000,renter,p2,1579
3_towns,Vernon,2000,renter,p3,619
3_towns,Vernon,2000,renter,p4_or_more,583
3_towns,Voluntown,2000,total,total,952
3_towns,Voluntown,2000,owner,total,779
3_towns,Voluntown,2000,owner,p1,116
3_towns,Voluntown,2000,owner,p2,291
3_towns,Voluntown,2000,owner,p3,144
3_towns,Voluntown,2000,owner,p4_or_more,228
3_towns,Voluntown,2000,renter,total,173
3_towns,Voluntown,2000,renter,p1,65
3_towns,Voluntown,2000,renter,p2,50
3_towns,Voluntown,2000,renter,p3,23
3_towns,Voluntown,2000,renter,p4_or_more,35
3_towns,Wallingford,2000,total,total,16697
3_towns,Wallingford,2000,owner,total,12134
3_towns,Wallingford,2000,owner,p1,2172
3_towns,Wallingford,2000,owner,p2,4180
3_towns,Wallingford,2000,owner,p3,2280
3_towns,Wallingford,2000,owner,p4_or_more,3502
3_towns,Wallingford,2000,renter,total,4563
3_towns,Wallingford,2000,renter,p1,2107
3_towns,Wallingford,2000,renter,p2,1296
3_towns,Wallingford,2000,renter,p3,573
3_towns,Wallingford,2000,renter,p4_or_more,587
3_towns,Warren,2000,total,total,497
3_towns,Warren,2000,owner,total,432
3_towns,Warren,2000,owner,p1,82
3_towns,Warren,2000,owner,p2,187
3_towns,Warren,2000,owner,p3,62
3_towns,Warren,2000,owner,p4_or_more,101
3_towns,Warren,2000,renter,total,65
3_towns,Warren,2000,renter,p1,27
3_towns,Warren,2000,renter,p2,11
3_towns,Warren,2000,renter,p3,7
3_towns,Warren,2000,renter,p4_or_more,20
3_towns,Washington,2000,total,total,1416
3_towns,Washington,2000,owner,total,1111
3_towns,Washington,2000,owner,p1,257
3_towns,Washington,2000,owner,p2,459
3_towns,Washington,2000,owner,p3,162
3_towns,Washington,2000,owner,p4_or_more,233
3_towns,Washington,2000,renter,total,305
3_towns,Washington,2000,renter,p1,117
3_towns,Washington,2000,renter,p2,83
3_towns,Washington,2000,renter,p3,47
3_towns,Washington,2000,renter,p4_or_more,58
3_towns,Waterbury,2000,total,total,42622
3_towns,Waterbury,2000,owner,total,20291
3_towns,Waterbury,2000,owner,p1,4908
3_towns,Waterbury,2000,owner,p2,6960
3_towns,Waterbury,2000,owner,p3,3489
3_towns,Waterbury,2000,owner,p4_or_more,4934
3_towns,Waterbury,2000,renter,total,22331
3_towns,Waterbury,2000,renter,p1,8490
3_towns,Waterbury,2000,renter,p2,5636
3_towns,Waterbury,2000,renter,p3,3500
3_towns,Waterbury,2000,renter,p4_or_more,4705
3_towns,Waterford,2000,total,total,7542
3_towns,Waterford,2000,owner,total,6371
3_towns,Waterford,2000,owner,p1,1482
3_towns,Waterford,2000,owner,p2,2464
3_towns,Waterford,2000,owner,p3,995
3_towns,Waterford,2000,owner,p4_or_more,1430
3_towns,Waterford,2000,renter,total,1171
3_towns,Waterford,2000,renter,p1,516
3_towns,Waterford,2000,renter,p2,322
3_towns,Waterford,2000,renter,p3,155
3_towns,Waterford,2000,renter,p4_or_more,178
3_towns,Watertown,2000,total,total,8046
3_towns,Watertown,2000,owner,total,6385
3_towns,Watertown,2000,owner,p1,1014
3_towns,Watertown,2000,owner,p2,2111
3_towns,Watertown,2000,owner,p3,1280
3_towns,Watertown,2000,owner,p4_or_more,1980
3_towns,Watertown,2000,renter,total,1661
3_towns,Watertown,2000,renter,p1,732
3_towns,Watertown,2000,renter,p2,464
3_towns,Watertown,2000,renter,p3,225
3_towns,Watertown,2000,renter,p4_or_more,240
3_towns,West Hartford,2000,total,total,24576
3_towns,West Hartford,2000,owner,total,17664
3_towns,West Hartford,2000,owner,p1,3910
3_towns,West Hartford,2000,owner,p2,6386
3_towns,West Hartford,2000,owner,p3,2886
3_towns,West Hartford,2000,owner,p4_or_more,4482
3_towns,West Hartford,2000,renter,total,6912
3_towns,West Hartford,2000,renter,p1,3358
3_towns,West Hartford,2000,renter,p2,1958
3_towns,West Hartford,2000,renter,p3,804
3_towns,West Hartford,2000,renter,p4_or_more,792
3_towns,West Haven,2000,total,total,21090
3_towns,West Haven,2000,owner,total,11632
3_towns,West Haven,2000,owner,p1,2689
3_towns,West Haven,2000,owner,p2,3899
3_towns,West Haven,2000,owner,p3,2016
3_towns,West Haven,2000,owner,p4_or_more,3028
3_towns,West Haven,2000,renter,total,9458
3_towns,West Haven,2000,renter,p1,3853
3_towns,West Haven,2000,renter,p2,2555
3_towns,West Haven,2000,renter,p3,1473
3_towns,West Haven,2000,renter,p4_or_more,1577
3_towns,Westbrook,2000,total,total,2605
3_towns,Westbrook,2000,owner,total,1908
3_towns,Westbrook,2000,owner,p1,404
3_towns,Westbrook,2000,owner,p2,755
3_towns,Westbrook,2000,owner,p3,308
3_towns,Westbrook,2000,owner,p4_or_more,441
3_towns,Westbrook,2000,renter,total,697
3_towns,Westbrook,2000,renter,p1,325
3_towns,Westbrook,2000,renter,p2,196
3_towns,Westbrook,2000,renter,p3,90
3_towns,Westbrook,2000,renter,p4_or_more,86
3_towns,Weston,2000,total,total,3312
3_towns,Weston,2000,owner,total,3087
3_towns,Weston,2000,owner,p1,290
3_towns,Weston,2000,owner,p2,1002
3_towns,Weston,2000,owner,p3,541
3_towns,Weston,2000,owner,p4_or_more,1254
3_towns,Weston,2000,renter,total,225
3_towns,Weston,2000,renter,p1,82
3_towns,Weston,2000,renter,p2,74
3_towns,Weston,2000,renter,p3,29
3_towns,Weston,2000,renter,p4_or_more,40
3_towns,Westport,2000,total,total,9586
3_towns,Westport,2000,owner,total,8203
3_towns,Westport,2000,owner,p1,1408
3_towns,Westport,2000,owner,p2,2894
3_towns,Westport,2000,owner,p3,1317
3_towns,Westport,2000,owner,p4_or_more,2584
3_towns,Westport,2000,renter,total,1383
3_towns,Westport,2000,renter,p1,586
3_towns,Westport,2000,renter,p2,413
3_towns,Westport,2000,renter,p3,172
3_towns,Westport,2000,renter,p4_or_more,212
3_towns,Wethersfield,2000,total,total,11214
3_towns,Wethersfield,2000,owner,total,8733
3_towns,Wethersfield,2000,owner,p1,2047
3_towns,Wethersfield,2000,owner,p2,3380
3_towns,Wethersfield,2000,owner,p3,1410
3_towns,Wethersfield,2000,owner,p4_or_more,1896
3_towns,Wethersfield,2000,renter,total,2481
3_towns,Wethersfield,2000,renter,p1,1345
3_towns,Wethersfield,2000,renter,p2,619
3_towns,Wethersfield,2000,renter,p3,271
3_towns,Wethersfield,2000,renter,p4_or_more,246
3_towns,Willington,2000,total,total,2353
3_towns,Willington,2000,owner,total,1535
3_towns,Willington,2000,owner,p1,236
3_towns,Willington,2000,owner,p2,577
3_towns,Willington,2000,owner,p3,274
3_towns,Willington,2000,owner,p4_or_more,448
3_towns,Willington,2000,renter,total,818
3_towns,Willington,2000,renter,p1,245
3_towns,Willington,2000,renter,p2,316
3_towns,Willington,2000,renter,p3,172
3_towns,Willington,2000,renter,p4_or_more,85
3_towns,Wilton,2000,total,total,5923
3_towns,Wilton,2000,owner,total,5351
3_towns,Wilton,2000,owner,p1,650
3_towns,Wilton,2000,owner,p2,1755
3_towns,Wilton,2000,owner,p3,930
3_towns,Wilton,2000,owner,p4_or_more,2016
3_towns,Wilton,2000,renter,total,572
3_towns,Wilton,2000,renter,p1,259
3_towns,Wilton,2000,renter,p2,150
3_towns,Wilton,2000,renter,p3,85
3_towns,Wilton,2000,renter,p4_or_more,78
3_towns,Winchester,2000,total,total,4371
3_towns,Winchester,2000,owner,total,2814
3_towns,Winchester,2000,owner,p1,619
3_towns,Winchester,2000,owner,p2,1047
3_towns,Winchester,2000,owner,p3,458
3_towns,Winchester,2000,owner,p4_or_more,690
3_towns,Winchester,2000,renter,total,1557
3_towns,Winchester,2000,renter,p1,604
3_towns,Winchester,2000,renter,p2,478
3_towns,Winchester,2000,renter,p3,239
3_towns,Winchester,2000,renter,p4_or_more,236
3_towns,Windham,2000,total,total,8342
3_towns,Windham,2000,owner,total,4038
3_towns,Windham,2000,owner,p1,941
3_towns,Windham,2000,owner,p2,1544
3_towns,Windham,2000,owner,p3,672
3_towns,Windham,2000,owner,p4_or_more,881
3_towns,Windham,2000,renter,total,4304
3_towns,Windham,2000,renter,p1,1544
3_towns,Windham,2000,renter,p2,1132
3_towns,Windham,2000,renter,p3,688
3_towns,Windham,2000,renter,p4_or_more,940
3_towns,Windsor,2000,total,total,10577
3_towns,Windsor,2000,owner,total,8497
3_towns,Windsor,2000,owner,p1,1621
3_towns,Windsor,2000,owner,p2,2916
3_towns,Windsor,2000,owner,p3,1553
3_towns,Windsor,2000,owner,p4_or_more,2407
3_towns,Windsor,2000,renter,total,2080
3_towns,Windsor,2000,renter,p1,834
3_towns,Windsor,2000,renter,p2,620
3_towns,Windsor,2000,renter,p3,303
3_towns,Windsor,2000,renter,p4_or_more,323
3_towns,Windsor Locks,2000,total,total,4935
3_towns,Windsor Locks,2000,owner,total,3726
3_towns,Windsor Locks,2000,owner,p1,877
3_towns,Windsor Locks,2000,owner,p2,1394
3_towns,Windsor Locks,2000,owner,p3,602
3_towns,Windsor Locks,2000,owner,p4_or_more,853
3_towns,Windsor Locks,2000,renter,total,1209
3_towns,Windsor Locks,2000,renter,p1,455
3_towns,Windsor Locks,2000,renter,p2,374
3_towns,Windsor Locks,2000,renter,p3,178
3_towns,Windsor Locks,2000,renter,p4_or_more,202
3_towns,Wolcott,2000,total,total,5414
3_towns,Wolcott,2000,owner,total,4766
3_towns,Wolcott,2000,owner,p1,665
3_towns,Wolcott,2000,owner,p2,1550
3_towns,Wolcott,2000,owner,p3,975
3_towns,Wolcott,2000,owner,p4_or_more,1576
3_towns,Wolcott,2000,renter,total,648
3_towns,Wolcott,2000,renter,p1,311
3_towns,Wolcott,2000,renter,p2,152
3_towns,Wolcott,2000,renter,p3,92
3_towns,Wolcott,2000,renter,p4_or_more,93
3_towns,Woodbridge,2000,total,total,3103
3_towns,Woodbridge,2000,owner,total,2758
3_towns,Woodbridge,2000,owner,p1,344
3_towns,Woodbridge,2000,owner,p2,994
3_towns,Woodbridge,2000,owner,p3,483
3_towns,Woodbridge,2000,owner,p4_or_more,937
3_towns,Woodbridge,2000,renter,total,345
3_towns,Woodbridge,2000,renter,p1,132
3_towns,Woodbridge,2000,renter,p2,77
3_towns,Woodbridge,2000,renter,p3,56
3_towns,Woodbridge,2000,renter,p4_or_more,80
3_towns,Woodbury,2000,total,total,3715
3_towns,Woodbury,2000,owner,total,2786
3_towns,Woodbury,2000,owner,p1,474
3_towns,Woodbury,2000,owner,p2,1063
3_towns,Woodbury,2000,owner,p3,504
3_towns,Woodbury,2000,owner,p4_or_more,745
3_towns,Woodbury,2000,renter,total,929
3_towns,Woodbury,2000,renter,p1,468
3_towns,Woodbury,2000,renter,p2,251
3_towns,Woodbury,2000,renter,p3,111
3_towns,Woodbury,2000,renter,p4_or_more,99
3_towns,Woodstock,2000,total,total,2754
3_towns,Woodstock,2000,owner,total,2295
3_towns,Woodstock,2000,owner,p1,387
3_towns,Woodstock,2000,owner,p2,861
3_towns,Woodstock,2000,owner,p3,384
3_towns,Woodstock,2000,owner,p4_or_more,663
3_towns,Woodstock,2000,renter,total,459
3_towns,Woodstock,2000,renter,p1,177
3_towns,Woodstock,2000,renter,p2,146
3_towns,Woodstock,2000,renter,p3,56
3_towns,Woodstock,2000,renter,p4_or_more,80
1_state,Connecticut,2010,total,total,1359218
1_state,Connecticut,2010,owner,total,939984
1_state,Connecticut,2010,owner,p1,197899
1_state,Connecticut,2010,owner,p2,331130
1_state,Connecticut,2010,owner,p3,159752
1_state,Connecticut,2010,owner,p4_or_more,251203
1_state,Connecticut,2010,renter,total,419234
1_state,Connecticut,2010,renter,p1,171653
1_state,Connecticut,2010,renter,p2,112607
1_state,Connecticut,2010,renter,p3,61329
1_state,Connecticut,2010,renter,p4_or_more,73645
1_state,Connecticut,2018,total,total,1367374
1_state,Connecticut,2018,owner,total,907134
1_state,Connecticut,2018,owner,p1,201119
1_state,Connecticut,2018,owner,p2,338361
1_state,Connecticut,2018,owner,p3,154274
1_state,Connecticut,2018,owner,p4_or_more,213380
1_state,Connecticut,2018,renter,total,460240
1_state,Connecticut,2018,renter,p1,189231
1_state,Connecticut,2018,renter,p2,122373
1_state,Connecticut,2018,renter,p3,67647
1_state,Connecticut,2018,renter,p4_or_more,80989
2_counties,Fairfield County,2010,total,total,331782
2_counties,Fairfield County,2010,owner,total,234419
2_counties,Fairfield County,2010,owner,p1,47766
2_counties,Fairfield County,2010,owner,p2,74995
2_counties,Fairfield County,2010,owner,p3,40327
