level,name,year,tenure,hhlds,value
3_towns,Old Saybrook,2010,owner,p4_or_more,603
3_towns,Old Saybrook,2010,renter,total,813
3_towns,Old Saybrook,2010,renter,p1,440
3_towns,Old Saybrook,2010,renter,p2,153
3_towns,Old Saybrook,2010,renter,p3,80
3_towns,Old Saybrook,2010,renter,p4_or_more,140
3_towns,Old Saybrook,2018,total,total,4354
3_towns,Old Saybrook,2018,owner,total,3470
3_towns,Old Saybrook,2018,owner,p1,911
3_towns,Old Saybrook,2018,owner,p2,1509
3_towns,Old Saybrook,2018,owner,p3,574
3_towns,Old Saybrook,2018,owner,p4_or_more,476
3_towns,Old Saybrook,2018,renter,total,884
3_towns,Old Saybrook,2018,renter,p1,281
3_towns,Old Saybrook,2018,renter,p2,263
3_towns,Old Saybrook,2018,renter,p3,206
3_towns,Old Saybrook,2018,renter,p4_or_more,134
3_towns,Orange,2010,total,total,4996
3_towns,Orange,2010,owner,total,4492
3_towns,Orange,2010,owner,p1,660
3_towns,Orange,2010,owner,p2,1570
3_towns,Orange,2010,owner,p3,803
3_towns,Orange,2010,owner,p4_or_more,1459
3_towns,Orange,2010,renter,total,504
3_towns,Orange,2010,renter,p1,242
3_towns,Orange,2010,renter,p2,202
3_towns,Orange,2010,renter,p3,18
3_towns,Orange,2010,renter,p4_or_more,42
3_towns,Orange,2018,total,total,4939
3_towns,Orange,2018,owner,total,4361
3_towns,Orange,2018,owner,p1,571
3_towns,Orange,2018,owner,p2,1643
3_towns,Orange,2018,owner,p3,1024
3_towns,Orange,2018,owner,p4_or_more,1123
3_towns,Orange,2018,renter,total,578
3_towns,Orange,2018,renter,p1,283
3_towns,Orange,2018,renter,p2,169
3_towns,Orange,2018,renter,p3,26
3_towns,Orange,2018,renter,p4_or_more,100
3_towns,Oxford,2010,total,total,4250
3_towns,Oxford,2010,owner,total,4053
3_towns,Oxford,2010,owner,p1,474
3_towns,Oxford,2010,owner,p2,1521
3_towns,Oxford,2010,owner,p3,672
3_towns,Oxford,2010,owner,p4_or_more,1386
3_towns,Oxford,2010,renter,total,197
3_towns,Oxford,2010,renter,p1,69
3_towns,Oxford,2010,renter,p2,73
3_towns,Oxford,2010,renter,p3,44
3_towns,Oxford,2010,renter,p4_or_more,11
3_towns,Oxford,2018,total,total,4510
3_towns,Oxford,2018,owner,total,4162
3_towns,Oxford,2018,owner,p1,574
3_towns,Oxford,2018,owner,p2,1609
3_towns,Oxford,2018,owner,p3,890
3_towns,Oxford,2018,owner,p4_or_more,1089
3_towns,Oxford,2018,renter,total,348
3_towns,Oxford,2018,renter,p1,140
3_towns,Oxford,2018,renter,p2,63
3_towns,Oxford,2018,renter,p3,75
3_towns,Oxford,2018,renter,p4_or_more,70
3_towns,Plainfield,2010,total,total,5586
3_towns,Plainfield,2010,owner,total,4241
3_towns,Plainfield,2010,owner,p1,754
3_towns,Plainfield,2010,owner,p2,1458
3_towns,Plainfield,2010,owner,p3,750
3_towns,Plainfield,2010,owner,p4_or_more,1279
3_towns,Plainfield,2010,renter,total,1345
3_towns,Plainfield,2010,renter,p1,541
3_towns,Plainfield,2010,renter,p2,267
3_towns,Plainfield,2010,renter,p3,262
3_towns,Plainfield,2010,renter,p4_or_more,275
3_towns,Plainfield,2018,total,total,5710
3_towns,Plainfield,2018,owner,total,3962
3_towns,Plainfield,2018,owner,p1,690
3_towns,Plainfield,2018,owner,p2,1667
3_towns,Plainfield,2018,owner,p3,628
3_towns,Plainfield,2018,owner,p4_or_more,977
3_towns,Plainfield,2018,renter,total,1748
3_towns,Plainfield,2018,renter,p1,724
3_towns,Plainfield,2018,renter,p2,322
3_towns,Plainfield,2018,renter,p3,170
3_towns,Plainfield,2018,renter,p4_or_more,532
3_towns,Plainville,2010,total,total,7422
3_towns,Plainville,2010,owner,total,5525
3_towns,Plainville,2010,owner,p1,1485
3_towns,Plainville,2010,owner,p2,1805
3_towns,Plainville,2010,owner,p3,934
3_towns,Plainville,2010,owner,p4_or_more,1301
3_towns,Plainville,2010,renter,total,1897
3_towns,Plainville,2010,renter,p1,1042
3_towns,Plainville,2010,renter,p2,402
3_towns,Plainville,2010,renter,p3,299
3_towns,Plainville,2010,renter,p4_or_more,154
3_towns,Plainville,2018,total,total,7722
3_towns,Plainville,2018,owner,total,5453
3_towns,Plainville,2018,owner,p1,1369
3_towns,Plainville,2018,owner,p2,2126
3_towns,Plainville,2018,owner,p3,926
3_towns,Plainville,2018,owner,p4_or_more,1032
3_towns,Plainville,2018,renter,total,2269
3_towns,Plainville,2018,renter,p1,1312
3_towns,Plainville,2018,renter,p2,511
3_towns,Plainville,2018,renter,p3,215
3_towns,Plainville,2018,renter,p4_or_more,231
3_towns,Plymouth,2010,total,total,4624
3_towns,Plymouth,2010,owner,total,4095
3_towns,Plymouth,2010,owner,p1,788
3_towns,Plymouth,2010,owner,p2,1345
3_towns,Plymouth,2010,owner,p3,798
3_towns,Plymouth,2010,owner,p4_or_more,1164
3_towns,Plymouth,2010,renter,total,529
3_towns,Plymouth,2010,renter,p1,199
3_towns,Plymouth,2010,renter,p2,175
3_towns,Plymouth,2010,renter,p3,54
3_towns,Plymouth,2010,renter,p4_or_more,101
3_towns,Plymouth,2018,total,total,4733
3_towns,Plymouth,2018,owner,total,3749
3_towns,Plymouth,2018,owner,p1,828
3_towns,Plymouth,2018,owner,p2,1457
3_towns,Plymouth,2018,owner,p3,610
3_towns,Plymouth,2018,owner,p4_or_more,854
3_towns,Plymouth,2018,renter,total,984
3_towns,Plymouth,2018,renter,p1,488
3_towns,Plymouth,2018,renter,p2,266
3_towns,Plymouth,2018,renter,p3,72
3_towns,Plymouth,2018,renter,p4_or_more,158
3_towns,Pomfret,2010,total,total,1572
3_towns,Pomfret,2010,owner,total,1226
3_towns,Pomfret,2010,owner,p1,130
3_towns,Pomfret,2010,owner,p2,525
3_towns,Pomfret,2010,owner,p3,191
3_towns,Pomfret,2010,owner,p4_or_more,380
3_towns,Pomfret,2010,renter,total,346
3_towns,Pomfret,2010,renter,p1,169
3_towns,Pomfret,2010,renter,p2,84
3_towns,Pomfret,2010,renter,p3,14
3_towns,Pomfret,2010,renter,p4_or_more,79
3_towns,Pomfret,2018,total,total,1665
3_towns,Pomfret,2018,owner,total,1279
3_towns,Pomfret,2018,owner,p1,286
3_towns,Pomfret,2018,owner,p2,478
3_towns,Pomfret,2018,owner,p3,185
3_towns,Pomfret,2018,owner,p4_or_more,330
3_towns,Pomfret,2018,renter,total,386
3_towns,Pomfret,2018,renter,p1,256
3_towns,Pomfret,2018,renter,p2,95
3_towns,Pomfret,2018,renter,p3,35
3_towns,Pomfret,2018,renter,p4_or_more,0
3_towns,Portland,2010,total,total,3759
3_towns,Portland,2010,owner,total,3110
3_towns,Portland,2010,owner,p1,579
3_towns,Portland,2010,owner,p2,1176
3_towns,Portland,2010,owner,p3,473
3_towns,Portland,2010,owner,p4_or_more,882
3_towns,Portland,2010,renter,total,649
3_towns,Portland,2010,renter,p1,256
3_towns,Portland,2010,renter,p2,201
3_towns,Portland,2010,renter,p3,67
3_towns,Portland,2010,renter,p4_or_more,125
3_towns,Portland,2018,total,total,3842
3_towns,Portland,2018,owner,total,3210
3_towns,Portland,2018,owner,p1,759
3_towns,Portland,2018,owner,p2,1269
3_towns,Portland,2018,owner,p3,386
3_towns,Portland,2018,owner,p4_or_more,796
3_towns,Portland,2018,renter,total,632
3_towns,Portland,2018,renter,p1,286
3_towns,Portland,2018,renter,p2,240
3_towns,Portland,2018,renter,p3,54
3_towns,Portland,2018,renter,p4_or_more,52
3_towns,Preston,2010,total,total,1810
3_towns,Preston,2010,owner,total,1620
3_towns,Preston,2010,owner,p1,229
3_towns,Preston,2010,owner,p2,701
3_towns,Preston,2010,owner,p3,349
3_towns,Preston,2010,owner,p4_or_more,341
3_towns,Preston,2010,renter,total,190
3_towns,Preston,2010,renter,p1,37
3_towns,Preston,2010,renter,p2,74
3_towns,Preston,2010,renter,p3,19
3_towns,Preston,2010,renter,p4_or_more,60
3_towns,Preston,2018,total,total,1835
3_towns,Preston,2018,owner,total,1610
3_towns,Preston,2018,owner,p1,307
3_towns,Preston,2018,owner,p2,640
3_towns,Preston,2018,owner,p3,258
3_towns,Preston,2018,owner,p4_or_more,405
3_towns,Preston,2018,renter,total,225
3_towns,Preston,2018,renter,p1,152
3_towns,Preston,2018,renter,p2,35
3_towns,Preston,2018,renter,p3,22
3_towns,Preston,2018,renter,p4_or_more,16
3_towns,Prospect,2010,total,total,3300
3_towns,Prospect,2010,owner,total,3061
3_towns,Prospect,2010,owner,p1,431
3_towns,Prospect,2010,owner,p2,1060
3_towns,Prospect,2010,owner,p3,584
3_towns,Prospect,2010,owner,p4_or_more,986
3_towns,Prospect,2010,renter,total,239
3_towns,Prospect,2010,renter,p1,130
3_towns,Prospect,2010,renter,p2,60
3_towns,Prospect,2010,renter,p3,0
3_towns,Prospect,2010,renter,p4_or_more,49
3_towns,Prospect,2018,total,total,3367
3_towns,Prospect,2018,owner,total,2930
3_towns,Prospect,2018,owner,p1,499
3_towns,Prospect,2018,owner,p2,1096
3_towns,Prospect,2018,owner,p3,424
3_towns,Prospect,2018,owner,p4_or_more,911
3_towns,Prospect,2018,renter,total,437
3_towns,Prospect,2018,renter,p1,245
3_towns,Prospect,2018,renter,p2,87
3_towns,Prospect,2018,renter,p3,66
3_towns,Prospect,2018,renter,p4_or_more,39
3_towns,Putnam,2010,total,total,3975
3_towns,Putnam,2010,owner,total,2195
3_towns,Putnam,2010,owner,p1,566
3_towns,Putnam,2010,owner,p2,851
3_towns,Putnam,2010,owner,p3,323
3_towns,Putnam,2010,owner,p4_or_more,455
3_towns,Putnam,2010,renter,total,1780
3_towns,Putnam,2010,renter,p1,733
3_towns,Putnam,2010,renter,p2,600
3_towns,Putnam,2010,renter,p3,144
3_towns,Putnam,2010,renter,p4_or_more,303
3_towns,Putnam,2018,total,total,3949
3_towns,Putnam,2018,owner,total,2377
3_towns,Putnam,2018,owner,p1,421
3_towns,Putnam,2018,owner,p2,1294
3_towns,Putnam,2018,owner,p3,333
3_towns,Putnam,2018,owner,p4_or_more,329
3_towns,Putnam,2018,renter,total,1572
3_towns,Putnam,2018,renter,p1,746
3_towns,Putnam,2018,renter,p2,427
3_towns,Putnam,2018,renter,p3,164
3_towns,Putnam,2018,renter,p4_or_more,235
3_towns,Redding,2010,total,total,3425
3_towns,Redding,2010,owner,total,2915
3_towns,Redding,2010,owner,p1,513
3_towns,Redding,2010,owner,p2,1130
3_towns,Redding,2010,owner,p3,415
3_towns,Redding,2010,owner,p4_or_more,857
3_towns,Redding,2010,renter,total,510
3_towns,Redding,2010,renter,p1,300
3_towns,Redding,2010,renter,p2,134
3_towns,Redding,2010,renter,p3,18
3_towns,Redding,2010,renter,p4_or_more,58
3_towns,Redding,2018,total,total,3440
3_towns,Redding,2018,owner,total,2719
3_towns,Redding,2018,owner,p1,420
3_towns,Redding,2018,owner,p2,1075
3_towns,Redding,2018,owner,p3,482
3_towns,Redding,2018,owner,p4_or_more,742
3_towns,Redding,2018,renter,total,721
3_towns,Redding,2018,renter,p1,364
3_towns,Redding,2018,renter,p2,170
3_towns,Redding,2018,renter,p3,51
3_towns,Redding,2018,renter,p4_or_more,136
3_towns,Ridgefield,2010,total,total,8592
3_towns,Ridgefield,2010,owner,total,7340
3_towns,Ridgefield,2010,owner,p1,1118
3_towns,Ridgefield,2010,owner,p2,2208
3_towns,Ridgefield,2010,owner,p3,1303
3_towns,Ridgefield,2010,owner,p4_or_more,2711
3_towns,Ridgefield,2010,renter,total,1252
3_towns,Ridgefield,2010,renter,p1,572
3_towns,Ridgefield,2010,renter,p2,334
3_towns,Ridgefield,2010,renter,p3,165
3_towns,Ridgefield,2010,renter,p4_or_more,181
3_towns,Ridgefield,2018,total,total,8983
3_towns,Ridgefield,2018,owner,total,7594
3_towns,Ridgefield,2018,owner,p1,946
3_towns,Ridgefield,2018,owner,p2,3005
3_towns,Ridgefield,2018,owner,p3,1398
3_towns,Ridgefield,2018,owner,p4_or_more,2245
3_towns,Ridgefield,2018,renter,total,1389
3_towns,Ridgefield,2018,renter,p1,597
3_towns,Ridgefield,2018,renter,p2,436
3_towns,Ridgefield,2018,renter,p3,167
3_towns,Ridgefield,2018,renter,p4_or_more,189
3_towns,Rocky Hill,2010,total,total,8044
3_towns,Rocky Hill,2010,owner,total,5221
3_towns,Rocky Hill,2010,owner,p1,1358
3_towns,Rocky Hill,2010,owner,p2,1873
3_towns,Rocky Hill,2010,owner,p3,771
3_towns,Rocky Hill,2010,owner,p4_or_more,1219
3_towns,Rocky Hill,2010,renter,total,2823
3_towns,Rocky Hill,2010,renter,p1,1433
3_towns,Rocky Hill,2010,renter,p2,601
3_towns,Rocky Hill,2010,renter,p3,449
3_towns,Rocky Hill,2010,renter,p4_or_more,340
3_towns,Rocky Hill,2018,total,total,8599
3_towns,Rocky Hill,2018,owner,total,5537
3_towns,Rocky Hill,2018,owner,p1,1663
3_towns,Rocky Hill,2018,owner,p2,2132
3_towns,Rocky Hill,2018,owner,p3,754
3_towns,Rocky Hill,2018,owner,p4_or_more,988
3_towns,Rocky Hill,2018,renter,total,3062
3_towns,Rocky Hill,2018,renter,p1,1428
3_towns,Rocky Hill,2018,renter,p2,677
3_towns,Rocky Hill,2018,renter,p3,533
3_towns,Rocky Hill,2018,renter,p4_or_more,424
3_towns,Roxbury,2010,total,total,957
3_towns,Roxbury,2010,owner,total,842
3_towns,Roxbury,2010,owner,p1,176
3_towns,Roxbury,2010,owner,p2,376
3_towns,Roxbury,2010,owner,p3,121
3_towns,Roxbury,2010,owner,p4_or_more,169
3_towns,Roxbury,2010,renter,total,115
3_towns,Roxbury,2010,renter,p1,84
3_towns,Roxbury,2010,renter,p2,19
3_towns,Roxbury,2010,renter,p3,7
3_towns,Roxbury,2010,renter,p4_or_more,5
3_towns,Roxbury,2018,total,total,888
3_towns,Roxbury,2018,owner,total,737
3_towns,Roxbury,2018,owner,p1,142
3_towns,Roxbury,2018,owner,p2,377
3_towns,Roxbury,2018,owner,p3,74
3_towns,Roxbury,2018,owner,p4_or_more,144
3_towns,Roxbury,2018,renter,total,151
3_towns,Roxbury,2018,renter,p1,77
3_towns,Roxbury,2018,renter,p2,37
3_towns,Roxbury,2018,renter,p3,16
3_towns,Roxbury,2018,renter,p4_or_more,21
3_towns,Salem,2010,total,total,1572
3_towns,Salem,2010,owner,total,1446
3_towns,Salem,2010,owner,p1,224
3_towns,Salem,2010,owner,p2,534
3_towns,Salem,2010,owner,p3,328
3_towns,Salem,2010,owner,p4_or_more,360
3_towns,Salem,2010,renter,total,126
3_towns,Salem,2010,renter,p1,76
3_towns,Salem,2010,renter,p2,40
3_towns,Salem,2010,renter,p3,0
3_towns,Salem,2010,renter,p4_or_more,10
3_towns,Salem,2018,total,total,1604
3_towns,Salem,2018,owner,total,1483
3_towns,Salem,2018,owner,p1,189
3_towns,Salem,2018,owner,p2,720
3_towns,Salem,2018,owner,p3,257
3_towns,Salem,2018,owner,p4_or_more,317
3_towns,Salem,2018,renter,total,121
3_towns,Salem,2018,renter,p1,28
3_towns,Salem,2018,renter,p2,77
3_towns,Salem,2018,renter,p3,16
3_towns,Salem,2018,renter,p4_or_more,0
3_towns,Salisbury,2010,total,total,1596
3_towns,Salisbury,2010,owner,total,1168
3_towns,Salisbury,2010,owner,p1,212
3_towns,Salisbury,2010,owner,p2,681
3_towns,Salisbury,2010,owner,p3,118
3_towns,Salisbury,2010,owner,p4_or_more,157
3_towns,Salisbury,2010,renter,total,428
3_towns,Salisbury,2010,renter,p1,154
3_towns,Salisbury,2010,renter,p2,151
3_towns,Salisbury,2010,renter,p3,50
3_towns,Salisbury,2010,renter,p4_or_more,73
3_towns,Salisbury,2018,total,total,1675
3_towns,Salisbury,2018,owner,total,1208
3_towns,Salisbury,2018,owner,p1,303
3_towns,Salisbury,2018,owner,p2,618
3_towns,Salisbury,2018,owner,p3,116
3_towns,Salisbury,2018,owner,p4_or_more,171
3_towns,Salisbury,2018,renter,total,467
3_towns,Salisbury,2018,renter,p1,275
3_towns,Salisbury,2018,renter,p2,67
3_towns,Salisbury,2018,renter,p3,31
3_towns,Salisbury,2018,renter,p4_or_more,94
3_towns,Scotland,2010,total,total,612
3_towns,Scotland,2010,owner,total,551
3_towns,Scotland,2010,owner,p1,74
3_towns,Scotland,2010,owner,p2,232
3_towns,Scotland,2010,owner,p3,53
3_towns,Scotland,2010,owner,p4_or_more,192
3_towns,Scotland,2010,renter,total,61
3_towns,Scotland,2010,renter,p1,13
3_towns,Scotland,2010,renter,p2,35
3_towns,Scotland,2010,renter,p3,2
3_towns,Scotland,2010,renter,p4_or_more,11
3_towns,Scotland,2018,total,total,634
3_towns,Scotland,2018,owner,total,581
3_towns,Scotland,2018,owner,p1,109
3_towns,Scotland,2018,owner,p2,256
3_towns,Scotland,2018,owner,p3,90
3_towns,Scotland,2018,owner,p4_or_more,126
3_towns,Scotland,2018,renter,total,53
3_towns,Scotland,2018,renter,p1,16
3_towns,Scotland,2018,renter,p2,29
3_towns,Scotland,2018,renter,p3,0
3_towns,Scotland,2018,renter,p4_or_more,8
3_towns,Seymour,2010,total,total,6444
3_towns,Seymour,2010,owner,total,4906
3_towns,Seymour,2010,owner,p1,1114
3_towns,Seymour,2010,owner,p2,1385
3_towns,Seymour,2010,owner,p3,909
3_towns,Seymour,2010,owner,p4_or_more,1498
3_towns,Seymour,2010,renter,total,1538
3_towns,Seymour,2010,renter,p1,685
3_towns,Seymour,2010,renter,p2,601
3_towns,Seymour,2010,renter,p3,111
3_towns,Seymour,2010,renter,p4_or_more,141
3_towns,Seymour,2018,total,total,6239
3_towns,Seymour,2018,owner,total,4494
3_towns,Seymour,2018,owner,p1,951
3_towns,Seymour,2018,owner,p2,1388
3_towns,Seymour,2018,owner,p3,892
3_towns,Seymour,2018,owner,p4_or_more,1263
3_towns,Seymour,2018,renter,total,1745
3_towns,Seymour,2018,renter,p1,990
3_towns,Seymour,2018,renter,p2,414
3_towns,Seymour,2018,renter,p3,88
3_towns,Seymour,2018,renter,p4_or_more,253
3_towns,Sharon,2010,total,total,1185
3_towns,Sharon,2010,owner,total,900
3_towns,Sharon,2010,owner,p1,251
3_towns,Sharon,2010,owner,p2,411
3_towns,Sharon,2010,owner,p3,119
3_towns,Sharon,2010,owner,p4_or_more,119
3_towns,Sharon,2010,renter,total,285
3_towns,Sharon,2010,renter,p1,121
3_towns,Sharon,2010,renter,p2,64
3_towns,Sharon,2010,renter,p3,33
3_towns,Sharon,2010,renter,p4_or_more,67
3_towns,Sharon,2018,total,total,1296
3_towns,Sharon,2018,owner,total,979
3_towns,Sharon,2018,owner,p1,316
3_towns,Sharon,2018,owner,p2,481
3_towns,Sharon,2018,owner,p3,110
3_towns,Sharon,2018,owner,p4_or_more,72
3_towns,Sharon,2018,renter,total,317
3_towns,Sharon,2018,renter,p1,101
3_towns,Sharon,2018,renter,p2,160
3_towns,Sharon,2018,renter,p3,0
3_towns,Sharon,2018,renter,p4_or_more,56
3_towns,Shelton,2010,total,total,14829
3_towns,Shelton,2010,owner,total,12352
3_towns,Shelton,2010,owner,p1,2398
3_towns,Shelton,2010,owner,p2,4208
3_towns,Shelton,2010,owner,p3,2192
3_towns,Shelton,2010,owner,p4_or_more,3554
3_towns,Shelton,2010,renter,total,2477
3_towns,Shelton,2010,renter,p1,1384
3_towns,Shelton,2010,renter,p2,509
3_towns,Shelton,2010,renter,p3,325
3_towns,Shelton,2010,renter,p4_or_more,259
3_towns,Shelton,2018,total,total,16351
3_towns,Shelton,2018,owner,total,13262
3_towns,Shelton,2018,owner,p1,3027
3_towns,Shelton,2018,owner,p2,5256
3_towns,Shelton,2018,owner,p3,2176
3_towns,Shelton,2018,owner,p4_or_more,2803
3_towns,Shelton,2018,renter,total,3089
3_towns,Shelton,2018,renter,p1,1331
3_towns,Shelton,2018,renter,p2,828
3_towns,Shelton,2018,renter,p3,449
3_towns,Shelton,2018,renter,p4_or_more,481
3_towns,Sherman,2010,total,total,1301
3_towns,Sherman,2010,owner,total,1221
3_towns,Sherman,2010,owner,p1,177
3_towns,Sherman,2010,owner,p2,476
3_towns,Sherman,2010,owner,p3,185
3_towns,Sherman,2010,owner,p4_or_more,383
3_towns,Sherman,2010,renter,total,80
3_towns,Sherman,2010,renter,p1,48
3_towns,Sherman,2010,renter,p2,22
3_towns,Sherman,2010,renter,p3,10
3_towns,Sherman,2010,renter,p4_or_more,0
3_towns,Sherman,2018,total,total,1477
3_towns,Sherman,2018,owner,total,1286
3_towns,Sherman,2018,owner,p1,327
3_towns,Sherman,2018,owner,p2,575
3_towns,Sherman,2018,owner,p3,110
3_towns,Sherman,2018,owner,p4_or_more,274
3_towns,Sherman,2018,renter,total,191
3_towns,Sherman,2018,renter,p1,41
3_towns,Sherman,2018,renter,p2,73
3_towns,Sherman,2018,renter,p3,30
3_towns,Sherman,2018,renter,p4_or_more,47
3_towns,Simsbury,2010,total,total,8570
3_towns,Simsbury,2010,owner,total,7377
3_towns,Simsbury,2010,owner,p1,1194
3_towns,Simsbury,2010,owner,p2,2393
3_towns,Simsbury,2010,owner,p3,1401
3_towns,Simsbury,2010,owner,p4_or_more,2389
3_towns,Simsbury,2010,renter,total,1193
3_towns,Simsbury,2010,renter,p1,571
3_towns,Simsbury,2010,renter,p2,334
3_towns,Simsbury,2010,renter,p3,178
3_towns,Simsbury,2010,renter,p4_or_more,110
3_towns,Simsbury,2018,total,total,9279
3_towns,Simsbury,2018,owner,total,7537
3_towns,Simsbury,2018,owner,p1,1321
3_towns,Simsbury,2018,owner,p2,2931
3_towns,Simsbury,2018,owner,p3,1267
3_towns,Simsbury,2018,owner,p4_or_more,2018
3_towns,Simsbury,2018,renter,total,1742
3_towns,Simsbury,2018,renter,p1,784
3_towns,Simsbury,2018,renter,p2,434
3_towns,Simsbury,2018,renter,p3,294
3_towns,Simsbury,2018,renter,p4_or_more,230
3_towns,Somers,2010,total,total,3339
3_towns,Somers,2010,owner,total,3173
3_towns,Somers,2010,owner,p1,355
3_towns,Somers,2010,owner,p2,1147
3_towns,Somers,2010,owner,p3,642
3_towns,Somers,2010,owner,p4_or_more,1029
3_towns,Somers,2010,renter,total,166
3_towns,Somers,2010,renter,p1,71
3_towns,Somers,2010,renter,p2,36
3_towns,Somers,2010,renter,p3,44
3_towns,Somers,2010,renter,p4_or_more,15
3_towns,Somers,2018,total,total,3466
3_towns,Somers,2018,owner,total,3049
3_towns,Somers,2018,owner,p1,375
3_towns,Somers,2018,owner,p2,1372
3_towns,Somers,2018,owner,p3,589
3_towns,Somers,2018,owner,p4_or_more,713
3_towns,Somers,2018,renter,total,417
3_towns,Somers,2018,renter,p1,141
3_towns,Somers,2018,renter,p2,143
3_towns,Somers,2018,renter,p3,75
3_towns,Somers,2018,renter,p4_or_more,58
3_towns,South Windsor,2010,total,total,9467
3_towns,South Windsor,2010,owner,total,8531
3_towns,South Windsor,2010,owner,p1,1667
3_towns,South Windsor,2010,owner,p2,2672
3_towns,South Windsor,2010,owner,p3,1442
3_towns,South Windsor,2010,owner,p4_or_more,2750
3_towns,South Windsor,2010,renter,total,936
3_towns,South Windsor,2010,renter,p1,485
3_towns,South Windsor,2010,renter,p2,258
3_towns,South Windsor,2010,renter,p3,102
3_towns,South Windsor,2010,renter,p4_or_more,91
3_towns,South Windsor,2018,total,total,9847
3_towns,South Windsor,2018,owner,total,8243
3_towns,South Windsor,2018,owner,p1,1598
3_towns,South Windsor,2018,owner,p2,2853
3_towns,South Windsor,2018,owner,p3,1584
3_towns,South Windsor,2018,owner,p4_or_more,2208
3_towns,South Windsor,2018,renter,total,1604
3_towns,South Windsor,2018,renter,p1,684
3_towns,South Windsor,2018,renter,p2,424
3_towns,South Windsor,2018,renter,p3,208
3_towns,South Windsor,2018,renter,p4_or_more,288
3_towns,Southbury,2010,total,total,7423
3_towns,Southbury,2010,owner,total,6638
3_towns,Southbury,2010,owner,p1,1945
3_towns,Southbury,2010,owner,p2,2263
3_towns,Southbury,2010,owner,p3,834
3_towns,Southbury,2010,owner,p4_or_more,1596
3_towns,Southbury,2010,renter,total,785
3_towns,Southbury,2010,renter,p1,524
3_towns,Southbury,2010,renter,p2,177
3_towns,Southbury,2010,renter,p3,10
3_towns,Southbury,2010,renter,p4_or_more,74
3_towns,Southbury,2018,total,total,7900
3_towns,Southbury,2018,owner,total,6768
3_towns,Southbury,2018,owner,p1,1928
3_towns,Southbury,2018,owner,p2,2472
3_towns,Southbury,2018,owner,p3,842
3_towns,Southbury,2018,owner,p4_or_more,1526
3_towns,Southbury,2018,renter,total,1132
3_towns,Southbury,2018,renter,p1,604
3_towns,Southbury,2018,renter,p2,357
3_towns,Southbury,2018,renter,p3,131
3_towns,Southbury,2018,renter,p4_or_more,40
3_towns,Southington,2010,total,total,16367
3_towns,Southington,2010,owner,total,13934
3_towns,Southington,2010,owner,p1,2796
3_towns,Southington,2010,owner,p2,4985
3_towns,Southington,2010,owner,p3,2169
3_towns,Southington,2010,owner,p4_or_more,3984
3_towns,Southington,2010,renter,total,2433
3_towns,Southington,2010,renter,p1,1153
3_towns,Southington,2010,renter,p2,797
3_towns,Southington,2010,renter,p3,243
3_towns,Southington,2010,renter,p4_or_more,240
3_towns,Southington,2018,total,total,17028
3_towns,Southington,2018,owner,total,14075
3_towns,Southington,2018,owner,p1,2920
3_towns,Southington,2018,owner,p2,5068
3_towns,Southington,2018,owner,p3,2759
3_towns,Southington,2018,owner,p4_or_more,3328
3_towns,Southington,2018,renter,total,2953
3_towns,Southington,2018,renter,p1,1481
3_towns,Southington,2018,renter,p2,748
3_towns,Southington,2018,renter,p3,320
3_towns,Southington,2018,renter,p4_or_more,404
3_towns,Sprague,2010,total,total,1224
3_towns,Sprague,2010,owner,total,862
3_towns,Sprague,2010,owner,p1,216
3_towns,Sprague,2010,owner,p2,387
3_towns,Sprague,2010,owner,p3,122
3_towns,Sprague,2010,owner,p4_or_more,137
3_towns,Sprague,2010,renter,total,362
3_towns,Sprague,2010,renter,p1,136
3_towns,Sprague,2010,renter,p2,55
3_towns,Sprague,2010,renter,p3,45
3_towns,Sprague,2010,renter,p4_or_more,126
3_towns,Sprague,2018,total,total,1187
3_towns,Sprague,2018,owner,total,788
3_towns,Sprague,2018,owner,p1,225
3_towns,Sprague,2018,owner,p2,257
3_towns,Sprague,2018,owner,p3,122
3_towns,Sprague,2018,owner,p4_or_more,184
3_towns,Sprague,2018,renter,total,399
3_towns,Sprague,2018,renter,p1,134
3_towns,Sprague,2018,renter,p2,121
3_towns,Sprague,2018,renter,p3,55
3_towns,Sprague,2018,renter,p4_or_more,89
3_towns,Stafford,2010,total,total,4750
3_towns,Stafford,2010,owner,total,3740
3_towns,Stafford,2010,owner,p1,718
3_towns,Stafford,2010,owner,p2,1367
3_towns,Stafford,2010,owner,p3,796
3_towns,Stafford,2010,owner,p4_or_more,859
3_towns,Stafford,2010,renter,total,1010
3_towns,Stafford,2010,renter,p1,496
3_towns,Stafford,2010,renter,p2,200
3_towns,Stafford,2010,renter,p3,125
3_towns,Stafford,2010,renter,p4_or_more,189
3_towns,Stafford,2018,total,total,4662
3_towns,Stafford,2018,owner,total,3440
3_towns,Stafford,2018,owner,p1,683
3_towns,Stafford,2018,owner,p2,1492
3_towns,Stafford,2018,owner,p3,533
3_towns,Stafford,2018,owner,p4_or_more,732
3_towns,Stafford,2018,renter,total,1222
3_towns,Stafford,2018,renter,p1,575
3_towns,Stafford,2018,renter,p2,270
3_towns,Stafford,2018,renter,p3,178
3_towns,Stafford,2018,renter,p4_or_more,199
3_towns,Stamford,2010,total,total,46396
3_towns,Stamford,2010,owner,total,26208
3_towns,Stamford,2010,owner,p1,6415
