level,name,year,tenure,hhlds,value,share
3_towns,Hamden,2010,owner,p2,5399,0.33
3_towns,Hamden,2010,owner,p3,3147,0.192
3_towns,Hamden,2010,owner,p4_or_more,3547,0.217
3_towns,Hamden,2018,owner,total,14698,NA
3_towns,Hamden,2018,owner,p1,3754,0.255
3_towns,Hamden,2018,owner,p2,5470,0.372
3_towns,Hamden,2018,owner,p3,2383,0.162
3_towns,Hamden,2018,owner,p4_or_more,3091,0.21
3_towns,Hampton,2000,owner,total,592,NA
3_towns,Hampton,2000,owner,p1,90,0.152
3_towns,Hampton,2000,owner,p2,240,0.405
3_towns,Hampton,2000,owner,p3,88,0.149
3_towns,Hampton,2000,owner,p4_or_more,174,0.294
3_towns,Hampton,2010,owner,total,670,NA
3_towns,Hampton,2010,owner,p1,93,0.139
3_towns,Hampton,2010,owner,p2,315,0.47
3_towns,Hampton,2010,owner,p3,130,0.194
3_towns,Hampton,2010,owner,p4_or_more,132,0.197
3_towns,Hampton,2018,owner,total,672,NA
3_towns,Hampton,2018,owner,p1,164,0.244
3_towns,Hampton,2018,owner,p2,282,0.42
3_towns,Hampton,2018,owner,p3,125,0.186
3_towns,Hampton,2018,owner,p4_or_more,101,0.15
3_towns,Hartford,2000,owner,total,11064,NA
3_towns,Hartford,2000,owner,p1,2790,0.252
3_towns,Hartford,2000,owner,p2,3229,0.292
3_towns,Hartford,2000,owner,p3,1837,0.166
3_towns,Hartford,2000,owner,p4_or_more,3208,0.29
3_towns,Hartford,2010,owner,total,11890,NA
3_towns,Hartford,2010,owner,p1,3342,0.281
3_towns,Hartford,2010,owner,p2,3386,0.285
3_towns,Hartford,2010,owner,p3,2287,0.192
3_towns,Hartford,2010,owner,p4_or_more,2875,0.242
3_towns,Hartford,2018,owner,total,10933,NA
3_towns,Hartford,2018,owner,p1,2897,0.265
3_towns,Hartford,2018,owner,p2,3211,0.294
3_towns,Hartford,2018,owner,p3,1973,0.18
3_towns,Hartford,2018,owner,p4_or_more,2852,0.261
3_towns,Hartland,2000,owner,total,648,NA
3_towns,Hartland,2000,owner,p1,75,0.116
3_towns,Hartland,2000,owner,p2,252,0.389
3_towns,Hartland,2000,owner,p3,110,0.17
3_towns,Hartland,2000,owner,p4_or_more,211,0.326
3_towns,Hartland,2010,owner,total,674,NA
3_towns,Hartland,2010,owner,p1,68,0.101
3_towns,Hartland,2010,owner,p2,307,0.455
3_towns,Hartland,2010,owner,p3,104,0.154
3_towns,Hartland,2010,owner,p4_or_more,195,0.289
3_towns,Hartland,2018,owner,total,734,NA
3_towns,Hartland,2018,owner,p1,169,0.23
3_towns,Hartland,2018,owner,p2,308,0.42
3_towns,Hartland,2018,owner,p3,106,0.144
3_towns,Hartland,2018,owner,p4_or_more,151,0.206
3_towns,Harwinton,2000,owner,total,1822,NA
3_towns,Harwinton,2000,owner,p1,282,0.155
3_towns,Harwinton,2000,owner,p2,698,0.383
3_towns,Harwinton,2000,owner,p3,329,0.181
3_towns,Harwinton,2000,owner,p4_or_more,513,0.282
3_towns,Harwinton,2010,owner,total,2028,NA
3_towns,Harwinton,2010,owner,p1,347,0.171
3_towns,Harwinton,2010,owner,p2,780,0.385
3_towns,Harwinton,2010,owner,p3,256,0.126
3_towns,Harwinton,2010,owner,p4_or_more,645,0.318
3_towns,Harwinton,2018,owner,total,1890,NA
3_towns,Harwinton,2018,owner,p1,202,0.107
3_towns,Harwinton,2018,owner,p2,850,0.45
3_towns,Harwinton,2018,owner,p3,376,0.199
3_towns,Harwinton,2018,owner,p4_or_more,462,0.244
3_towns,Hebron,2000,owner,total,2669,NA
3_towns,Hebron,2000,owner,p1,277,0.104
3_towns,Hebron,2000,owner,p2,894,0.335
3_towns,Hebron,2000,owner,p3,551,0.206
3_towns,Hebron,2000,owner,p4_or_more,947,0.355
3_towns,Hebron,2010,owner,total,3070,NA
3_towns,Hebron,2010,owner,p1,243,0.079
3_towns,Hebron,2010,owner,p2,1092,0.356
3_towns,Hebron,2010,owner,p3,589,0.192
3_towns,Hebron,2010,owner,p4_or_more,1146,0.373
3_towns,Hebron,2018,owner,total,3318,NA
3_towns,Hebron,2018,owner,p1,547,0.165
3_towns,Hebron,2018,owner,p2,1335,0.402
3_towns,Hebron,2018,owner,p3,608,0.183
3_towns,Hebron,2018,owner,p4_or_more,828,0.25
3_towns,Kent,2000,owner,total,836,NA
3_towns,Kent,2000,owner,p1,191,0.228
3_towns,Kent,2000,owner,p2,320,0.383
3_towns,Kent,2000,owner,p3,134,0.16
3_towns,Kent,2000,owner,p4_or_more,191,0.228
3_towns,Kent,2010,owner,total,945,NA
3_towns,Kent,2010,owner,p1,225,0.238
3_towns,Kent,2010,owner,p2,480,0.508
3_towns,Kent,2010,owner,p3,81,0.086
3_towns,Kent,2010,owner,p4_or_more,159,0.168
3_towns,Kent,2018,owner,total,885,NA
3_towns,Kent,2018,owner,p1,257,0.29
3_towns,Kent,2018,owner,p2,454,0.513
3_towns,Kent,2018,owner,p3,72,0.081
3_towns,Kent,2018,owner,p4_or_more,102,0.115
3_towns,Killingly,2000,owner,total,4112,NA
3_towns,Killingly,2000,owner,p1,779,0.189
3_towns,Killingly,2000,owner,p2,1479,0.36
3_towns,Killingly,2000,owner,p3,759,0.185
3_towns,Killingly,2000,owner,p4_or_more,1095,0.266
3_towns,Killingly,2010,owner,total,4751,NA
3_towns,Killingly,2010,owner,p1,851,0.179
3_towns,Killingly,2010,owner,p2,1689,0.356
3_towns,Killingly,2010,owner,p3,1083,0.228
3_towns,Killingly,2010,owner,p4_or_more,1128,0.237
3_towns,Killingly,2018,owner,total,4715,NA
3_towns,Killingly,2018,owner,p1,1268,0.269
3_towns,Killingly,2018,owner,p2,1705,0.362
3_towns,Killingly,2018,owner,p3,907,0.192
3_towns,Killingly,2018,owner,p4_or_more,835,0.177
3_towns,Killingworth,2000,owner,total,2099,NA
3_towns,Killingworth,2000,owner,p1,329,0.157
3_towns,Killingworth,2000,owner,p2,752,0.358
3_towns,Killingworth,2000,owner,p3,401,0.191
3_towns,Killingworth,2000,owner,p4_or_more,617,0.294
3_towns,Killingworth,2010,owner,total,2377,NA
3_towns,Killingworth,2010,owner,p1,348,0.146
3_towns,Killingworth,2010,owner,p2,900,0.379
3_towns,Killingworth,2010,owner,p3,363,0.153
3_towns,Killingworth,2010,owner,p4_or_more,766,0.322
3_towns,Killingworth,2018,owner,total,2141,NA
3_towns,Killingworth,2018,owner,p1,333,0.156
3_towns,Killingworth,2018,owner,p2,821,0.383
3_towns,Killingworth,2018,owner,p3,390,0.182
3_towns,Killingworth,2018,owner,p4_or_more,597,0.279
3_towns,Lebanon,2000,owner,total,2164,NA
3_towns,Lebanon,2000,owner,p1,287,0.133
3_towns,Lebanon,2000,owner,p2,783,0.362
3_towns,Lebanon,2000,owner,p3,437,0.202
3_towns,Lebanon,2000,owner,p4_or_more,657,0.304
3_towns,Lebanon,2010,owner,total,2438,NA
3_towns,Lebanon,2010,owner,p1,437,0.179
3_towns,Lebanon,2010,owner,p2,1031,0.423
3_towns,Lebanon,2010,owner,p3,328,0.135
3_towns,Lebanon,2010,owner,p4_or_more,642,0.263
3_towns,Lebanon,2018,owner,total,2590,NA
3_towns,Lebanon,2018,owner,p1,369,0.142
3_towns,Lebanon,2018,owner,p2,1199,0.463
3_towns,Lebanon,2018,owner,p3,535,0.207
3_towns,Lebanon,2018,owner,p4_or_more,487,0.188
3_towns,Ledyard,2000,owner,total,4354,NA
3_towns,Ledyard,2000,owner,p1,630,0.145
3_towns,Ledyard,2000,owner,p2,1578,0.362
3_towns,Ledyard,2000,owner,p3,795,0.183
3_towns,Ledyard,2000,owner,p4_or_more,1351,0.31
3_towns,Ledyard,2010,owner,total,4716,NA
3_towns,Ledyard,2010,owner,p1,806,0.171
3_towns,Ledyard,2010,owner,p2,1775,0.376
3_towns,Ledyard,2010,owner,p3,785,0.166
3_towns,Ledyard,2010,owner,p4_or_more,1350,0.286
3_towns,Ledyard,2018,owner,total,4684,NA
3_towns,Ledyard,2018,owner,p1,886,0.189
3_towns,Ledyard,2018,owner,p2,1951,0.417
3_towns,Ledyard,2018,owner,p3,767,0.164
3_towns,Ledyard,2018,owner,p4_or_more,1080,0.231
3_towns,Lisbon,2000,owner,total,1351,NA
3_towns,Lisbon,2000,owner,p1,225,0.167
3_towns,Lisbon,2000,owner,p2,487,0.36
3_towns,Lisbon,2000,owner,p3,260,0.192
3_towns,Lisbon,2000,owner,p4_or_more,379,0.281
3_towns,Lisbon,2010,owner,total,1488,NA
3_towns,Lisbon,2010,owner,p1,280,0.188
3_towns,Lisbon,2010,owner,p2,497,0.334
3_towns,Lisbon,2010,owner,p3,266,0.179
3_towns,Lisbon,2010,owner,p4_or_more,445,0.299
3_towns,Lisbon,2018,owner,total,1450,NA
3_towns,Lisbon,2018,owner,p1,279,0.192
3_towns,Lisbon,2018,owner,p2,527,0.363
3_towns,Lisbon,2018,owner,p3,264,0.182
3_towns,Lisbon,2018,owner,p4_or_more,380,0.262
3_towns,Litchfield,2000,owner,total,2598,NA
3_towns,Litchfield,2000,owner,p1,486,0.187
3_towns,Litchfield,2000,owner,p2,1010,0.389
3_towns,Litchfield,2000,owner,p3,428,0.165
3_towns,Litchfield,2000,owner,p4_or_more,674,0.259
3_towns,Litchfield,2010,owner,total,2797,NA
3_towns,Litchfield,2010,owner,p1,470,0.168
3_towns,Litchfield,2010,owner,p2,1208,0.432
3_towns,Litchfield,2010,owner,p3,480,0.172
3_towns,Litchfield,2010,owner,p4_or_more,639,0.228
3_towns,Litchfield,2018,owner,total,2737,NA
3_towns,Litchfield,2018,owner,p1,605,0.221
3_towns,Litchfield,2018,owner,p2,1254,0.458
3_towns,Litchfield,2018,owner,p3,380,0.139
3_towns,Litchfield,2018,owner,p4_or_more,498,0.182
3_towns,Lyme,2000,owner,total,733,NA
3_towns,Lyme,2000,owner,p1,156,0.213
3_towns,Lyme,2000,owner,p2,339,0.462
3_towns,Lyme,2000,owner,p3,107,0.146
3_towns,Lyme,2000,owner,p4_or_more,131,0.179
3_towns,Lyme,2010,owner,total,865,NA
3_towns,Lyme,2010,owner,p1,185,0.214
3_towns,Lyme,2010,owner,p2,420,0.486
3_towns,Lyme,2010,owner,p3,83,0.096
3_towns,Lyme,2010,owner,p4_or_more,177,0.205
3_towns,Lyme,2018,owner,total,921,NA
3_towns,Lyme,2018,owner,p1,211,0.229
3_towns,Lyme,2018,owner,p2,429,0.466
3_towns,Lyme,2018,owner,p3,142,0.154
3_towns,Lyme,2018,owner,p4_or_more,139,0.151
3_towns,Madison,2000,owner,total,5746,NA
3_towns,Madison,2000,owner,p1,819,0.143
3_towns,Madison,2000,owner,p2,2100,0.365
3_towns,Madison,2000,owner,p3,990,0.172
3_towns,Madison,2000,owner,p4_or_more,1837,0.32
3_towns,Madison,2010,owner,total,5960,NA
3_towns,Madison,2010,owner,p1,847,0.142
3_towns,Madison,2010,owner,p2,2330,0.391
3_towns,Madison,2010,owner,p3,962,0.161
3_towns,Madison,2010,owner,p4_or_more,1821,0.306
3_towns,Madison,2018,owner,total,5958,NA
3_towns,Madison,2018,owner,p1,976,0.164
3_towns,Madison,2018,owner,p2,2592,0.435
3_towns,Madison,2018,owner,p3,1040,0.175
3_towns,Madison,2018,owner,p4_or_more,1350,0.227
3_towns,Manchester,2000,owner,total,13059,NA
3_towns,Manchester,2000,owner,p1,3096,0.237
3_towns,Manchester,2000,owner,p2,4924,0.377
3_towns,Manchester,2000,owner,p3,2087,0.16
3_towns,Manchester,2000,owner,p4_or_more,2952,0.226
3_towns,Manchester,2010,owner,total,14768,NA
3_towns,Manchester,2010,owner,p1,3920,0.265
3_towns,Manchester,2010,owner,p2,5556,0.376
3_towns,Manchester,2010,owner,p3,2203,0.149
3_towns,Manchester,2010,owner,p4_or_more,3089,0.209
3_towns,Manchester,2018,owner,total,13538,NA
3_towns,Manchester,2018,owner,p1,3468,0.256
3_towns,Manchester,2018,owner,p2,5248,0.388
3_towns,Manchester,2018,owner,p3,2219,0.164
3_towns,Manchester,2018,owner,p4_or_more,2603,0.192
3_towns,Mansfield,2000,owner,total,3271,NA
3_towns,Mansfield,2000,owner,p1,732,0.224
3_towns,Mansfield,2000,owner,p2,1262,0.386
3_towns,Mansfield,2000,owner,p3,538,0.164
3_towns,Mansfield,2000,owner,p4_or_more,739,0.226
3_towns,Mansfield,2010,owner,total,3920,NA
3_towns,Mansfield,2010,owner,p1,792,0.202
3_towns,Mansfield,2010,owner,p2,1579,0.403
3_towns,Mansfield,2010,owner,p3,691,0.176
3_towns,Mansfield,2010,owner,p4_or_more,858,0.219
3_towns,Mansfield,2018,owner,total,3035,NA
3_towns,Mansfield,2018,owner,p1,685,0.226
3_towns,Mansfield,2018,owner,p2,1249,0.412
3_towns,Mansfield,2018,owner,p3,456,0.15
3_towns,Mansfield,2018,owner,p4_or_more,645,0.213
3_towns,Marlborough,2000,owner,total,1811,NA
3_towns,Marlborough,2000,owner,p1,186,0.103
3_towns,Marlborough,2000,owner,p2,701,0.387
3_towns,Marlborough,2000,owner,p3,337,0.186
3_towns,Marlborough,2000,owner,p4_or_more,587,0.324
3_towns,Marlborough,2010,owner,total,1994,NA
3_towns,Marlborough,2010,owner,p1,210,0.105
3_towns,Marlborough,2010,owner,p2,761,0.382
3_towns,Marlborough,2010,owner,p3,446,0.224
3_towns,Marlborough,2010,owner,p4_or_more,577,0.289
3_towns,Marlborough,2018,owner,total,2113,NA
3_towns,Marlborough,2018,owner,p1,245,0.116
3_towns,Marlborough,2018,owner,p2,947,0.448
3_towns,Marlborough,2018,owner,p3,438,0.207
3_towns,Marlborough,2018,owner,p4_or_more,483,0.229
3_towns,Meriden,2000,owner,total,13743,NA
3_towns,Meriden,2000,owner,p1,3080,0.224
3_towns,Meriden,2000,owner,p2,4877,0.355
3_towns,Meriden,2000,owner,p3,2390,0.174
3_towns,Meriden,2000,owner,p4_or_more,3396,0.247
3_towns,Meriden,2010,owner,total,15225,NA
3_towns,Meriden,2010,owner,p1,3507,0.23
3_towns,Meriden,2010,owner,p2,5439,0.357
3_towns,Meriden,2010,owner,p3,2913,0.191
3_towns,Meriden,2010,owner,p4_or_more,3366,0.221
3_towns,Meriden,2018,owner,total,15411,NA
3_towns,Meriden,2018,owner,p1,4335,0.281
3_towns,Meriden,2018,owner,p2,6090,0.395
3_towns,Meriden,2018,owner,p3,2229,0.145
3_towns,Meriden,2018,owner,p4_or_more,2757,0.179
3_towns,Middlebury,2000,owner,total,2135,NA
3_towns,Middlebury,2000,owner,p1,359,0.168
3_towns,Middlebury,2000,owner,p2,768,0.36
3_towns,Middlebury,2000,owner,p3,400,0.187
3_towns,Middlebury,2000,owner,p4_or_more,608,0.285
3_towns,Middlebury,2010,owner,total,2409,NA
3_towns,Middlebury,2010,owner,p1,302,0.125
3_towns,Middlebury,2010,owner,p2,894,0.371
3_towns,Middlebury,2010,owner,p3,421,0.175
3_towns,Middlebury,2010,owner,p4_or_more,792,0.329
3_towns,Middlebury,2018,owner,total,2487,NA
3_towns,Middlebury,2018,owner,p1,449,0.181
3_towns,Middlebury,2018,owner,p2,979,0.394
3_towns,Middlebury,2018,owner,p3,363,0.146
3_towns,Middlebury,2018,owner,p4_or_more,696,0.28
3_towns,Middlefield,2000,owner,total,1389,NA
3_towns,Middlefield,2000,owner,p1,251,0.181
3_towns,Middlefield,2000,owner,p2,510,0.367
3_towns,Middlefield,2000,owner,p3,251,0.181
3_towns,Middlefield,2000,owner,p4_or_more,377,0.271
3_towns,Middlefield,2010,owner,total,1452,NA
3_towns,Middlefield,2010,owner,p1,272,0.187
3_towns,Middlefield,2010,owner,p2,449,0.309
3_towns,Middlefield,2010,owner,p3,213,0.147
3_towns,Middlefield,2010,owner,p4_or_more,518,0.357
3_towns,Middlefield,2018,owner,total,1589,NA
3_towns,Middlefield,2018,owner,p1,392,0.247
3_towns,Middlefield,2018,owner,p2,592,0.373
3_towns,Middlefield,2018,owner,p3,250,0.157
3_towns,Middlefield,2018,owner,p4_or_more,355,0.223
3_towns,Middletown,2000,owner,total,9520,NA
3_towns,Middletown,2000,owner,p1,2243,0.236
3_towns,Middletown,2000,owner,p2,3542,0.372
3_towns,Middletown,2000,owner,p3,1619,0.17
3_towns,Middletown,2000,owner,p4_or_more,2116,0.222
3_towns,Middletown,2010,owner,total,11785,NA
3_towns,Middletown,2010,owner,p1,3140,0.266
3_towns,Middletown,2010,owner,p2,4198,0.356
3_towns,Middletown,2010,owner,p3,1892,0.161
3_towns,Middletown,2010,owner,p4_or_more,2555,0.217
3_towns,Middletown,2018,owner,total,10082,NA
3_towns,Middletown,2018,owner,p1,2674,0.265
3_towns,Middletown,2018,owner,p2,3658,0.363
3_towns,Middletown,2018,owner,p3,1838,0.182
3_towns,Middletown,2018,owner,p4_or_more,1912,0.19
3_towns,Milford,2000,owner,total,16148,NA
3_towns,Milford,2000,owner,p1,3504,0.217
3_towns,Milford,2000,owner,p2,5618,0.348
3_towns,Milford,2000,owner,p3,2839,0.176
3_towns,Milford,2000,owner,p4_or_more,4187,0.259
3_towns,Milford,2010,owner,total,16402,NA
3_towns,Milford,2010,owner,p1,3727,0.227
3_towns,Milford,2010,owner,p2,5622,0.343
3_towns,Milford,2010,owner,p3,2899,0.177
3_towns,Milford,2010,owner,p4_or_more,4154,0.253
3_towns,Milford,2018,owner,total,16578,NA
3_towns,Milford,2018,owner,p1,4185,0.252
3_towns,Milford,2018,owner,p2,6229,0.376
3_towns,Milford,2018,owner,p3,3037,0.183
3_towns,Milford,2018,owner,p4_or_more,3127,0.189
3_towns,Monroe,2000,owner,total,6054,NA
3_towns,Monroe,2000,owner,p1,802,0.132
3_towns,Monroe,2000,owner,p2,1860,0.307
3_towns,Monroe,2000,owner,p3,1075,0.178
3_towns,Monroe,2000,owner,p4_or_more,2317,0.383
3_towns,Monroe,2010,owner,total,6059,NA
3_towns,Monroe,2010,owner,p1,899,0.148
3_towns,Monroe,2010,owner,p2,1980,0.327
3_towns,Monroe,2010,owner,p3,992,0.164
3_towns,Monroe,2010,owner,p4_or_more,2188,0.361
3_towns,Monroe,2018,owner,total,6142,NA
3_towns,Monroe,2018,owner,p1,970,0.158
3_towns,Monroe,2018,owner,p2,1999,0.325
3_towns,Monroe,2018,owner,p3,1270,0.207
3_towns,Monroe,2018,owner,p4_or_more,1903,0.31
3_towns,Montville,2000,owner,total,4973,NA
3_towns,Montville,2000,owner,p1,854,0.172
3_towns,Montville,2000,owner,p2,1763,0.355
3_towns,Montville,2000,owner,p3,935,0.188
3_towns,Montville,2000,owner,p4_or_more,1421,0.286
3_towns,Montville,2010,owner,total,5265,NA
3_towns,Montville,2010,owner,p1,1009,0.192
3_towns,Montville,2010,owner,p2,1924,0.365
3_towns,Montville,2010,owner,p3,918,0.174
3_towns,Montville,2010,owner,p4_or_more,1414,0.269
3_towns,Montville,2018,owner,total,5612,NA
3_towns,Montville,2018,owner,p1,1037,0.185
3_towns,Montville,2018,owner,p2,2280,0.406
3_towns,Montville,2018,owner,p3,1009,0.18
3_towns,Montville,2018,owner,p4_or_more,1286,0.229
3_towns,Morris,2000,owner,total,714,NA
3_towns,Morris,2000,owner,p1,127,0.178
3_towns,Morris,2000,owner,p2,269,0.377
3_towns,Morris,2000,owner,p3,121,0.169
3_towns,Morris,2000,owner,p4_or_more,197,0.276
3_towns,Morris,2010,owner,total,838,NA
3_towns,Morris,2010,owner,p1,148,0.177
3_towns,Morris,2010,owner,p2,377,0.45
3_towns,Morris,2010,owner,p3,105,0.125
3_towns,Morris,2010,owner,p4_or_more,208,0.248
3_towns,Morris,2018,owner,total,729,NA
3_towns,Morris,2018,owner,p1,131,0.18
3_towns,Morris,2018,owner,p2,282,0.387
3_towns,Morris,2018,owner,p3,102,0.14
3_towns,Morris,2018,owner,p4_or_more,214,0.294
3_towns,Naugatuck,2000,owner,total,7863,NA
3_towns,Naugatuck,2000,owner,p1,1394,0.177
3_towns,Naugatuck,2000,owner,p2,2512,0.319
3_towns,Naugatuck,2000,owner,p3,1510,0.192
3_towns,Naugatuck,2000,owner,p4_or_more,2447,0.311
3_towns,Naugatuck,2010,owner,total,8710,NA
3_towns,Naugatuck,2010,owner,p1,1831,0.21
3_towns,Naugatuck,2010,owner,p2,2795,0.321
3_towns,Naugatuck,2010,owner,p3,1849,0.212
3_towns,Naugatuck,2010,owner,p4_or_more,2235,0.257
3_towns,Naugatuck,2018,owner,total,7772,NA
3_towns,Naugatuck,2018,owner,p1,1387,0.178
3_towns,Naugatuck,2018,owner,p2,2725,0.351
3_towns,Naugatuck,2018,owner,p3,1593,0.205
3_towns,Naugatuck,2018,owner,p4_or_more,2067,0.266
3_towns,New Britain,2000,owner,total,12191,NA
3_towns,New Britain,2000,owner,p1,3185,0.261
3_towns,New Britain,2000,owner,p2,4241,0.348
3_towns,New Britain,2000,owner,p3,1991,0.163
3_towns,New Britain,2000,owner,p4_or_more,2774,0.228
3_towns,New Britain,2010,owner,total,13185,NA
3_towns,New Britain,2010,owner,p1,3539,0.268
3_towns,New Britain,2010,owner,p2,4640,0.352
3_towns,New Britain,2010,owner,p3,2199,0.167
3_towns,New Britain,2010,owner,p4_or_more,2807,0.213
3_towns,New Britain,2018,owner,total,11665,NA
3_towns,New Britain,2018,owner,p1,2848,0.244
3_towns,New Britain,2018,owner,p2,4482,0.384
3_towns,New Britain,2018,owner,p3,1965,0.168
3_towns,New Britain,2018,owner,p4_or_more,2370,0.203
3_towns,New Canaan,2000,owner,total,5650,NA
3_towns,New Canaan,2000,owner,p1,867,0.153
3_towns,New Canaan,2000,owner,p2,1875,0.332
3_towns,New Canaan,2000,owner,p3,857,0.152
3_towns,New Canaan,2000,owner,p4_or_more,2051,0.363
3_towns,New Canaan,2010,owner,total,5616,NA
3_towns,New Canaan,2010,owner,p1,836,0.149
3_towns,New Canaan,2010,owner,p2,1765,0.314
3_towns,New Canaan,2010,owner,p3,973,0.173
3_towns,New Canaan,2010,owner,p4_or_more,2042,0.364
3_towns,New Canaan,2018,owner,total,5552,NA
3_towns,New Canaan,2018,owner,p1,786,0.142
3_towns,New Canaan,2018,owner,p2,1954,0.352
3_towns,New Canaan,2018,owner,p3,809,0.146
3_towns,New Canaan,2018,owner,p4_or_more,2003,0.361
3_towns,New Fairfield,2000,owner,total,4334,NA
3_towns,New Fairfield,2000,owner,p1,496,0.114
3_towns,New Fairfield,2000,owner,p2,1363,0.314
3_towns,New Fairfield,2000,owner,p3,835,0.193
3_towns,New Fairfield,2000,owner,p4_or_more,1640,0.378
3_towns,New Fairfield,2010,owner,total,4471,NA
3_towns,New Fairfield,2010,owner,p1,753,0.168
3_towns,New Fairfield,2010,owner,p2,1441,0.322
3_towns,New Fairfield,2010,owner,p3,604,0.135
3_towns,New Fairfield,2010,owner,p4_or_more,1673,0.374
3_towns,New Fairfield,2018,owner,total,4727,NA
3_towns,New Fairfield,2018,owner,p1,815,0.172
3_towns,New Fairfield,2018,owner,p2,1788,0.378
3_towns,New Fairfield,2018,owner,p3,976,0.206
3_towns,New Fairfield,2018,owner,p4_or_more,1148,0.243
3_towns,New Hartford,2000,owner,total,1925,NA
3_towns,New Hartford,2000,owner,p1,255,0.132
3_towns,New Hartford,2000,owner,p2,702,0.365
3_towns,New Hartford,2000,owner,p3,383,0.199
3_towns,New Hartford,2000,owner,p4_or_more,585,0.304
3_towns,New Hartford,2010,owner,total,2365,NA
3_towns,New Hartford,2010,owner,p1,442,0.187
3_towns,New Hartford,2010,owner,p2,937,0.396
3_towns,New Hartford,2010,owner,p3,344,0.145
3_towns,New Hartford,2010,owner,p4_or_more,642,0.271
3_towns,New Hartford,2018,owner,total,2294,NA
3_towns,New Hartford,2018,owner,p1,504,0.22
3_towns,New Hartford,2018,owner,p2,778,0.339
3_towns,New Hartford,2018,owner,p3,406,0.177
3_towns,New Hartford,2018,owner,p4_or_more,606,0.264
3_towns,New Haven,2000,owner,total,13927,NA
3_towns,New Haven,2000,owner,p1,3603,0.259
3_towns,New Haven,2000,owner,p2,4597,0.33
3_towns,New Haven,2000,owner,p3,2305,0.166
3_towns,New Haven,2000,owner,p4_or_more,3422,0.246
3_towns,New Haven,2010,owner,total,15300,NA
3_towns,New Haven,2010,owner,p1,3749,0.245
3_towns,New Haven,2010,owner,p2,5155,0.337
3_towns,New Haven,2010,owner,p3,2566,0.168
3_towns,New Haven,2010,owner,p4_or_more,3830,0.25
3_towns,New Haven,2018,owner,total,13727,NA
3_towns,New Haven,2018,owner,p1,4405,0.321
3_towns,New Haven,2018,owner,p2,4402,0.321
3_towns,New Haven,2018,owner,p3,2153,0.157
3_towns,New Haven,2018,owner,p4_or_more,2767,0.202
3_towns,New London,2000,owner,total,3861,NA
3_towns,New London,2000,owner,p1,1132,0.293
3_towns,New London,2000,owner,p2,1377,0.357
3_towns,New London,2000,owner,p3,599,0.155
3_towns,New London,2000,owner,p4_or_more,753,0.195
3_towns,New London,2010,owner,total,3884,NA
3_towns,New London,2010,owner,p1,1165,0.3
3_towns,New London,2010,owner,p2,1466,0.377
3_towns,New London,2010,owner,p3,568,0.146
3_towns,New London,2010,owner,p4_or_more,685,0.176
3_towns,New London,2018,owner,total,3832,NA
3_towns,New London,2018,owner,p1,1258,0.328
3_towns,New London,2018,owner,p2,1384,0.361
3_towns,New London,2018,owner,p3,559,0.146
3_towns,New London,2018,owner,p4_or_more,631,0.165
3_towns,New Milford,2000,owner,total,7771,NA
3_towns,New Milford,2000,owner,p1,1263,0.163
3_towns,New Milford,2000,owner,p2,2605,0.335
3_towns,New Milford,2000,owner,p3,1445,0.186
3_towns,New Milford,2000,owner,p4_or_more,2458,0.316
3_towns,New Milford,2010,owner,total,8820,NA
3_towns,New Milford,2010,owner,p1,1613,0.183
3_towns,New Milford,2010,owner,p2,2987,0.339
3_towns,New Milford,2010,owner,p3,1429,0.162
3_towns,New Milford,2010,owner,p4_or_more,2791,0.316
3_towns,New Milford,2018,owner,total,8235,NA
3_towns,New Milford,2018,owner,p1,1608,0.195
3_towns,New Milford,2018,owner,p2,3081,0.374
3_towns,New Milford,2018,owner,p3,1325,0.161
3_towns,New Milford,2018,owner,p4_or_more,2221,0.27
3_towns,Newington,2000,owner,total,9688,NA
3_towns,Newington,2000,owner,p1,2264,0.234
3_towns,Newington,2000,owner,p2,3592,0.371
3_towns,Newington,2000,owner,p3,1649,0.17
3_towns,Newington,2000,owner,p4_or_more,2183,0.225
3_towns,Newington,2010,owner,total,10087,NA
3_towns,Newington,2010,owner,p1,2608,0.259
3_towns,Newington,2010,owner,p2,3644,0.361
3_towns,Newington,2010,owner,p3,1674,0.166
3_towns,Newington,2010,owner,p4_or_more,2161,0.214
3_towns,Newington,2018,owner,total,9586,NA
3_towns,Newington,2018,owner,p1,2628,0.274
3_towns,Newington,2018,owner,p2,3442,0.359
3_towns,Newington,2018,owner,p3,1635,0.171
3_towns,Newington,2018,owner,p4_or_more,1881,0.196
3_towns,Newtown,2000,owner,total,7654,NA
3_towns,Newtown,2000,owner,p1,931,0.122
3_towns,Newtown,2000,owner,p2,2456,0.321
3_towns,Newtown,2000,owner,p3,1507,0.197
3_towns,Newtown,2000,owner,p4_or_more,2760,0.361
3_towns,Newtown,2010,owner,total,8051,NA
3_towns,Newtown,2010,owner,p1,1005,0.125
3_towns,Newtown,2010,owner,p2,2465,0.306
3_towns,Newtown,2010,owner,p3,1612,0.2
3_towns,Newtown,2010,owner,p4_or_more,2969,0.369
3_towns,Newtown,2018,owner,total,8649,NA
3_towns,Newtown,2018,owner,p1,1385,0.16
3_towns,Newtown,2018,owner,p2,3113,0.36
3_towns,Newtown,2018,owner,p3,1655,0.191
3_towns,Newtown,2018,owner,p4_or_more,2496,0.289
3_towns,Norfolk,2000,owner,total,500,NA
