level,name,year,group,value,change_from_prev_data_year
3_towns,Enfield,2000,other_households,1972,1267
3_towns,Essex,2000,other_households,240,-2311
3_towns,Fairfield,2000,other_households,2440,2104
3_towns,Farmington,2000,other_households,1010,-1107
3_towns,Franklin,2000,other_households,57,-1059
3_towns,Glastonbury,2000,other_households,1016,955
3_towns,Goshen,2000,other_households,77,-1205
3_towns,Granby,2000,other_households,303,249
3_towns,Greenwich,2000,other_households,2571,2372
3_towns,Griswold,2000,other_households,547,-1593
3_towns,Groton,2000,other_households,1766,1211
3_towns,Guilford,2000,other_households,711,-1478
3_towns,Haddam,2000,other_households,251,-508
3_towns,Hamden,2000,other_households,3142,2845
3_towns,Hampton,2000,other_households,78,-3589
3_towns,Hartford,2000,other_households,8459,8358
3_towns,Hartland,2000,other_households,75,-10833
3_towns,Harwinton,2000,other_households,164,60
3_towns,Hebron,2000,other_households,221,-54
3_towns,Kent,2000,other_households,133,-113
3_towns,Killingly,2000,other_households,804,579
3_towns,Killingworth,2000,other_households,163,-903
3_towns,Lebanon,2000,other_households,270,32
3_towns,Ledyard,2000,other_households,545,-32
3_towns,Lisbon,2000,other_households,151,-501
3_towns,Litchfield,2000,other_households,281,126
3_towns,Lyme,2000,other_households,69,-380
3_towns,Madison,2000,other_households,462,335
3_towns,Manchester,2000,other_households,3518,2942
3_towns,Mansfield,2000,other_households,949,-3418
3_towns,Marlborough,2000,other_households,187,-1609
3_towns,Meriden,2000,other_households,3187,2946
3_towns,Middlebury,2000,other_households,214,-3812
3_towns,Middlefield,2000,other_households,166,-175
3_towns,Middletown,2000,other_households,2800,2640
3_towns,Milford,2000,other_households,2786,-299
3_towns,Monroe,2000,other_households,517,-2525
3_towns,Montville,2000,other_households,754,49
3_towns,Morris,2000,other_households,96,-1153
3_towns,Naugatuck,2000,other_households,1406,1325
3_towns,New Britain,2000,other_households,4807,2776
3_towns,New Canaan,2000,other_households,500,-4855
3_towns,New Fairfield,2000,other_households,389,-92
3_towns,New Hartford,2000,other_households,220,-271
3_towns,New Haven,2000,other_households,9116,8907
3_towns,New London,2000,other_households,1747,-8425
3_towns,New Milford,2000,other_households,1166,-878
3_towns,Newington,2000,other_households,1472,-122
3_towns,Newtown,2000,other_households,675,-1040
3_towns,Norfolk,2000,other_households,84,-696
3_towns,North Branford,2000,other_households,523,422
3_towns,North Canaan,2000,other_households,151,-447
3_towns,North Haven,2000,other_households,921,667
3_towns,North Stonington,2000,other_households,219,-851
3_towns,Norwalk,2000,other_households,5323,5170
3_towns,Norwich,2000,other_households,2265,-3097
3_towns,Old Lyme,2000,other_households,285,-2356
3_towns,Old Saybrook,2000,other_households,431,159
3_towns,Orange,2000,other_households,373,-219
3_towns,Oxford,2000,other_households,296,-217
3_towns,Plainfield,2000,other_households,707,263
3_towns,Plainville,2000,other_households,913,-49
3_towns,Plymouth,2000,other_households,484,-437
3_towns,Pomfret,2000,other_households,147,-602
3_towns,Portland,2000,other_households,373,171
3_towns,Preston,2000,other_households,191,-387
3_towns,Prospect,2000,other_households,309,73
3_towns,Putnam,2000,other_households,523,92
3_towns,Redding,2000,other_households,202,-612
3_towns,Ridgefield,2000,other_households,543,257
3_towns,Rocky Hill,2000,other_households,1039,416
3_towns,Roxbury,2000,other_households,84,-993
3_towns,Salem,2000,other_households,129,63
3_towns,Salisbury,2000,other_households,169,-67
3_towns,Scotland,2000,other_households,54,-44
3_towns,Seymour,2000,other_households,685,615
3_towns,Sharon,2000,other_households,144,-700
3_towns,Shelton,2000,other_households,1448,1343
3_towns,Sherman,2000,other_households,125,-1760
3_towns,Simsbury,2000,other_households,566,413
3_towns,Somers,2000,other_households,260,-458
3_towns,South Windsor,2000,other_households,819,379
3_towns,Southbury,2000,other_households,516,-344
3_towns,Southington,2000,other_households,1592,995
3_towns,Sprague,2000,other_households,149,-1560
3_towns,Stafford,2000,other_households,482,364
3_towns,Stamford,2000,other_households,7208,6369
3_towns,Sterling,2000,other_households,138,-8005
3_towns,Stonington,2000,other_households,916,608
3_towns,Stratford,2000,other_households,2689,1826
3_towns,Suffield,2000,other_households,461,-2475
3_towns,Thomaston,2000,other_households,328,-156
3_towns,Thompson,2000,other_households,405,-39
3_towns,Tolland,2000,other_households,369,14
3_towns,Torrington,2000,other_households,1768,1394
3_towns,Trumbull,2000,other_households,1019,-1209
3_towns,Union,2000,other_households,29,-1013
3_towns,Vernon,2000,other_households,1593,1566
3_towns,Voluntown,2000,other_households,111,-2178
3_towns,Wallingford,2000,other_households,1853,1742
3_towns,Warren,2000,other_households,49,-2296
3_towns,Washington,2000,other_households,154,85
3_towns,Waterbury,2000,other_households,6438,6237
3_towns,Waterford,2000,other_households,812,-6319
3_towns,Watertown,2000,other_households,841,-275
3_towns,West Hartford,2000,other_households,2804,1814
3_towns,West Haven,2000,other_households,3435,156
3_towns,Westbrook,2000,other_households,336,-3761
3_towns,Weston,2000,other_households,205,-284
3_towns,Westport,2000,other_households,839,578
3_towns,Wethersfield,2000,other_households,1236,553
3_towns,Willington,2000,other_households,518,-832
3_towns,Wilton,2000,other_households,308,-311
3_towns,Winchester,2000,other_households,596,178
3_towns,Windham,2000,other_households,1440,521
3_towns,Windsor,2000,other_households,1325,-407
3_towns,Windsor Locks,2000,other_households,666,-1054
3_towns,Wolcott,2000,other_households,547,-361
3_towns,Woodbridge,2000,other_households,223,-681
3_towns,Woodbury,2000,other_households,392,41
3_towns,Woodstock,2000,other_households,258,-174
3_towns,Andover,2000,total_households,1150,0
3_towns,Ansonia,2000,total_households,7507,6272
3_towns,Ashford,2000,total_households,1578,-5874
3_towns,Avon,2000,total_households,6192,4412
3_towns,Barkhamsted,2000,total_households,1334,-5634
3_towns,Beacon Falls,2000,total_households,2032,668
3_towns,Berlin,2000,total_households,6792,4326
3_towns,Bethany,2000,total_households,1755,-6488
3_towns,Bethel,2000,total_households,6505,4538
3_towns,Bethlehem,2000,total_households,1246,-6025
3_towns,Bloomfield,2000,total_households,7902,6596
3_towns,Bolton,2000,total_households,1906,-6707
3_towns,Bozrah,2000,total_households,883,-920
3_towns,Branford,2000,total_households,12543,11554
3_towns,Bridgeport,2000,total_households,50307,37877
3_towns,Bridgewater,2000,total_households,703,-49844
3_towns,Bristol,2000,total_households,24886,24176
3_towns,Brookfield,2000,total_households,5572,-18888
3_towns,Brooklyn,2000,total_households,2531,-3659
3_towns,Burlington,2000,total_households,2840,-286
3_towns,Canaan,2000,total_households,445,-2922
3_towns,Canterbury,2000,total_households,1717,1186
3_towns,Canton,2000,total_households,3516,1677
3_towns,Chaplin,2000,total_households,858,-3218
3_towns,Cheshire,2000,total_households,9349,8439
3_towns,Chester,2000,total_households,1510,-8652
3_towns,Clinton,2000,total_households,5134,3414
3_towns,Colchester,2000,total_households,5225,-235
3_towns,Colebrook,2000,total_households,566,-5407
3_towns,Columbia,2000,total_households,1864,1276
3_towns,Cornwall,2000,total_households,615,-1458
3_towns,Coventry,2000,total_households,4261,3690
3_towns,Cromwell,2000,total_households,5212,438
3_towns,Danbury,2000,total_households,27183,21364
3_towns,Darien,2000,total_households,6592,-23144
3_towns,Deep River,2000,total_households,1824,-5034
3_towns,Derby,2000,total_households,5252,3360
3_towns,Durham,2000,total_households,2277,-2734
3_towns,East Granby,2000,total_households,1848,-817
3_towns,East Haddam,2000,total_households,3174,1049
3_towns,East Hampton,2000,total_households,4126,443
3_towns,East Hartford,2000,total_households,20206,15231
3_towns,East Haven,2000,total_households,11219,-7841
3_towns,East Lyme,2000,total_households,6308,-4805
3_towns,East Windsor,2000,total_households,4078,-3209
3_towns,Eastford,2000,total_households,618,-4184
3_towns,Easton,2000,total_households,2465,1767
3_towns,Ellington,2000,total_households,5195,2390
3_towns,Enfield,2000,total_households,16418,9277
3_towns,Essex,2000,total_households,2811,-13661
3_towns,Fairfield,2000,total_households,20397,17387
3_towns,Farmington,2000,total_households,9496,-11099
3_towns,Franklin,2000,total_households,687,-9768
3_towns,Glastonbury,2000,total_households,12257,11535
3_towns,Goshen,2000,total_households,1066,-12496
3_towns,Granby,2000,total_households,3781,2686
3_towns,Greenwich,2000,total_households,23230,19037
3_towns,Griswold,2000,total_households,4194,-18057
3_towns,Groton,2000,total_households,15473,10909
3_towns,Guilford,2000,total_households,8151,-7552
3_towns,Haddam,2000,total_households,2701,-5613
3_towns,Hamden,2000,total_households,22408,19199
3_towns,Hampton,2000,total_households,674,-22271
3_towns,Hartford,2000,total_households,44986,44213
3_towns,Hartland,2000,total_households,707,-45172
3_towns,Harwinton,2000,total_households,1958,1176
3_towns,Hebron,2000,total_households,2993,1056
3_towns,Kent,2000,total_households,1143,-2333
3_towns,Killingly,2000,total_households,6359,5221
3_towns,Killingworth,2000,total_households,2196,-4679
3_towns,Lebanon,2000,total_households,2446,141
3_towns,Ledyard,2000,total_households,5286,2439
3_towns,Lisbon,2000,total_households,1525,-4270
3_towns,Litchfield,2000,total_households,3310,1628
3_towns,Lyme,2000,total_households,854,-2620
3_towns,Madison,2000,total_households,6515,5455
3_towns,Manchester,2000,total_households,23197,16286
3_towns,Mansfield,2000,total_households,5291,-18651
3_towns,Marlborough,2000,total_households,2005,-3509
3_towns,Meriden,2000,total_households,22951,20601
3_towns,Middlebury,2000,total_households,2398,-23820
3_towns,Middlefield,2000,total_households,1645,-1054
3_towns,Middletown,2000,total_households,18554,16727
3_towns,Milford,2000,total_households,20900,1846
3_towns,Monroe,2000,total_households,6481,-15584
3_towns,Montville,2000,total_households,6426,-277
3_towns,Morris,2000,total_households,912,-5837
3_towns,Naugatuck,2000,total_households,11829,10963
3_towns,New Britain,2000,total_households,28558,16899
3_towns,New Canaan,2000,total_households,6822,-21561
3_towns,New Fairfield,2000,total_households,4638,-2446
3_towns,New Hartford,2000,total_households,2228,-2791
3_towns,New Haven,2000,total_households,47094,44496
3_towns,New London,2000,total_households,10181,-39589
3_towns,New Milford,2000,total_households,10018,-957
3_towns,Newington,2000,total_households,12014,1580
3_towns,Newtown,2000,total_households,8325,-4069
3_towns,Norfolk,2000,total_households,676,-9164
3_towns,North Branford,2000,total_households,5132,4453
3_towns,North Canaan,2000,total_households,1343,-4108
3_towns,North Haven,2000,total_households,8597,7239
3_towns,North Stonington,2000,total_households,1833,-6952
3_towns,Norwalk,2000,total_households,32711,30673
3_towns,Norwich,2000,total_households,15091,-18832
3_towns,Old Lyme,2000,total_households,2958,-13313
3_towns,Old Saybrook,2000,total_households,4184,995
3_towns,Orange,2000,total_households,4739,385
3_towns,Oxford,2000,total_households,3343,-1596
3_towns,Plainfield,2000,total_households,5444,934
3_towns,Plainville,2000,total_households,7385,1675
3_towns,Plymouth,2000,total_households,4453,-3269
3_towns,Pomfret,2000,total_households,1433,-3300
3_towns,Portland,2000,total_households,3388,1723
3_towns,Preston,2000,total_households,1837,-2005
3_towns,Prospect,2000,total_households,3020,1185
3_towns,Putnam,2000,total_households,3683,316
3_towns,Redding,2000,total_households,2918,-1031
3_towns,Ridgefield,2000,total_households,8433,4993
3_towns,Rocky Hill,2000,total_households,7557,-1426
3_towns,Roxbury,2000,total_households,848,-7751
3_towns,Salem,2000,total_households,1358,470
3_towns,Salisbury,2000,total_households,1737,133
3_towns,Scotland,2000,total_households,553,-1122
3_towns,Seymour,2000,total_households,6155,5521
3_towns,Sharon,2000,total_households,1246,-4993
3_towns,Shelton,2000,total_households,14190,12894
3_towns,Sherman,2000,total_households,1434,-14917
3_towns,Simsbury,2000,total_households,8527,7050
3_towns,Somers,2000,total_households,2925,-6354
3_towns,South Windsor,2000,total_households,8905,5439
3_towns,Southbury,2000,total_households,7225,-2622
3_towns,Southington,2000,total_households,15083,7183
3_towns,Sprague,2000,total_households,1111,-15917
3_towns,Stafford,2000,total_households,4353,3166
3_towns,Stamford,2000,total_households,45399,40737
3_towns,Sterling,2000,total_households,1116,-48394
3_towns,Stonington,2000,total_households,7665,6260
3_towns,Stratford,2000,total_households,19898,11798
3_towns,Suffield,2000,total_households,4660,-15424
3_towns,Thomaston,2000,total_households,2916,-2116
3_towns,Thompson,2000,total_households,3482,348
3_towns,Tolland,2000,total_households,4586,1035
3_towns,Torrington,2000,total_households,14743,9584
3_towns,Trumbull,2000,total_households,11911,-2518
3_towns,Union,2000,total_households,285,-12142
3_towns,Vernon,2000,total_households,12269,11909
3_towns,Voluntown,2000,total_households,952,-12134
3_towns,Wallingford,2000,total_households,16697,15690
3_towns,Warren,2000,total_households,497,-18021
3_towns,Washington,2000,total_households,1416,847
3_towns,Waterbury,2000,total_households,42622,41228
3_towns,Waterford,2000,total_households,7542,-33037
3_towns,Watertown,2000,total_households,8046,221
3_towns,West Hartford,2000,total_households,24576,16054
3_towns,West Haven,2000,total_households,21090,-3401
3_towns,Westbrook,2000,total_households,2605,-16971
3_towns,Weston,2000,total_households,3312,235
3_towns,Westport,2000,total_households,9586,6113
3_towns,Wethersfield,2000,total_households,11214,1318
3_towns,Willington,2000,total_households,2353,-8490
3_towns,Wilton,2000,total_households,5923,3440
3_towns,Winchester,2000,total_households,4371,-1657
3_towns,Windham,2000,total_households,8342,3783
3_towns,Windsor,2000,total_households,10577,2086
3_towns,Windsor Locks,2000,total_households,4935,-5909
3_towns,Wolcott,2000,total_households,5414,161
3_towns,Woodbridge,2000,total_households,3103,-2777
3_towns,Woodbury,2000,total_households,3715,784
3_towns,Woodstock,2000,total_households,2754,-1385
3_towns,Andover,2010,married_w_kids,331,-30
3_towns,Ansonia,2010,married_w_kids,1561,39
3_towns,Ashford,2010,married_w_kids,349,-81
3_towns,Avon,2010,married_w_kids,2049,164
3_towns,Barkhamsted,2010,married_w_kids,449,35
3_towns,Beacon Falls,2010,married_w_kids,534,-32
3_towns,Berlin,2010,married_w_kids,1839,-202
3_towns,Bethany,2010,married_w_kids,662,40
3_towns,Bethel,2010,married_w_kids,1867,-244
3_towns,Bethlehem,2010,married_w_kids,350,-35
3_towns,Bloomfield,2010,married_w_kids,1159,-69
3_towns,Bolton,2010,married_w_kids,400,-161
3_towns,Bozrah,2010,married_w_kids,233,-8
3_towns,Branford,2010,married_w_kids,2007,-419
3_towns,Bridgeport,2010,married_w_kids,8525,63
3_towns,Bridgewater,2010,married_w_kids,122,-61
3_towns,Bristol,2010,married_w_kids,4762,-474
3_towns,Brookfield,2010,married_w_kids,1796,-109
3_towns,Brooklyn,2010,married_w_kids,671,49
3_towns,Burlington,2010,married_w_kids,1247,171
3_towns,Canaan,2010,married_w_kids,72,-39
3_towns,Canterbury,2010,married_w_kids,490,-32
3_towns,Canton,2010,married_w_kids,1020,66
3_towns,Chaplin,2010,married_w_kids,211,-14
3_towns,Cheshire,2010,married_w_kids,3347,120
3_towns,Chester,2010,married_w_kids,359,-12
3_towns,Clinton,2010,married_w_kids,1374,-20
3_towns,Colchester,2010,married_w_kids,1966,150
3_towns,Colebrook,2010,married_w_kids,144,-15
3_towns,Columbia,2010,married_w_kids,536,-41
3_towns,Cornwall,2010,married_w_kids,169,33
3_towns,Coventry,2010,married_w_kids,1380,68
3_towns,Cromwell,2010,married_w_kids,1287,103
3_towns,Danbury,2010,married_w_kids,6750,347
3_towns,Darien,2010,married_w_kids,2912,79
3_towns,Deep River,2010,married_w_kids,445,22
3_towns,Derby,2010,married_w_kids,897,-36
3_towns,Durham,2010,married_w_kids,861,27
3_towns,East Granby,2010,married_w_kids,609,59
3_towns,East Haddam,2010,married_w_kids,907,-35
3_towns,East Hampton,2010,married_w_kids,1228,-15
3_towns,East Hartford,2010,married_w_kids,3181,-97
3_towns,East Haven,2010,married_w_kids,2103,-278
3_towns,East Lyme,2010,married_w_kids,1618,-41
3_towns,East Windsor,2010,married_w_kids,861,28
3_towns,Eastford,2010,married_w_kids,146,-31
3_towns,Easton,2010,married_w_kids,1020,60
3_towns,Ellington,2010,married_w_kids,1694,283
3_towns,Enfield,2010,married_w_kids,3458,-456
3_towns,Essex,2010,married_w_kids,677,25
3_towns,Fairfield,2010,married_w_kids,6454,387
3_towns,Farmington,2010,married_w_kids,2592,0
3_towns,Franklin,2010,married_w_kids,204,14
3_towns,Glastonbury,2010,married_w_kids,3766,-122
3_towns,Goshen,2010,married_w_kids,254,-5
3_towns,Granby,2010,married_w_kids,1250,-77
3_towns,Greenwich,2010,married_w_kids,6973,285
3_towns,Griswold,2010,married_w_kids,846,-186
3_towns,Groton,2010,married_w_kids,3301,-496
3_towns,Guilford,2010,married_w_kids,2592,121
3_towns,Haddam,2010,married_w_kids,858,47
3_towns,Hamden,2010,married_w_kids,4664,160
3_towns,Hampton,2010,married_w_kids,146,-41
3_towns,Hartford,2010,married_w_kids,4421,-838
3_towns,Hartland,2010,married_w_kids,218,-21
3_towns,Harwinton,2010,married_w_kids,579,-7
3_towns,Hebron,2010,married_w_kids,1368,163
3_towns,Kent,2010,married_w_kids,191,-85
3_towns,Killingly,2010,married_w_kids,1346,10
3_towns,Killingworth,2010,married_w_kids,823,37
3_towns,Lebanon,2010,married_w_kids,507,-271
3_towns,Ledyard,2010,married_w_kids,1616,-50
3_towns,Lisbon,2010,married_w_kids,465,17
3_towns,Litchfield,2010,married_w_kids,879,14
3_towns,Lyme,2010,married_w_kids,195,7
3_towns,Madison,2010,married_w_kids,2117,-133
3_towns,Manchester,2010,married_w_kids,4327,107
3_towns,Mansfield,2010,married_w_kids,1031,-102
3_towns,Marlborough,2010,married_w_kids,742,30
3_towns,Meriden,2010,married_w_kids,4360,-111
3_towns,Middlebury,2010,married_w_kids,799,95
3_towns,Middlefield,2010,married_w_kids,450,-23
3_towns,Middletown,2010,married_w_kids,3376,206
3_towns,Milford,2010,married_w_kids,4812,-84
3_towns,Monroe,2010,married_w_kids,2226,-323
3_towns,Montville,2010,married_w_kids,1376,-321
3_towns,Morris,2010,married_w_kids,247,3
3_towns,Naugatuck,2010,married_w_kids,2677,-452
3_towns,New Britain,2010,married_w_kids,3566,-663
3_towns,New Canaan,2010,married_w_kids,2898,327
3_towns,New Fairfield,2010,married_w_kids,1653,-235
3_towns,New Hartford,2010,married_w_kids,674,-70
3_towns,New Haven,2010,married_w_kids,5892,111
3_towns,New London,2010,married_w_kids,1061,-254
3_towns,New Milford,2010,married_w_kids,3023,-73
3_towns,Newington,2010,married_w_kids,2653,56
3_towns,Newtown,2010,married_w_kids,3443,39
3_towns,Norfolk,2010,married_w_kids,174,17
3_towns,North Branford,2010,married_w_kids,1231,-319
3_towns,North Canaan,2010,married_w_kids,177,-116
3_towns,North Haven,2010,married_w_kids,2404,87
3_towns,North Stonington,2010,married_w_kids,548,16
3_towns,Norwalk,2010,married_w_kids,6789,-46
3_towns,Norwich,2010,married_w_kids,2470,-51
3_towns,Old Lyme,2010,married_w_kids,662,-90
3_towns,Old Saybrook,2010,married_w_kids,801,-132
3_towns,Orange,2010,married_w_kids,1526,24
3_towns,Oxford,2010,married_w_kids,1405,216
3_towns,Plainfield,2010,married_w_kids,1359,21
3_towns,Plainville,2010,married_w_kids,1316,-128
3_towns,Plymouth,2010,married_w_kids,1217,36
3_towns,Pomfret,2010,married_w_kids,479,53
3_towns,Portland,2010,married_w_kids,974,53
3_towns,Preston,2010,married_w_kids,412,-40
3_towns,Prospect,2010,married_w_kids,950,-24
3_towns,Putnam,2010,married_w_kids,603,-84
3_towns,Redding,2010,married_w_kids,1021,-101
3_towns,Ridgefield,2010,married_w_kids,3420,139
3_towns,Rocky Hill,2010,married_w_kids,1859,340
3_towns,Roxbury,2010,married_w_kids,193,-27
3_towns,Salem,2010,married_w_kids,443,-66
3_towns,Salisbury,2010,married_w_kids,188,-147
3_towns,Scotland,2010,married_w_kids,200,32
3_towns,Seymour,2010,married_w_kids,1466,-85
3_towns,Sharon,2010,married_w_kids,196,-59
3_towns,Shelton,2010,married_w_kids,3658,-283
3_towns,Sherman,2010,married_w_kids,374,-62
3_towns,Simsbury,2010,married_w_kids,2953,-134
3_towns,Somers,2010,married_w_kids,1214,271
3_towns,South Windsor,2010,married_w_kids,2870,-80
3_towns,Southbury,2010,married_w_kids,1807,-59
3_towns,Southington,2010,married_w_kids,4225,124
3_towns,Sprague,2010,married_w_kids,212,-70
3_towns,Stafford,2010,married_w_kids,1025,-86
3_towns,Stamford,2010,married_w_kids,10779,924
3_towns,Sterling,2010,married_w_kids,256,-94
3_towns,Stonington,2010,married_w_kids,1644,103
3_towns,Stratford,2010,married_w_kids,4515,201
3_towns,Suffield,2010,married_w_kids,1327,12
3_towns,Thomaston,2010,married_w_kids,783,-6
3_towns,Thompson,2010,married_w_kids,796,-137
3_towns,Tolland,2010,married_w_kids,2030,297
3_towns,Torrington,2010,married_w_kids,2766,-225
3_towns,Trumbull,2010,married_w_kids,4217,168
3_towns,Union,2010,married_w_kids,109,39
3_towns,Vernon,2010,married_w_kids,1925,-258
3_towns,Voluntown,2010,married_w_kids,238,-47
3_towns,Wallingford,2010,married_w_kids,4046,-351
3_towns,Warren,2010,married_w_kids,155,30
3_towns,Washington,2010,married_w_kids,282,-42
3_towns,Waterbury,2010,married_w_kids,6283,-756
3_towns,Waterford,2010,married_w_kids,1746,82
3_towns,Watertown,2010,married_w_kids,2334,39
3_towns,West Hartford,2010,married_w_kids,6228,402
3_towns,West Haven,2010,married_w_kids,3900,161
3_towns,Westbrook,2010,married_w_kids,664,103
3_towns,Weston,2010,married_w_kids,1485,-26
3_towns,Westport,2010,married_w_kids,3562,295
3_towns,Wethersfield,2010,married_w_kids,2425,145
3_towns,Willington,2010,married_w_kids,435,-132
3_towns,Wilton,2010,married_w_kids,2651,131
3_towns,Winchester,2010,married_w_kids,880,-4
3_towns,Windham,2010,married_w_kids,1343,-37
3_towns,Windsor,2010,married_w_kids,2288,-278
3_towns,Windsor Locks,2010,married_w_kids,993,-29
3_towns,Wolcott,2010,married_w_kids,1658,-46
3_towns,Woodbridge,2010,married_w_kids,953,-181
3_towns,Woodbury,2010,married_w_kids,983,10
3_towns,Woodstock,2010,married_w_kids,718,-132
3_towns,Andover,2010,married_no_kids,396,18
3_towns,Ansonia,2010,married_no_kids,1824,-118
3_towns,Ashford,2010,married_no_kids,612,151
3_towns,Avon,2010,married_no_kids,2148,-42
3_towns,Barkhamsted,2010,married_no_kids,561,65
3_towns,Beacon Falls,2010,married_no_kids,777,160
3_towns,Berlin,2010,married_no_kids,2668,261
3_towns,Bethany,2010,married_no_kids,803,130
3_towns,Bethel,2010,married_no_kids,2429,481
3_towns,Bethlehem,2010,married_no_kids,580,147
3_towns,Bloomfield,2010,married_no_kids,2501,88
3_towns,Bolton,2010,married_no_kids,775,70
3_towns,Bozrah,2010,married_no_kids,388,76
3_towns,Branford,2010,married_no_kids,3847,259
3_towns,Bridgeport,2010,married_no_kids,8723,-433
3_towns,Bridgewater,2010,married_no_kids,365,74
3_towns,Bristol,2010,married_no_kids,6707,-407
3_towns,Brookfield,2010,married_no_kids,2137,245
3_towns,Brooklyn,2010,married_no_kids,925,106
3_towns,Burlington,2010,married_no_kids,1057,-23
3_towns,Canaan,2010,married_no_kids,195,49
3_towns,Canterbury,2010,married_no_kids,627,24
3_towns,Canton,2010,married_no_kids,1323,160
3_towns,Chaplin,2010,married_no_kids,294,16
3_towns,Cheshire,2010,married_no_kids,3019,-156
3_towns,Chester,2010,married_no_kids,500,12
3_towns,Clinton,2010,married_no_kids,1951,312
3_towns,Colchester,2010,married_no_kids,1701,177
3_towns,Colebrook,2010,married_no_kids,204,-6
3_towns,Columbia,2010,married_no_kids,908,216
3_towns,Cornwall,2010,married_no_kids,215,28
3_towns,Coventry,2010,married_no_kids,1728,313
3_towns,Cromwell,2010,married_no_kids,1693,167
3_towns,Danbury,2010,married_no_kids,7761,270
3_towns,Darien,2010,married_no_kids,1917,-161
3_towns,Deep River,2010,married_no_kids,726,117
3_towns,Derby,2010,married_no_kids,1402,20
3_towns,Durham,2010,married_no_kids,1046,234
3_towns,East Granby,2010,married_no_kids,786,176
3_towns,East Haddam,2010,married_no_kids,1423,388
3_towns,East Hampton,2010,married_no_kids,1605,344
3_towns,East Hartford,2010,married_no_kids,4514,-597
3_towns,East Haven,2010,married_no_kids,3330,39
3_towns,East Lyme,2010,married_no_kids,2562,375
3_towns,East Windsor,2010,married_no_kids,1316,165
3_towns,Eastford,2010,married_no_kids,296,83
3_towns,Easton,2010,married_no_kids,841,-67
3_towns,Ellington,2010,married_no_kids,1942,373
3_towns,Enfield,2010,married_no_kids,4977,-252
3_towns,Essex,2010,married_no_kids,1074,162
3_towns,Fairfield,2010,married_no_kids,5838,-699
3_towns,Farmington,2010,married_no_kids,3198,351
3_towns,Franklin,2010,married_no_kids,282,14
3_towns,Glastonbury,2010,married_no_kids,4168,254
3_towns,Goshen,2010,married_no_kids,545,84
3_towns,Granby,2010,married_no_kids,1489,129
3_towns,Greenwich,2010,married_no_kids,6454,-657
3_towns,Griswold,2010,married_no_kids,1500,315
3_towns,Groton,2010,married_no_kids,3960,-62
3_towns,Guilford,2010,married_no_kids,3174,398
3_towns,Haddam,2010,married_no_kids,1009,-20
3_towns,Hamden,2010,married_no_kids,6548,246
3_towns,Hampton,2010,married_no_kids,333,98
3_towns,Hartford,2010,married_no_kids,5990,-106
3_towns,Hartland,2010,married_no_kids,304,42
3_towns,Harwinton,2010,married_no_kids,874,77
3_towns,Hebron,2010,married_no_kids,1227,206
3_towns,Kent,2010,married_no_kids,542,183
3_towns,Killingly,2010,married_no_kids,1945,151
3_towns,Killingworth,2010,married_no_kids,993,158
3_towns,Lebanon,2010,married_no_kids,976,130
3_towns,Ledyard,2010,married_no_kids,2020,242
3_towns,Lisbon,2010,married_no_kids,612,85
3_towns,Litchfield,2010,married_no_kids,1177,60
3_towns,Lyme,2010,married_no_kids,415,55
3_towns,Madison,2010,married_no_kids,2551,252
3_towns,Manchester,2010,married_no_kids,6388,459
3_towns,Mansfield,2010,married_no_kids,1691,262
3_towns,Marlborough,2010,married_no_kids,858,131
3_towns,Meriden,2010,married_no_kids,6129,186
3_towns,Middlebury,2010,married_no_kids,1069,160
3_towns,Middlefield,2010,married_no_kids,469,-84
3_towns,Middletown,2010,married_no_kids,5068,579
3_towns,Milford,2010,married_no_kids,6712,245
3_towns,Monroe,2010,married_no_kids,2262,18
3_towns,Montville,2010,married_no_kids,2601,532
3_towns,Morris,2010,married_no_kids,376,71
3_towns,Naugatuck,2010,married_no_kids,3698,521
3_towns,New Britain,2010,married_no_kids,6215,-15
3_towns,New Canaan,2010,married_no_kids,1757,-395
3_towns,New Fairfield,2010,married_no_kids,1584,-19
3_towns,New Hartford,2010,married_no_kids,1055,265
3_towns,New Haven,2010,married_no_kids,7192,31
3_towns,New London,2010,married_no_kids,1861,81
3_towns,New Milford,2010,married_no_kids,3338,428
3_towns,Newington,2010,married_no_kids,3588,-411
3_towns,Newtown,2010,married_no_kids,2920,222
3_towns,Norfolk,2010,married_no_kids,168,-69
3_towns,North Branford,2010,married_no_kids,2181,438
3_towns,North Canaan,2010,married_no_kids,584,200
3_towns,North Haven,2010,married_no_kids,3336,133
3_towns,North Stonington,2010,married_no_kids,804,131
3_towns,Norwalk,2010,married_no_kids,9764,937
3_towns,Norwich,2010,married_no_kids,4012,393
3_towns,Old Lyme,2010,married_no_kids,1191,74
3_towns,Old Saybrook,2010,married_no_kids,1716,165
3_towns,Orange,2010,married_no_kids,1999,39
3_towns,Oxford,2010,married_no_kids,1838,561
3_towns,Plainfield,2010,married_no_kids,1662,83
3_towns,Plainville,2010,married_no_kids,2333,132
3_towns,Plymouth,2010,married_no_kids,1579,147
3_towns,Pomfret,2010,married_no_kids,539,73
3_towns,Portland,2010,married_no_kids,1301,241
3_towns,Preston,2010,married_no_kids,867,163
3_towns,Prospect,2010,married_no_kids,1337,169
3_towns,Putnam,2010,married_no_kids,1089,125
3_towns,Redding,2010,married_no_kids,1143,57
