level,name,year,group,value,change_from_prev_data_year
3_towns,Ridgefield,2010,married_no_kids,2555,-118
3_towns,Rocky Hill,2010,married_no_kids,2315,136
3_towns,Roxbury,2010,married_no_kids,426,82
3_towns,Salem,2010,married_no_kids,619,193
3_towns,Salisbury,2010,married_no_kids,674,134
3_towns,Scotland,2010,married_no_kids,242,37
3_towns,Seymour,2010,married_no_kids,1783,-79
3_towns,Sharon,2010,married_no_kids,483,91
3_towns,Shelton,2010,married_no_kids,5129,138
3_towns,Sherman,2010,married_no_kids,455,-89
3_towns,Simsbury,2010,married_no_kids,2803,-1
3_towns,Somers,2010,married_no_kids,1300,185
3_towns,South Windsor,2010,married_no_kids,2752,-145
3_towns,Southbury,2010,married_no_kids,2420,-37
3_towns,Southington,2010,married_no_kids,5468,85
3_towns,Sprague,2010,married_no_kids,456,136
3_towns,Stafford,2010,married_no_kids,1650,309
3_towns,Stamford,2010,married_no_kids,11274,-877
3_towns,Sterling,2010,married_no_kids,532,205
3_towns,Stonington,2010,married_no_kids,2659,220
3_towns,Stratford,2010,married_no_kids,5580,-562
3_towns,Suffield,2010,married_no_kids,1635,50
3_towns,Thomaston,2010,married_no_kids,921,32
3_towns,Thompson,2010,married_no_kids,1186,93
3_towns,Tolland,2010,married_no_kids,1860,181
3_towns,Torrington,2010,married_no_kids,4046,2
3_towns,Trumbull,2010,married_no_kids,4009,-486
3_towns,Union,2010,married_no_kids,123,9
3_towns,Vernon,2010,married_no_kids,4030,660
3_towns,Voluntown,2010,married_no_kids,376,72
3_towns,Wallingford,2010,married_no_kids,5325,153
3_towns,Warren,2010,married_no_kids,253,62
3_towns,Washington,2010,married_no_kids,600,109
3_towns,Waterbury,2010,married_no_kids,8918,-577
3_towns,Waterford,2010,married_no_kids,2980,378
3_towns,Watertown,2010,married_no_kids,2890,221
3_towns,West Hartford,2010,married_no_kids,6916,-253
3_towns,West Haven,2010,married_no_kids,5419,320
3_towns,Westbrook,2010,married_no_kids,819,-30
3_towns,Weston,2010,married_no_kids,1035,-51
3_towns,Westport,2010,married_no_kids,2983,-86
3_towns,Wethersfield,2010,married_no_kids,3406,-354
3_towns,Willington,2010,married_no_kids,665,1
3_towns,Wilton,2010,married_no_kids,1798,-148
3_towns,Winchester,2010,married_no_kids,1302,-14
3_towns,Windham,2010,married_no_kids,2137,234
3_towns,Windsor,2010,married_no_kids,3779,453
3_towns,Windsor Locks,2010,married_no_kids,1399,-93
3_towns,Wolcott,2010,married_no_kids,2084,215
3_towns,Woodbridge,2010,married_no_kids,1372,219
3_towns,Woodbury,2010,married_no_kids,1351,137
3_towns,Woodstock,2010,married_no_kids,1007,69
3_towns,Andover,2010,single_w_kids,51,-19
3_towns,Ansonia,2010,single_w_kids,751,-84
3_towns,Ashford,2010,single_w_kids,75,-39
3_towns,Avon,2010,single_w_kids,354,133
3_towns,Barkhamsted,2010,single_w_kids,62,-7
3_towns,Beacon Falls,2010,single_w_kids,194,68
3_towns,Berlin,2010,single_w_kids,459,169
3_towns,Bethany,2010,single_w_kids,89,5
3_towns,Bethel,2010,single_w_kids,505,105
3_towns,Bethlehem,2010,single_w_kids,43,-11
3_towns,Bloomfield,2010,single_w_kids,632,-38
3_towns,Bolton,2010,single_w_kids,116,17
3_towns,Bozrah,2010,single_w_kids,118,71
3_towns,Branford,2010,single_w_kids,770,-29
3_towns,Bridgeport,2010,single_w_kids,8950,168
3_towns,Bridgewater,2010,single_w_kids,28,4
3_towns,Bristol,2010,single_w_kids,2187,56
3_towns,Brookfield,2010,single_w_kids,334,63
3_towns,Brooklyn,2010,single_w_kids,333,95
3_towns,Burlington,2010,single_w_kids,244,108
3_towns,Canaan,2010,single_w_kids,46,22
3_towns,Canterbury,2010,single_w_kids,110,-7
3_towns,Canton,2010,single_w_kids,266,45
3_towns,Chaplin,2010,single_w_kids,104,41
3_towns,Cheshire,2010,single_w_kids,418,-12
3_towns,Chester,2010,single_w_kids,115,37
3_towns,Clinton,2010,single_w_kids,250,-70
3_towns,Colchester,2010,single_w_kids,602,172
3_towns,Colebrook,2010,single_w_kids,27,4
3_towns,Columbia,2010,single_w_kids,92,-5
3_towns,Cornwall,2010,single_w_kids,21,-24
3_towns,Coventry,2010,single_w_kids,389,106
3_towns,Cromwell,2010,single_w_kids,367,89
3_towns,Danbury,2010,single_w_kids,2465,624
3_towns,Darien,2010,single_w_kids,443,220
3_towns,Deep River,2010,single_w_kids,85,-43
3_towns,Derby,2010,single_w_kids,553,69
3_towns,Durham,2010,single_w_kids,110,6
3_towns,East Granby,2010,single_w_kids,55,-53
3_towns,East Haddam,2010,single_w_kids,231,57
3_towns,East Hampton,2010,single_w_kids,198,-71
3_towns,East Hartford,2010,single_w_kids,2948,319
3_towns,East Haven,2010,single_w_kids,950,167
3_towns,East Lyme,2010,single_w_kids,463,32
3_towns,East Windsor,2010,single_w_kids,380,93
3_towns,Eastford,2010,single_w_kids,39,3
3_towns,Easton,2010,single_w_kids,78,-5
3_towns,Ellington,2010,single_w_kids,433,155
3_towns,Enfield,2010,single_w_kids,1339,141
3_towns,Essex,2010,single_w_kids,108,-5
3_towns,Fairfield,2010,single_w_kids,979,123
3_towns,Farmington,2010,single_w_kids,610,166
3_towns,Franklin,2010,single_w_kids,42,0
3_towns,Glastonbury,2010,single_w_kids,963,299
3_towns,Goshen,2010,single_w_kids,48,-6
3_towns,Granby,2010,single_w_kids,263,96
3_towns,Greenwich,2010,single_w_kids,1381,282
3_towns,Griswold,2010,single_w_kids,426,9
3_towns,Groton,2010,single_w_kids,1497,121
3_towns,Guilford,2010,single_w_kids,374,-56
3_towns,Haddam,2010,single_w_kids,222,101
3_towns,Hamden,2010,single_w_kids,1769,279
3_towns,Hampton,2010,single_w_kids,44,3
3_towns,Hartford,2010,single_w_kids,10287,65
3_towns,Hartland,2010,single_w_kids,23,-13
3_towns,Harwinton,2010,single_w_kids,101,27
3_towns,Hebron,2010,single_w_kids,225,79
3_towns,Kent,2010,single_w_kids,101,50
3_towns,Killingly,2010,single_w_kids,810,35
3_towns,Killingworth,2010,single_w_kids,135,77
3_towns,Lebanon,2010,single_w_kids,294,127
3_towns,Ledyard,2010,single_w_kids,292,-136
3_towns,Lisbon,2010,single_w_kids,86,-29
3_towns,Litchfield,2010,single_w_kids,160,-9
3_towns,Lyme,2010,single_w_kids,80,41
3_towns,Madison,2010,single_w_kids,325,29
3_towns,Manchester,2010,single_w_kids,2277,-33
3_towns,Mansfield,2010,single_w_kids,571,219
3_towns,Marlborough,2010,single_w_kids,152,50
3_towns,Meriden,2010,single_w_kids,3186,465
3_towns,Middlebury,2010,single_w_kids,122,33
3_towns,Middlefield,2010,single_w_kids,145,59
3_towns,Middletown,2010,single_w_kids,1828,224
3_towns,Milford,2010,single_w_kids,1207,17
3_towns,Monroe,2010,single_w_kids,290,85
3_towns,Montville,2010,single_w_kids,538,2
3_towns,Morris,2010,single_w_kids,18,-26
3_towns,Naugatuck,2010,single_w_kids,1251,84
3_towns,New Britain,2010,single_w_kids,4493,647
3_towns,New Canaan,2010,single_w_kids,282,9
3_towns,New Fairfield,2010,single_w_kids,165,-10
3_towns,New Hartford,2010,single_w_kids,196,87
3_towns,New Haven,2010,single_w_kids,7667,-347
3_towns,New London,2010,single_w_kids,1459,-33
3_towns,New Milford,2010,single_w_kids,686,-24
3_towns,Newington,2010,single_w_kids,628,-102
3_towns,Newtown,2010,single_w_kids,363,45
3_towns,Norfolk,2010,single_w_kids,51,19
3_towns,North Branford,2010,single_w_kids,311,46
3_towns,North Canaan,2010,single_w_kids,172,62
3_towns,North Haven,2010,single_w_kids,384,35
3_towns,North Stonington,2010,single_w_kids,76,-34
3_towns,Norwalk,2010,single_w_kids,2391,-112
3_towns,Norwich,2010,single_w_kids,2031,179
3_towns,Old Lyme,2010,single_w_kids,236,95
3_towns,Old Saybrook,2010,single_w_kids,344,137
3_towns,Orange,2010,single_w_kids,168,8
3_towns,Oxford,2010,single_w_kids,158,-1
3_towns,Plainfield,2010,single_w_kids,594,-62
3_towns,Plainville,2010,single_w_kids,524,26
3_towns,Plymouth,2010,single_w_kids,370,29
3_towns,Pomfret,2010,single_w_kids,53,-41
3_towns,Portland,2010,single_w_kids,257,40
3_towns,Preston,2010,single_w_kids,113,8
3_towns,Prospect,2010,single_w_kids,211,98
3_towns,Putnam,2010,single_w_kids,384,-8
3_towns,Redding,2010,single_w_kids,167,54
3_towns,Ridgefield,2010,single_w_kids,401,57
3_towns,Rocky Hill,2010,single_w_kids,315,-50
3_towns,Roxbury,2010,single_w_kids,21,-7
3_towns,Salem,2010,single_w_kids,124,42
3_towns,Salisbury,2010,single_w_kids,197,89
3_towns,Scotland,2010,single_w_kids,5,-34
3_towns,Seymour,2010,single_w_kids,517,110
3_towns,Sharon,2010,single_w_kids,45,-22
3_towns,Shelton,2010,single_w_kids,760,47
3_towns,Sherman,2010,single_w_kids,57,-3
3_towns,Simsbury,2010,single_w_kids,388,-27
3_towns,Somers,2010,single_w_kids,114,-26
3_towns,South Windsor,2010,single_w_kids,678,201
3_towns,Southbury,2010,single_w_kids,190,-42
3_towns,Southington,2010,single_w_kids,787,-88
3_towns,Sprague,2010,single_w_kids,115,-9
3_towns,Stafford,2010,single_w_kids,237,-165
3_towns,Stamford,2010,single_w_kids,3321,169
3_towns,Sterling,2010,single_w_kids,137,38
3_towns,Stonington,2010,single_w_kids,682,213
3_towns,Stratford,2010,single_w_kids,1368,17
3_towns,Suffield,2010,single_w_kids,289,74
3_towns,Thomaston,2010,single_w_kids,156,-54
3_towns,Thompson,2010,single_w_kids,328,98
3_towns,Tolland,2010,single_w_kids,264,56
3_towns,Torrington,2010,single_w_kids,1504,300
3_towns,Trumbull,2010,single_w_kids,548,129
3_towns,Union,2010,single_w_kids,22,14
3_towns,Vernon,2010,single_w_kids,1122,52
3_towns,Voluntown,2010,single_w_kids,88,17
3_towns,Wallingford,2010,single_w_kids,1291,295
3_towns,Warren,2010,single_w_kids,24,1
3_towns,Washington,2010,single_w_kids,52,-21
3_towns,Waterbury,2010,single_w_kids,7781,1529
3_towns,Waterford,2010,single_w_kids,374,-92
3_towns,Watertown,2010,single_w_kids,383,-112
3_towns,West Hartford,2010,single_w_kids,1668,159
3_towns,West Haven,2010,single_w_kids,2253,-22
3_towns,Westbrook,2010,single_w_kids,196,66
3_towns,Weston,2010,single_w_kids,173,35
3_towns,Westport,2010,single_w_kids,476,59
3_towns,Wethersfield,2010,single_w_kids,636,90
3_towns,Willington,2010,single_w_kids,96,-27
3_towns,Wilton,2010,single_w_kids,255,15
3_towns,Winchester,2010,single_w_kids,487,135
3_towns,Windham,2010,single_w_kids,1351,217
3_towns,Windsor,2010,single_w_kids,939,34
3_towns,Windsor Locks,2010,single_w_kids,523,100
3_towns,Wolcott,2010,single_w_kids,440,122
3_towns,Woodbridge,2010,single_w_kids,154,37
3_towns,Woodbury,2010,single_w_kids,178,-16
3_towns,Woodstock,2010,single_w_kids,251,107
3_towns,Andover,2010,living_alone,259,41
3_towns,Ansonia,2010,living_alone,2081,-62
3_towns,Ashford,2010,living_alone,424,99
3_towns,Avon,2010,living_alone,1587,132
3_towns,Barkhamsted,2010,living_alone,245,20
3_towns,Beacon Falls,2010,living_alone,615,148
3_towns,Berlin,2010,living_alone,1535,120
3_towns,Bethany,2010,living_alone,222,-15
3_towns,Bethel,2010,living_alone,1281,-58
3_towns,Bethlehem,2010,living_alone,343,99
3_towns,Bloomfield,2010,living_alone,3019,639
3_towns,Bolton,2010,living_alone,513,138
3_towns,Bozrah,2010,living_alone,247,74
3_towns,Branford,2010,living_alone,3772,-296
3_towns,Bridgeport,2010,living_alone,16348,1771
3_towns,Bridgewater,2010,living_alone,172,24
3_towns,Bristol,2010,living_alone,7733,553
3_towns,Brookfield,2010,living_alone,1019,58
3_towns,Brooklyn,2010,living_alone,443,-110
3_towns,Burlington,2010,living_alone,427,108
3_towns,Canaan,2010,living_alone,221,98
3_towns,Canterbury,2010,living_alone,462,176
3_towns,Canton,2010,living_alone,1002,147
3_towns,Chaplin,2010,living_alone,207,32
3_towns,Cheshire,2010,living_alone,1641,-174
3_towns,Chester,2010,living_alone,407,-18
3_towns,Clinton,2010,living_alone,1244,28
3_towns,Colchester,2010,living_alone,1001,48
3_towns,Colebrook,2010,living_alone,118,7
3_towns,Columbia,2010,living_alone,369,46
3_towns,Cornwall,2010,living_alone,200,11
3_towns,Coventry,2010,living_alone,917,126
3_towns,Cromwell,2010,living_alone,1520,-58
3_towns,Danbury,2010,living_alone,8279,1149
3_towns,Darien,2010,living_alone,1164,137
3_towns,Deep River,2010,living_alone,441,4
3_towns,Derby,2010,living_alone,1611,-90
3_towns,Durham,2010,living_alone,343,13
3_towns,East Granby,2010,living_alone,434,26
3_towns,East Haddam,2010,living_alone,736,57
3_towns,East Hampton,2010,living_alone,882,35
3_towns,East Hartford,2010,living_alone,5827,-277
3_towns,East Haven,2010,living_alone,3282,167
3_towns,East Lyme,2010,living_alone,1705,237
3_towns,East Windsor,2010,living_alone,1237,13
3_towns,Eastford,2010,living_alone,109,-26
3_towns,Easton,2010,living_alone,318,12
3_towns,Ellington,2010,living_alone,1370,-20
3_towns,Enfield,2010,living_alone,4226,121
3_towns,Essex,2010,living_alone,760,-134
3_towns,Fairfield,2010,living_alone,4183,-314
3_towns,Farmington,2010,living_alone,3114,511
3_towns,Franklin,2010,living_alone,159,29
3_towns,Glastonbury,2010,living_alone,2798,23
3_towns,Goshen,2010,living_alone,265,50
3_towns,Granby,2010,living_alone,865,241
3_towns,Greenwich,2010,living_alone,5587,-174
3_towns,Griswold,2010,living_alone,1479,466
3_towns,Groton,2010,living_alone,4823,311
3_towns,Guilford,2010,living_alone,2097,334
3_towns,Haddam,2010,living_alone,654,165
3_towns,Hamden,2010,living_alone,7558,588
3_towns,Hampton,2010,living_alone,121,-12
3_towns,Hartford,2010,living_alone,16028,1078
3_towns,Hartland,2010,living_alone,95,0
3_towns,Harwinton,2010,living_alone,383,46
3_towns,Hebron,2010,living_alone,316,-84
3_towns,Kent,2010,living_alone,351,27
3_towns,Killingly,2010,living_alone,1841,191
3_towns,Killingworth,2010,living_alone,372,18
3_towns,Lebanon,2010,living_alone,644,259
3_towns,Ledyard,2010,living_alone,1149,280
3_towns,Lisbon,2010,living_alone,329,45
3_towns,Litchfield,2010,living_alone,956,78
3_towns,Lyme,2010,living_alone,231,33
3_towns,Madison,2010,living_alone,1192,-16
3_towns,Manchester,2010,living_alone,7584,364
3_towns,Mansfield,2010,living_alone,1371,-57
3_towns,Marlborough,2010,living_alone,223,-54
3_towns,Meriden,2010,living_alone,6763,134
3_towns,Middlebury,2010,living_alone,482,0
3_towns,Middlefield,2010,living_alone,410,43
3_towns,Middletown,2010,living_alone,7087,596
3_towns,Milford,2010,living_alone,6078,517
3_towns,Monroe,2010,living_alone,1091,125
3_towns,Montville,2010,living_alone,1608,238
3_towns,Morris,2010,living_alone,218,-5
3_towns,Naugatuck,2010,living_alone,3285,335
3_towns,New Britain,2010,living_alone,9881,435
3_towns,New Canaan,2010,living_alone,1251,-75
3_towns,New Fairfield,2010,living_alone,829,246
3_towns,New Hartford,2010,living_alone,503,138
3_towns,New Haven,2010,living_alone,17203,181
3_towns,New London,2010,living_alone,3883,36
3_towns,New Milford,2010,living_alone,2461,325
3_towns,Newington,2010,living_alone,3432,216
3_towns,Newtown,2010,living_alone,1402,172
3_towns,Norfolk,2010,living_alone,183,17
3_towns,North Branford,2010,living_alone,1205,154
3_towns,North Canaan,2010,living_alone,443,38
3_towns,North Haven,2010,living_alone,1805,-2
3_towns,North Stonington,2010,living_alone,375,76
3_towns,Norwalk,2010,living_alone,11602,2379
3_towns,Norwich,2010,living_alone,4804,-30
3_towns,Old Lyme,2010,living_alone,773,110
3_towns,Old Saybrook,2010,living_alone,1376,314
3_towns,Orange,2010,living_alone,902,158
3_towns,Oxford,2010,living_alone,543,121
3_towns,Plainfield,2010,living_alone,1295,131
3_towns,Plainville,2010,living_alone,2527,198
3_towns,Plymouth,2010,living_alone,987,-28
3_towns,Pomfret,2010,living_alone,299,-1
3_towns,Portland,2010,living_alone,835,18
3_towns,Preston,2010,living_alone,266,-119
3_towns,Prospect,2010,living_alone,561,105
3_towns,Putnam,2010,living_alone,1299,182
3_towns,Redding,2010,living_alone,813,418
3_towns,Ridgefield,2010,living_alone,1690,98
3_towns,Rocky Hill,2010,living_alone,2791,336
3_towns,Roxbury,2010,living_alone,260,88
3_towns,Salem,2010,living_alone,300,88
3_towns,Salisbury,2010,living_alone,366,-219
3_towns,Scotland,2010,living_alone,87,0
3_towns,Seymour,2010,living_alone,1799,149
3_towns,Sharon,2010,living_alone,372,-16
3_towns,Shelton,2010,living_alone,3782,685
3_towns,Sherman,2010,living_alone,225,-44
3_towns,Simsbury,2010,living_alone,1765,110
3_towns,Somers,2010,living_alone,426,-41
3_towns,South Windsor,2010,living_alone,2152,390
3_towns,Southbury,2010,living_alone,2469,315
3_towns,Southington,2010,living_alone,3949,817
3_towns,Sprague,2010,living_alone,352,116
3_towns,Stafford,2010,living_alone,1214,197
3_towns,Stamford,2010,living_alone,13457,424
3_towns,Sterling,2010,living_alone,216,14
3_towns,Stonington,2010,living_alone,2203,-97
3_towns,Stratford,2010,living_alone,5575,173
3_towns,Suffield,2010,living_alone,1332,248
3_towns,Thomaston,2010,living_alone,887,187
3_towns,Thompson,2010,living_alone,853,32
3_towns,Tolland,2010,living_alone,604,7
3_towns,Torrington,2010,living_alone,5198,462
3_towns,Trumbull,2010,living_alone,2136,207
3_towns,Union,2010,living_alone,40,-24
3_towns,Vernon,2010,living_alone,4241,188
3_towns,Voluntown,2010,living_alone,161,-20
3_towns,Wallingford,2010,living_alone,4670,391
3_towns,Warren,2010,living_alone,87,-22
3_towns,Washington,2010,living_alone,556,182
3_towns,Waterbury,2010,living_alone,13858,460
3_towns,Waterford,2010,living_alone,2233,235
3_towns,Watertown,2010,living_alone,2158,412
3_towns,West Hartford,2010,living_alone,7202,-66
3_towns,West Haven,2010,living_alone,6359,-183
3_towns,Westbrook,2010,living_alone,808,79
3_towns,Weston,2010,living_alone,418,46
3_towns,Westport,2010,living_alone,1717,-277
3_towns,Wethersfield,2010,living_alone,3427,35
3_towns,Willington,2010,living_alone,474,-7
3_towns,Wilton,2010,living_alone,984,75
3_towns,Winchester,2010,living_alone,1214,-9
3_towns,Windham,2010,living_alone,2631,146
3_towns,Windsor,2010,living_alone,2565,110
3_towns,Windsor Locks,2010,living_alone,1571,239
3_towns,Wolcott,2010,living_alone,1229,253
3_towns,Woodbridge,2010,living_alone,644,168
3_towns,Woodbury,2010,living_alone,1200,258
3_towns,Woodstock,2010,living_alone,799,235
3_towns,Andover,2010,other_households,239,116
3_towns,Ansonia,2010,other_households,1405,340
3_towns,Ashford,2010,other_households,226,-22
3_towns,Avon,2010,other_households,648,207
3_towns,Barkhamsted,2010,other_households,90,-40
3_towns,Beacon Falls,2010,other_households,158,-98
3_towns,Berlin,2010,other_households,966,327
3_towns,Bethany,2010,other_households,112,-27
3_towns,Bethel,2010,other_households,508,-199
3_towns,Bethlehem,2010,other_households,169,39
3_towns,Bloomfield,2010,other_households,1385,174
3_towns,Bolton,2010,other_households,257,91
3_towns,Bozrah,2010,other_households,112,2
3_towns,Branford,2010,other_households,1723,61
3_towns,Bridgeport,2010,other_households,9735,405
3_towns,Bridgewater,2010,other_households,47,-10
3_towns,Bristol,2010,other_households,3577,352
3_towns,Brookfield,2010,other_households,583,40
3_towns,Brooklyn,2010,other_households,282,-17
3_towns,Burlington,2010,other_households,208,-21
3_towns,Canaan,2010,other_households,45,4
3_towns,Canterbury,2010,other_households,276,87
3_towns,Canton,2010,other_households,390,67
3_towns,Chaplin,2010,other_households,116,-1
3_towns,Cheshire,2010,other_households,789,87
3_towns,Chester,2010,other_households,239,91
3_towns,Clinton,2010,other_households,615,50
3_towns,Colchester,2010,other_households,566,64
3_towns,Colebrook,2010,other_households,61,-2
3_towns,Columbia,2010,other_households,204,29
3_towns,Cornwall,2010,other_households,73,15
3_towns,Coventry,2010,other_households,353,-107
3_towns,Cromwell,2010,other_households,582,-64
3_towns,Danbury,2010,other_households,4297,-21
3_towns,Darien,2010,other_households,277,-154
3_towns,Deep River,2010,other_households,196,-31
3_towns,Derby,2010,other_households,511,-241
3_towns,Durham,2010,other_households,200,3
3_towns,East Granby,2010,other_households,121,-51
3_towns,East Haddam,2010,other_households,303,-41
3_towns,East Hampton,2010,other_households,593,87
3_towns,East Hartford,2010,other_households,3731,647
3_towns,East Haven,2010,other_households,1841,192
3_towns,East Lyme,2010,other_households,694,131
3_towns,East Windsor,2010,other_households,648,65
3_towns,Eastford,2010,other_households,50,-7
3_towns,Easton,2010,other_households,181,-27
3_towns,Ellington,2010,other_households,520,-27
3_towns,Enfield,2010,other_households,2396,424
3_towns,Essex,2010,other_households,384,144
3_towns,Fairfield,2010,other_households,1766,-674
3_towns,Farmington,2010,other_households,840,-170
3_towns,Franklin,2010,other_households,72,15
3_towns,Glastonbury,2010,other_households,1186,170
3_towns,Goshen,2010,other_households,111,34
3_towns,Granby,2010,other_households,421,118
3_towns,Greenwich,2010,other_households,2088,-483
3_towns,Griswold,2010,other_households,650,103
3_towns,Groton,2010,other_households,2374,608
3_towns,Guilford,2010,other_households,529,-182
3_towns,Haddam,2010,other_households,295,44
3_towns,Hamden,2010,other_households,3560,418
3_towns,Hampton,2010,other_households,89,11
3_towns,Hartford,2010,other_households,9347,888
3_towns,Hartland,2010,other_households,86,11
3_towns,Harwinton,2010,other_households,160,-4
3_towns,Hebron,2010,other_households,140,-81
3_towns,Kent,2010,other_households,114,-19
3_towns,Killingly,2010,other_households,916,112
3_towns,Killingworth,2010,other_households,107,-56
3_towns,Lebanon,2010,other_households,380,110
3_towns,Ledyard,2010,other_households,507,-38
3_towns,Lisbon,2010,other_households,128,-23
3_towns,Litchfield,2010,other_households,342,61
3_towns,Lyme,2010,other_households,69,0
3_towns,Madison,2010,other_households,499,37
3_towns,Manchester,2010,other_households,3835,317
3_towns,Mansfield,2010,other_households,1225,276
3_towns,Marlborough,2010,other_households,163,-24
3_towns,Meriden,2010,other_households,3423,236
3_towns,Middlebury,2010,other_households,194,-20
3_towns,Middlefield,2010,other_households,202,36
3_towns,Middletown,2010,other_households,3278,478
3_towns,Milford,2010,other_households,2485,-301
3_towns,Monroe,2010,other_households,715,198
3_towns,Montville,2010,other_households,636,-118
3_towns,Morris,2010,other_households,124,28
3_towns,Naugatuck,2010,other_households,1458,52
3_towns,New Britain,2010,other_households,5306,499
3_towns,New Canaan,2010,other_households,579,79
3_towns,New Fairfield,2010,other_households,498,109
3_towns,New Hartford,2010,other_households,173,-47
3_towns,New Haven,2010,other_households,10465,1349
3_towns,New London,2010,other_households,1959,212
3_towns,New Milford,2010,other_households,1151,-15
3_towns,Newington,2010,other_households,1830,358
3_towns,Newtown,2010,other_households,723,48
3_towns,Norfolk,2010,other_households,86,2
3_towns,North Branford,2010,other_households,513,-10
3_towns,North Canaan,2010,other_households,149,-2
3_towns,North Haven,2010,other_households,1025,104
3_towns,North Stonington,2010,other_households,309,90
3_towns,Norwalk,2010,other_households,4587,-736
3_towns,Norwich,2010,other_households,2850,585
3_towns,Old Lyme,2010,other_households,328,43
3_towns,Old Saybrook,2010,other_households,354,-77
3_towns,Orange,2010,other_households,401,28
3_towns,Oxford,2010,other_households,306,10
3_towns,Plainfield,2010,other_households,676,-31
3_towns,Plainville,2010,other_households,722,-191
3_towns,Plymouth,2010,other_households,471,-13
3_towns,Pomfret,2010,other_households,202,55
3_towns,Portland,2010,other_households,392,19
3_towns,Preston,2010,other_households,152,-39
3_towns,Prospect,2010,other_households,241,-68
3_towns,Putnam,2010,other_households,600,77
3_towns,Redding,2010,other_households,281,79
3_towns,Ridgefield,2010,other_households,526,-17
3_towns,Rocky Hill,2010,other_households,764,-275
3_towns,Roxbury,2010,other_households,57,-27
3_towns,Salem,2010,other_households,86,-43
3_towns,Salisbury,2010,other_households,171,2
3_towns,Scotland,2010,other_households,78,24
3_towns,Seymour,2010,other_households,879,194
3_towns,Sharon,2010,other_households,89,-55
3_towns,Shelton,2010,other_households,1500,52
3_towns,Sherman,2010,other_households,190,65
3_towns,Simsbury,2010,other_households,661,95
3_towns,Somers,2010,other_households,285,25
3_towns,South Windsor,2010,other_households,1015,196
3_towns,Southbury,2010,other_households,537,21
3_towns,Southington,2010,other_households,1938,346
3_towns,Sprague,2010,other_households,89,-60
3_towns,Stafford,2010,other_households,624,142
3_towns,Stamford,2010,other_households,7565,357
3_towns,Sterling,2010,other_households,243,105
3_towns,Stonington,2010,other_households,713,-203
3_towns,Stratford,2010,other_households,2600,-89
3_towns,Suffield,2010,other_households,609,148
3_towns,Thomaston,2010,other_households,467,139
3_towns,Thompson,2010,other_households,466,61
3_towns,Tolland,2010,other_households,515,146
3_towns,Torrington,2010,other_households,2093,325
3_towns,Trumbull,2010,other_households,915,-104
3_towns,Union,2010,other_households,36,7
3_towns,Vernon,2010,other_households,1781,188
3_towns,Voluntown,2010,other_households,126,15
3_towns,Wallingford,2010,other_households,2241,388
3_towns,Warren,2010,other_households,61,12
3_towns,Washington,2010,other_households,177,23
3_towns,Waterbury,2010,other_households,6849,411
3_towns,Waterford,2010,other_households,724,-88
3_towns,Watertown,2010,other_households,763,-78
3_towns,West Hartford,2010,other_households,2637,-167
3_towns,West Haven,2010,other_households,3710,275
3_towns,Westbrook,2010,other_households,292,-44
3_towns,Weston,2010,other_households,159,-46
3_towns,Westport,2010,other_households,564,-275
3_towns,Wethersfield,2010,other_households,1189,-47
3_towns,Willington,2010,other_households,654,136
3_towns,Wilton,2010,other_households,306,-2
3_towns,Winchester,2010,other_households,631,35
3_towns,Windham,2010,other_households,1507,67
3_towns,Windsor,2010,other_households,1405,80
3_towns,Windsor Locks,2010,other_households,761,95
3_towns,Wolcott,2010,other_households,518,-29
3_towns,Woodbridge,2010,other_households,263,40
3_towns,Woodbury,2010,other_households,504,112
3_towns,Woodstock,2010,other_households,351,93
3_towns,Andover,2010,total_households,1276,126
3_towns,Ansonia,2010,total_households,7622,115
3_towns,Ashford,2010,total_households,1686,108
3_towns,Avon,2010,total_households,6786,594
3_towns,Barkhamsted,2010,total_households,1407,73
3_towns,Beacon Falls,2010,total_households,2278,246
3_towns,Berlin,2010,total_households,7467,675
3_towns,Bethany,2010,total_households,1888,133
3_towns,Bethel,2010,total_households,6590,85
3_towns,Bethlehem,2010,total_households,1485,239
3_towns,Bloomfield,2010,total_households,8696,794
3_towns,Bolton,2010,total_households,2061,155
3_towns,Bozrah,2010,total_households,1098,215
3_towns,Branford,2010,total_households,12119,-424
3_towns,Bridgeport,2010,total_households,52281,1974
3_towns,Bridgewater,2010,total_households,734,31
3_towns,Bristol,2010,total_households,24966,80
3_towns,Brookfield,2010,total_households,5869,297
3_towns,Brooklyn,2010,total_households,2654,123
3_towns,Burlington,2010,total_households,3183,343
3_towns,Canaan,2010,total_households,579,134
3_towns,Canterbury,2010,total_households,1965,248
3_towns,Canton,2010,total_households,4001,485
3_towns,Chaplin,2010,total_households,932,74
3_towns,Cheshire,2010,total_households,9214,-135
3_towns,Chester,2010,total_households,1620,110
3_towns,Clinton,2010,total_households,5434,300
3_towns,Colchester,2010,total_households,5836,611
3_towns,Colebrook,2010,total_households,554,-12
3_towns,Columbia,2010,total_households,2109,245
3_towns,Cornwall,2010,total_households,678,63
3_towns,Coventry,2010,total_households,4767,506
3_towns,Cromwell,2010,total_households,5449,237
3_towns,Danbury,2010,total_households,29552,2369
3_towns,Darien,2010,total_households,6713,121
3_towns,Deep River,2010,total_households,1893,69
3_towns,Derby,2010,total_households,4974,-278
3_towns,Durham,2010,total_households,2560,283
