"hhwt","name","minc","inc_band","hcost","cost_band"
87,"Fairfield County",95645,"Very low",1180,"Low"
11,"Middlesex County",85898,"High",360,"Very low"
59,"Tolland County",87069,"Mid-high",1517,"Mid-low"
13,"Hartford County",75148,"High",0,"Very low"
9,"New Haven County",69905,"Mid-high",900,"Mid-low"
27,"Fairfield County",95645,"Very low",730,"Low"
14,"New Haven County",69905,"Mid-high",1110,"Mid-low"
13,"Hartford County",75148,"Mid-high",2769,"High"
23,"New London County",73490,"Low",1400,"Mid-low"
13,"Hartford County",75148,"Low",1939,"Mid-high"
16,"Hartford County",75148,"Low",1300,"Mid-low"
25,"New London County",73490,"Very low",1190,"Mid-low"
36,"New Haven County",69905,"Very low",130,"Very low"
21,"Hartford County",75148,"High",1370,"Mid-low"
13,"Hartford County",75148,"Very low",1590,"Mid-high"
49,"Fairfield County",95645,"Mid-low",1580,"Mid-low"
50,"Fairfield County",95645,"High",1790,"Mid-low"
55,"Fairfield County",95645,"Mid-high",1360,"Mid-low"
10,"New Haven County",69905,"Very low",0,"Very low"
11,"Fairfield County",95645,"High",1700,"Mid-low"
14,"New Haven County",69905,"Very low",60,"Very low"
26,"Hartford County",75148,"High",1212,"Mid-low"
7,"Hartford County",75148,"Mid-high",0,"Very low"
19,"Tolland County",87069,"Very low",200,"Very low"
45,"Hartford County",75148,"Mid-high",1160,"Mid-low"
18,"Hartford County",75148,"Mid-low",1020,"Mid-low"
26,"Windham County",66550,"Mid-high",350,"Very low"
19,"New Haven County",69905,"High",1900,"Mid-high"
19,"Fairfield County",95645,"Low",990,"Low"
11,"Fairfield County",95645,"Very low",320,"Very low"
33,"New Haven County",69905,"Mid-low",880,"Mid-low"
36,"Hartford County",75148,"Low",1483,"Mid-low"
40,"New London County",73490,"Very low",1460,"Mid-low"
34,"Fairfield County",95645,"Mid-high",2233,"Mid-high"
11,"Hartford County",75148,"Mid-low",1360,"Mid-low"
13,"Fairfield County",95645,"Mid-high",380,"Very low"
11,"New Haven County",69905,"High",2000,"Mid-high"
23,"New Haven County",69905,"Low",960,"Mid-low"
49,"Fairfield County",95645,"Very low",0,"Very low"
16,"Hartford County",75148,"Very low",680,"Low"
32,"Hartford County",75148,"High",2065,"Mid-high"
15,"New Haven County",69905,"Very low",680,"Low"
21,"New London County",73490,"Very low",0,"Very low"
21,"Fairfield County",95645,"Mid-low",1230,"Mid-low"
23,"Litchfield County",79906,"Low",1030,"Mid-low"
71,"New Haven County",69905,"High",3580,"High"
12,"Fairfield County",95645,"Mid-high",3400,"High"
13,"Fairfield County",95645,"Mid-high",2260,"Mid-high"
11,"Hartford County",75148,"Very low",1230,"Mid-low"
28,"Fairfield County",95645,"Mid-high",1621,"Mid-low"
12,"New London County",73490,"High",2550,"High"
33,"New London County",73490,"Low",940,"Mid-low"
39,"Fairfield County",95645,"Mid-low",0,"Very low"
19,"Windham County",66550,"Very low",870,"Mid-low"
66,"Fairfield County",95645,"Mid-low",2430,"Mid-high"
38,"Fairfield County",95645,"Very low",330,"Very low"
24,"Hartford County",75148,"Very low",230,"Very low"
12,"Middlesex County",85898,"High",1930,"Mid-high"
29,"New Haven County",69905,"Very low",590,"Low"
63,"New Haven County",69905,"Mid-low",1120,"Mid-low"
33,"New Haven County",69905,"Very low",2050,"Mid-high"
12,"Middlesex County",85898,"Very low",980,"Low"
18,"Hartford County",75148,"Low",1100,"Mid-low"
8,"Fairfield County",95645,"High",2190,"Mid-high"
19,"Hartford County",75148,"Low",980,"Mid-low"
20,"Hartford County",75148,"High",850,"Low"
12,"Fairfield County",95645,"Mid-high",2320,"Mid-high"
56,"Fairfield County",95645,"Mid-low",1500,"Mid-low"
11,"New Haven County",69905,"Mid-low",2050,"Mid-high"
23,"New Haven County",69905,"Mid-low",1180,"Mid-low"
24,"New Haven County",69905,"Mid-low",1303,"Mid-low"
19,"New London County",73490,"Low",990,"Mid-low"
17,"Fairfield County",95645,"Very low",1910,"Mid-low"
14,"New Haven County",69905,"Mid-low",1100,"Mid-low"
32,"Fairfield County",95645,"Low",1680,"Mid-low"
32,"Hartford County",75148,"Low",790,"Low"
25,"New London County",73490,"Low",1120,"Mid-low"
11,"New Haven County",69905,"Mid-low",1525,"Mid-high"
43,"Fairfield County",95645,"Very low",70,"Very low"
9,"Fairfield County",95645,"Mid-high",1655,"Mid-low"
18,"Fairfield County",95645,"Very low",1400,"Mid-low"
13,"Middlesex County",85898,"Low",1110,"Mid-low"
8,"New London County",73490,"Very low",175,"Very low"
29,"Hartford County",75148,"High",1300,"Mid-low"
25,"Fairfield County",95645,"High",2400,"Mid-high"
29,"New Haven County",69905,"Low",810,"Low"
29,"New Haven County",69905,"Mid-high",1300,"Mid-low"
15,"Hartford County",75148,"High",2705,"High"
17,"Windham County",66550,"Very low",940,"Mid-low"
10,"Fairfield County",95645,"Mid-high",1090,"Low"
24,"Hartford County",75148,"Very low",370,"Very low"
6,"Hartford County",75148,"High",1180,"Mid-low"
15,"Hartford County",75148,"Mid-high",1353,"Mid-low"
46,"Fairfield County",95645,"High",840,"Low"
24,"New Haven County",69905,"Mid-low",1710,"Mid-high"
34,"Hartford County",75148,"Low",1090,"Mid-low"
23,"New Haven County",69905,"Mid-low",0,"Very low"
32,"Hartford County",75148,"Very low",1440,"Mid-low"
15,"New Haven County",69905,"Mid-low",730,"Low"
16,"New Haven County",69905,"Mid-high",1244,"Mid-low"
5,"New London County",73490,"Low",1047,"Mid-low"
13,"New Haven County",69905,"High",2455,"High"
12,"New Haven County",69905,"Mid-high",1423,"Mid-high"
12,"Litchfield County",79906,"Very low",210,"Very low"
65,"Windham County",66550,"High",974,"Mid-low"
16,"Fairfield County",95645,"High",3910,"High"
93,"Hartford County",75148,"Mid-high",930,"Low"
18,"Hartford County",75148,"Mid-low",1150,"Mid-low"
15,"New Haven County",69905,"High",2360,"High"
8,"Hartford County",75148,"High",1690,"Mid-high"
7,"Windham County",66550,"Mid-high",931,"Mid-low"
36,"Middlesex County",85898,"Very low",1270,"Mid-low"
10,"New London County",73490,"Low",1270,"Mid-low"
39,"New Haven County",69905,"Very low",1230,"Mid-low"
29,"Hartford County",75148,"High",1350,"Mid-low"
65,"New London County",73490,"High",1500,"Mid-high"
33,"Fairfield County",95645,"High",1070,"Low"
21,"New London County",73490,"Low",1100,"Mid-low"
46,"New Haven County",69905,"Mid-low",1140,"Mid-low"
11,"New Haven County",69905,"High",1300,"Mid-low"
18,"New London County",73490,"Low",850,"Low"
14,"New Haven County",69905,"Low",1100,"Mid-low"
23,"Fairfield County",95645,"Low",1200,"Mid-low"
35,"New Haven County",69905,"Mid-low",1636,"Mid-high"
38,"New Haven County",69905,"Very low",1210,"Mid-low"
12,"New Haven County",69905,"Mid-low",1000,"Mid-low"
107,"Fairfield County",95645,"Low",1060,"Low"
11,"Fairfield County",95645,"Very low",1490,"Mid-low"
13,"New Haven County",69905,"Very low",1040,"Mid-low"
15,"Litchfield County",79906,"Mid-low",1200,"Mid-low"
6,"Fairfield County",95645,"Mid-high",1760,"Mid-low"
19,"New Haven County",69905,"Very low",500,"Very low"
30,"Hartford County",75148,"High",1670,"Mid-high"
17,"Fairfield County",95645,"Low",1070,"Low"
19,"Fairfield County",95645,"Very low",1960,"Mid-high"
14,"Hartford County",75148,"Very low",1822,"Mid-high"
11,"New Haven County",69905,"Low",1533,"Mid-high"
20,"Fairfield County",95645,"High",2783,"Mid-high"
38,"Fairfield County",95645,"Very low",1400,"Mid-low"
22,"New Haven County",69905,"Mid-low",1030,"Mid-low"
42,"Hartford County",75148,"Very low",220,"Very low"
29,"Fairfield County",95645,"Mid-low",1630,"Mid-low"
23,"New Haven County",69905,"High",1070,"Mid-low"
8,"Hartford County",75148,"Mid-high",990,"Mid-low"
28,"New London County",73490,"Mid-low",890,"Low"
41,"New London County",73490,"Very low",700,"Low"
11,"Windham County",66550,"High",607,"Low"
19,"Windham County",66550,"Mid-high",1569,"Mid-high"
10,"New Haven County",69905,"High",2330,"High"
16,"Middlesex County",85898,"Mid-high",1335,"Mid-low"
9,"Fairfield County",95645,"High",3600,"High"
3,"New London County",73490,"Very low",0,"Very low"
25,"Fairfield County",95645,"Low",2600,"Mid-high"
45,"New Haven County",69905,"Mid-low",800,"Low"
13,"New Haven County",69905,"Low",1020,"Mid-low"
61,"Hartford County",75148,"Very low",1400,"Mid-low"
25,"Hartford County",75148,"Mid-low",1080,"Mid-low"
35,"New Haven County",69905,"Very low",120,"Very low"
25,"Fairfield County",95645,"Low",660,"Very low"
35,"New London County",73490,"High",600,"Low"
22,"Windham County",66550,"Very low",1400,"Mid-high"
13,"New Haven County",69905,"Low",260,"Very low"
29,"Hartford County",75148,"Very low",380,"Very low"
65,"New London County",73490,"Very low",780,"Low"
23,"Fairfield County",95645,"High",2287,"Mid-high"
13,"Hartford County",75148,"Low",1010,"Mid-low"
37,"Windham County",66550,"Mid-high",3375,"High"
16,"New Haven County",69905,"Low",1100,"Mid-low"
72,"New Haven County",69905,"Mid-high",1850,"Mid-high"
16,"Fairfield County",95645,"Low",1443,"Mid-low"
8,"New Haven County",69905,"Very low",1130,"Mid-low"
16,"Hartford County",75148,"Low",800,"Low"
26,"Fairfield County",95645,"Mid-high",1680,"Mid-low"
10,"New Haven County",69905,"High",1150,"Mid-low"
16,"Windham County",66550,"Low",650,"Low"
41,"New Haven County",69905,"High",1380,"Mid-low"
48,"Litchfield County",79906,"Mid-low",880,"Low"
11,"New Haven County",69905,"High",1180,"Mid-low"
16,"Fairfield County",95645,"Very low",370,"Very low"
16,"Hartford County",75148,"Mid-high",1815,"Mid-high"
12,"Fairfield County",95645,"Mid-low",1660,"Mid-low"
55,"Fairfield County",95645,"Low",260,"Very low"
53,"Hartford County",75148,"Mid-high",1040,"Mid-low"
29,"Tolland County",87069,"Low",1020,"Low"
12,"Hartford County",75148,"High",0,"Very low"
50,"Fairfield County",95645,"Very low",260,"Very low"
22,"New London County",73490,"Mid-high",1020,"Mid-low"
32,"Hartford County",75148,"High",1430,"Mid-low"
21,"Fairfield County",95645,"High",2517,"Mid-high"
39,"Fairfield County",95645,"Low",1890,"Mid-low"
13,"New Haven County",69905,"Mid-low",1020,"Mid-low"
42,"Fairfield County",95645,"Mid-low",800,"Low"
20,"New Haven County",69905,"Mid-low",890,"Mid-low"
16,"Hartford County",75148,"Very low",870,"Low"
106,"New London County",73490,"Mid-low",1068,"Mid-low"
12,"Litchfield County",79906,"Low",810,"Low"
15,"New London County",73490,"Mid-low",1175,"Mid-low"
19,"Middlesex County",85898,"High",650,"Low"
17,"Fairfield County",95645,"High",2610,"Mid-high"
11,"Hartford County",75148,"Low",1020,"Mid-low"
55,"New Haven County",69905,"Very low",3300,"High"
35,"New Haven County",69905,"Very low",1300,"Mid-low"
68,"New Haven County",69905,"Very low",1340,"Mid-low"
28,"Tolland County",87069,"Very low",260,"Very low"
21,"Fairfield County",95645,"Very low",240,"Very low"
7,"New London County",73490,"Mid-high",1300,"Mid-low"
7,"New London County",73490,"Low",720,"Low"
19,"New London County",73490,"Mid-low",490,"Very low"
58,"New Haven County",69905,"Very low",210,"Very low"
13,"Fairfield County",95645,"Mid-low",912,"Low"
19,"New Haven County",69905,"High",1000,"Mid-low"
11,"Hartford County",75148,"Mid-low",1640,"Mid-high"
9,"Litchfield County",79906,"Very low",660,"Low"
12,"New Haven County",69905,"Low",1149,"Mid-low"
18,"New Haven County",69905,"Low",1170,"Mid-low"
11,"Fairfield County",95645,"High",1470,"Mid-low"
7,"New Haven County",69905,"Mid-low",770,"Low"
31,"New Haven County",69905,"Very low",1220,"Mid-low"
22,"Fairfield County",95645,"Low",1600,"Mid-low"
91,"Fairfield County",95645,"Low",1100,"Low"
17,"Hartford County",75148,"Mid-low",1360,"Mid-low"
29,"New Haven County",69905,"Very low",1100,"Mid-low"
13,"Tolland County",87069,"Mid-high",1700,"Mid-low"
30,"New Haven County",69905,"Mid-low",980,"Mid-low"
27,"New Haven County",69905,"Very low",1040,"Mid-low"
13,"New London County",73490,"Mid-low",1130,"Mid-low"
7,"New Haven County",69905,"Mid-low",1400,"Mid-high"
41,"New Haven County",69905,"Mid-high",1600,"Mid-high"
12,"New London County",73490,"Very low",310,"Very low"
40,"Fairfield County",95645,"Low",1670,"Mid-low"
13,"Fairfield County",95645,"Very low",440,"Very low"
55,"Fairfield County",95645,"Mid-low",1190,"Low"
16,"Hartford County",75148,"Mid-low",960,"Mid-low"
23,"Tolland County",87069,"Mid-low",1500,"Mid-low"
19,"Fairfield County",95645,"High",2680,"Mid-high"
38,"Litchfield County",79906,"Mid-low",1660,"Mid-high"
14,"New Haven County",69905,"Mid-low",720,"Low"
17,"Fairfield County",95645,"High",2955,"High"
60,"New Haven County",69905,"Mid-high",1210,"Mid-low"
4,"Litchfield County",79906,"Very low",0,"Very low"
10,"New Haven County",69905,"Low",0,"Very low"
16,"Hartford County",75148,"Mid-high",1430,"Mid-low"
24,"New Haven County",69905,"High",1080,"Mid-low"
24,"Middlesex County",85898,"Very low",580,"Very low"
9,"New Haven County",69905,"Mid-high",1090,"Mid-low"
49,"Tolland County",87069,"High",2298,"Mid-high"
14,"Fairfield County",95645,"Mid-low",0,"Very low"
18,"Hartford County",75148,"Very low",760,"Low"
7,"Hartford County",75148,"High",1300,"Mid-low"
5,"Hartford County",75148,"Very low",1790,"Mid-high"
18,"Fairfield County",95645,"Mid-low",1120,"Low"
19,"Hartford County",75148,"High",1080,"Mid-low"
14,"Hartford County",75148,"Very low",220,"Very low"
12,"Hartford County",75148,"High",1140,"Mid-low"
22,"Fairfield County",95645,"Very low",1010,"Low"
17,"Fairfield County",95645,"High",3210,"High"
21,"New Haven County",69905,"High",1310,"Mid-low"
14,"Fairfield County",95645,"Mid-high",260,"Very low"
12,"Hartford County",75148,"Mid-high",1870,"Mid-high"
8,"New Haven County",69905,"High",1200,"Mid-low"
22,"Fairfield County",95645,"Very low",1200,"Mid-low"
31,"Fairfield County",95645,"High",2600,"Mid-high"
19,"Hartford County",75148,"Mid-low",1420,"Mid-low"
15,"New Haven County",69905,"Mid-low",1721,"Mid-high"
21,"Fairfield County",95645,"Very low",908,"Low"
15,"New Haven County",69905,"Mid-low",1210,"Mid-low"
5,"New Haven County",69905,"Low",2087,"Mid-high"
28,"New London County",73490,"Mid-low",1250,"Mid-low"
18,"Fairfield County",95645,"Very low",1070,"Low"
22,"New Haven County",69905,"Mid-high",1490,"Mid-high"
13,"New London County",73490,"Very low",850,"Low"
12,"Litchfield County",79906,"Low",1370,"Mid-low"
19,"New Haven County",69905,"Mid-high",330,"Very low"
13,"Fairfield County",95645,"Low",2708,"Mid-high"
34,"Hartford County",75148,"Very low",510,"Very low"
13,"Fairfield County",95645,"Very low",1100,"Low"
23,"New London County",73490,"High",1670,"Mid-high"
15,"Fairfield County",95645,"Very low",740,"Low"
55,"New Haven County",69905,"Mid-low",1500,"Mid-high"
17,"Hartford County",75148,"Mid-low",1320,"Mid-low"
8,"New Haven County",69905,"Very low",1337,"Mid-low"
87,"New London County",73490,"Low",900,"Low"
54,"New Haven County",69905,"High",1390,"Mid-low"
12,"New Haven County",69905,"High",0,"Very low"
61,"Tolland County",87069,"Mid-high",1040,"Low"
20,"Hartford County",75148,"Very low",310,"Very low"
53,"Windham County",66550,"Mid-low",910,"Mid-low"
20,"Middlesex County",85898,"Mid-low",1420,"Mid-low"
6,"Fairfield County",95645,"Mid-high",1800,"Mid-low"
6,"New Haven County",69905,"High",1860,"Mid-high"
7,"Fairfield County",95645,"Mid-high",1405,"Mid-low"
7,"Fairfield County",95645,"Mid-low",2375,"Mid-high"
21,"Fairfield County",95645,"High",3496,"High"
33,"Fairfield County",95645,"Very low",850,"Low"
22,"Litchfield County",79906,"Mid-low",1030,"Mid-low"
33,"Hartford County",75148,"High",1500,"Mid-low"
13,"Fairfield County",95645,"Very low",1140,"Low"
13,"Middlesex County",85898,"Low",460,"Very low"
38,"Fairfield County",95645,"Low",800,"Low"
30,"Hartford County",75148,"Mid-low",1350,"Mid-low"
15,"Fairfield County",95645,"Mid-low",1770,"Mid-low"
16,"New London County",73490,"Mid-low",1650,"Mid-high"
20,"Hartford County",75148,"Mid-low",1030,"Mid-low"
26,"Middlesex County",85898,"Mid-high",1900,"Mid-high"
11,"Hartford County",75148,"Mid-low",1190,"Mid-low"
17,"New Haven County",69905,"High",1200,"Mid-low"
19,"Fairfield County",95645,"High",3200,"High"
20,"Fairfield County",95645,"Mid-high",1630,"Mid-low"
30,"Litchfield County",79906,"Very low",440,"Very low"
20,"Fairfield County",95645,"Low",0,"Very low"
20,"Fairfield County",95645,"Mid-low",1980,"Mid-high"
33,"Fairfield County",95645,"Very low",980,"Low"
19,"Hartford County",75148,"Very low",260,"Very low"
6,"Hartford County",75148,"Mid-high",1100,"Mid-low"
36,"New Haven County",69905,"Very low",1450,"Mid-high"
35,"New Haven County",69905,"Very low",460,"Very low"
14,"New Haven County",69905,"Very low",1190,"Mid-low"
53,"Hartford County",75148,"Mid-high",500,"Very low"
35,"Fairfield County",95645,"High",2200,"Mid-high"
21,"Hartford County",75148,"Low",500,"Very low"
10,"Fairfield County",95645,"High",2610,"Mid-high"
6,"Hartford County",75148,"Very low",310,"Very low"
18,"Middlesex County",85898,"Very low",870,"Low"
31,"New London County",73490,"High",1554,"Mid-high"
23,"Litchfield County",79906,"Mid-high",1180,"Mid-low"
47,"Litchfield County",79906,"Low",1190,"Mid-low"
9,"Hartford County",75148,"Mid-low",2300,"High"
11,"Hartford County",75148,"Very low",300,"Very low"
20,"Fairfield County",95645,"Very low",450,"Very low"
21,"Fairfield County",95645,"Very low",1750,"Mid-low"
9,"Hartford County",75148,"Low",880,"Low"
9,"Hartford County",75148,"Mid-low",1700,"Mid-high"
23,"New Haven County",69905,"Mid-low",1160,"Mid-low"
19,"Middlesex County",85898,"Very low",1217,"Mid-low"
11,"Middlesex County",85898,"Very low",340,"Very low"
20,"New Haven County",69905,"Very low",0,"Very low"
12,"Hartford County",75148,"Low",610,"Low"
12,"Middlesex County",85898,"Very low",260,"Very low"
13,"New London County",73490,"Very low",930,"Mid-low"
11,"Fairfield County",95645,"Mid-low",1517,"Mid-low"
37,"New Haven County",69905,"Very low",790,"Low"
8,"Hartford County",75148,"Mid-low",1480,"Mid-low"
22,"New Haven County",69905,"Mid-low",1150,"Mid-low"
10,"Fairfield County",95645,"High",2233,"Mid-high"
8,"New Haven County",69905,"Mid-high",1150,"Mid-low"
43,"New Haven County",69905,"High",1810,"Mid-high"
12,"New Haven County",69905,"Very low",220,"Very low"
23,"Hartford County",75148,"Low",410,"Very low"
51,"New Haven County",69905,"Low",980,"Mid-low"
8,"Fairfield County",95645,"Mid-low",350,"Very low"
28,"Fairfield County",95645,"Very low",90,"Very low"
27,"Windham County",66550,"Low",980,"Mid-low"
21,"Tolland County",87069,"High",930,"Low"
28,"Fairfield County",95645,"Mid-high",1320,"Mid-low"
8,"Fairfield County",95645,"Low",3300,"High"
12,"Fairfield County",95645,"Low",2160,"Mid-high"
22,"Hartford County",75148,"Mid-low",1400,"Mid-low"
11,"Fairfield County",95645,"Mid-low",3767,"High"
29,"New Haven County",69905,"High",1200,"Mid-low"
8,"New Haven County",69905,"Low",1380,"Mid-low"
13,"Fairfield County",95645,"Low",1925,"Mid-high"
19,"Tolland County",87069,"Mid-low",1033,"Low"
20,"Tolland County",87069,"Very low",1040,"Low"
26,"Fairfield County",95645,"High",3160,"High"
10,"New Haven County",69905,"Mid-high",1220,"Mid-low"
21,"New Haven County",69905,"Mid-low",1260,"Mid-low"
15,"Fairfield County",95645,"High",3167,"High"
