County,City,CityOld,ProjectID,SubsidyClass,SubsidySubclass,EndDateList,Total,UnitLower,UnitUpper,ProjectName,Latitude,Longitude,RowID,Clean_Proj,Group Flag,ProjectID2
fairfield,stamford,Stamford,f0692537-d477-49f0-9b88-fc7a6dfef395,Deed,in perpetuity,(),9,9.0,9.0,Eastside Commons,41.0558477,-73.52697909999998,703,eastside commons,,2962c591-3955-452f-9d8b-52c745a57b49
fairfield,stamford,Stamford,3ac70110-5f54-47ea-b9e0-cd422ba0b7a7,Section_8_NonVoucher,HFDA/8 NC,"('2039-05-31',)",44,44.0,44.0,GLENBROOK MANOR,41.05585070000001,-73.53000999999998,704,glenbrook manor,stamford704,cb82d2ca-a25a-4de7-951b-6a9f4d21e469
fairfield,stamford,Stamford,b4435836-428e-4250-b05d-6f6e1b13f274,State_Subsidy,CT.Elderly,nan,44,1.0,44.0,Glenbrook Manor (Elderly Housing),41.05585070000001,-73.53000999999998,705,glenbrook manor,stamford704,cb82d2ca-a25a-4de7-951b-6a9f4d21e469
fairfield,stamford,Stamford,a963abfa-171a-4c10-9b75-78b3baa57f80,Deed,30 years,(),10,10.0,10.0,a963abfa-171a-4c10-9b75-78b3baa57f80,41.0559607,-73.5484797,706,a963abfa171a4c109b7578b3baa57f80,,372507a8-3cb4-4b5d-b57d-a96230851d52
fairfield,stamford,Stamford,c2c06e3c-c9a5-4d8f-b6f5-1ff8c59a95d3,LIHTC,LIHTC.4%,nan,60,60.0,60.0,Quintard Manor,41.0562047,-73.5261446,707,willard manor,stamford638,f71da9a2-2d50-4d08-b883-86219651ac69
fairfield,stamford,Stamford,0c37bd4b-b085-447e-9a76-9cd91fc9def2,Section_8_Voucher,Section_8.Project_Based_Voucher,(),30,1.0,30.0,Quintard Manor,41.0562047,-73.5261446,708,willard manor,stamford638,f71da9a2-2d50-4d08-b883-86219651ac69
fairfield,stamford,Stamford,6d9f22c5-91b0-4c32-8e5a-8173776d0f5b,Deed,30 years,(),1,1.0,1.0,6d9f22c5-91b0-4c32-8e5a-8173776d0f5b,41.0562864,-73.5465531,709,6d9f22c591b04c328e5a8173776d0f5b,,4893a0db-d997-4785-b9a4-b60661d7b8d5
fairfield,stamford,Stamford,908bf200-d932-407b-8bd4-ccd798b2d6ba,Deed,30 years,(),6,6.0,6.0,908bf200-d932-407b-8bd4-ccd798b2d6ba,41.0567622,-73.5209215,710,908bf200d932407b8bd4ccd798b2d6ba,,f806e763-f941-40ce-9c36-9cb5cf7e8f54
fairfield,stamford,Stamford,5035cf54-573e-4bdb-b809-300d0f980c9c,Deed,in perpetuity,(),9,9.0,9.0,5035cf54-573e-4bdb-b809-300d0f980c9c,41.0567989,-73.5422502,711,5035cf54573e4bdbb809300d0f980c9c,,dc6f63fa-f4fa-42c9-9aba-3579a4ec14c7
fairfield,stamford,Stamford,1572340f-1380-411d-88e6-7cb1c2f1ff34,Deed,50 years,(),38,38.0,38.0,Greyrock Place Apartments,41.0571044,-73.5354104,712,greyrock place ,,e2a8ea34-741b-4e06-b62e-7f4c3003786a
fairfield,stamford,Stamford,c9b955c9-c61b-49a0-a8ac-4377eb564408,Deed,30 years,(),1,1.0,1.0,c9b955c9-c61b-49a0-a8ac-4377eb564408,41.05763820000001,-73.54471199999998,713,c9b955c9c61b49a0a8ac4377eb564408,,0a4bb26b-4d4f-443f-9d43-e4bcee83749e
fairfield,stamford,Stamford,0f89a10d-e7cd-4685-818e-949935affbe3,Deed,30 years,(),1,1.0,1.0,0f89a10d-e7cd-4685-818e-949935affbe3,41.0581501,-73.5383945,714,0f89a10de7cd4685818e949935affbe3,,28b00082-e2ff-4ed0-a1e9-c0ea066adeea
