SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,09,011,Connecticut,New London County,13,7,15660,7972,7688,6284,6214,835,607,94,90,511,526,10,9,238,242,7015,6764,5546,5502,736,484,63,63,483,509,8,6,179,200,957,924,738,712,99,123,31,27,28,17,2,3,59,42
050,09,011,Connecticut,New London County,13,8,16320,8162,8158,6668,6748,719,538,75,77,489,593,29,13,182,189,7294,7377,5976,6140,640,437,49,54,478,587,5,5,146,154,868,781,692,608,79,101,26,23,11,6,24,8,36,35
050,09,011,Connecticut,New London County,13,9,19672,9583,10089,8179,8634,694,600,94,112,438,563,22,15,156,165,8820,9268,7560,7982,628,518,71,75,428,556,4,5,129,132,763,821,619,652,66,82,23,37,10,7,18,10,27,33
050,09,011,Connecticut,New London County,13,10,22293,11036,11257,9663,9846,609,609,108,105,493,537,9,10,154,150,10412,10571,9150,9296,562,525,82,87,486,528,2,4,130,131,624,686,513,550,47,84,26,18,7,9,7,6,24,19
050,09,011,Connecticut,New London County,13,11,22319,11092,11227,9848,9994,604,523,91,86,378,450,16,13,155,161,10574,10699,9418,9574,568,476,73,72,374,435,7,8,134,134,518,528,430,420,36,47,18,14,4,15,9,5,21,27
050,09,011,Connecticut,New London County,13,12,19210,9557,9653,8545,8633,439,418,89,65,343,394,12,12,129,131,9171,9262,8230,8336,415,377,71,54,339,387,7,7,109,101,386,391,315,297,24,41,18,11,4,7,5,5,20,30
050,09,011,Connecticut,New London County,13,13,16200,7925,8275,7181,7498,278,285,49,70,289,266,9,9,119,147,7648,7925,6971,7235,257,254,40,55,285,261,5,4,90,116,277,350,210,263,21,31,9,15,4,5,4,5,29,31
050,09,011,Connecticut,New London County,13,14,12313,5983,6330,5514,5800,168,221,36,41,153,149,4,8,108,111,5830,6117,5407,5653,155,201,29,32,149,147,2,4,88,80,153,213,107,147,13,20,7,9,4,2,2,4,20,31
050,09,011,Connecticut,New London County,13,15,8347,3786,4561,3502,4196,114,164,23,31,104,117,3,6,40,47,3685,4401,3421,4073,108,150,21,26,99,111,2,3,34,38,101,160,81,123,6,14,2,5,5,6,1,3,6,9
050,09,011,Connecticut,New London County,13,16,6980,3063,3917,2856,3647,82,113,15,26,69,87,1,1,40,43,2985,3826,2799,3581,74,105,10,21,67,86,1,0,34,33,78,91,57,66,8,8,5,5,2,1,0,1,6,10
050,09,011,Connecticut,New London County,13,17,5881,2398,3483,2244,3296,64,93,16,17,45,46,4,1,25,30,2346,3413,2208,3243,60,87,12,11,43,45,0,1,23,26,52,70,36,53,4,6,4,6,2,1,4,0,2,4
050,09,011,Connecticut,New London County,13,18,5880,1898,3982,1819,3823,43,87,7,18,14,30,1,2,14,22,1869,3924,1796,3776,42,82,7,17,13,29,1,1,10,19,29,58,23,47,1,5,0,1,1,1,0,1,4,3
050,09,011,Connecticut,New London County,13,99,274055,136842,137213,115654,117023,9356,8190,1473,1404,5733,6109,183,168,4443,4319,124823,125873,106441,108487,8032,6741,1046,1036,5548,5952,82,99,3674,3558,12019,11340,9213,8536,1324,1449,427,368,185,157,101,69,769,761
050,09,013,Connecticut,Tolland County,1,0,1511,763,748,703,694,20,16,1,2,22,19,1,0,16,17,726,724,669,671,18,15,1,2,22,19,1,0,15,17,37,24,34,23,2,1,0,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,1,1,6588,3361,3227,3134,2945,70,94,5,8,82,101,0,0,70,79,3230,3109,3017,2846,59,79,4,7,82,101,0,0,68,76,131,118,117,99,11,15,1,1,0,0,0,0,2,3
050,09,013,Connecticut,Tolland County,1,2,8841,4522,4319,4262,4045,81,90,6,6,96,93,0,2,77,83,4391,4170,4145,3919,74,78,4,5,95,91,0,2,73,75,131,149,117,126,7,12,2,1,1,2,0,0,4,8
050,09,013,Connecticut,Tolland County,1,3,9433,4775,4658,4526,4410,73,88,13,10,97,84,0,0,66,66,4622,4510,4394,4279,67,79,7,8,94,82,0,0,60,62,153,148,132,131,6,9,6,2,3,2,0,0,6,4
050,09,013,Connecticut,Tolland County,1,4,11364,5625,5739,5154,5250,226,203,16,9,130,190,5,3,94,84,5396,5554,4968,5097,201,182,11,7,130,188,4,3,82,77,229,185,186,153,25,21,5,2,0,2,1,0,12,7
050,09,013,Connecticut,Tolland County,1,5,11367,5989,5378,4985,4828,593,239,22,10,277,237,11,3,101,61,5555,5162,4696,4647,490,221,13,7,272,235,5,2,79,50,434,216,289,181,103,18,9,3,5,2,6,1,22,11
050,09,013,Connecticut,Tolland County,1,6,7716,4080,3636,3412,3294,375,97,15,5,217,209,3,0,58,31,3769,3533,3213,3202,283,91,10,4,217,208,0,0,46,28,311,103,199,92,92,6,5,1,0,1,3,0,12,3
050,09,013,Connecticut,Tolland County,1,7,9820,4996,4824,4381,4461,346,108,28,7,187,207,6,2,48,39,4737,4695,4207,4345,292,99,17,7,185,206,3,2,33,36,259,129,174,116,54,9,11,0,2,1,3,0,15,3
050,09,013,Connecticut,Tolland County,1,8,11979,6099,5880,5577,5609,284,89,23,11,158,138,3,1,54,32,5871,5762,5405,5502,251,82,14,11,156,138,1,1,44,28,228,118,172,107,33,7,9,0,2,0,2,0,10,4
050,09,013,Connecticut,Tolland County,1,9,12295,6257,6038,5875,5829,227,78,22,14,87,87,3,1,43,29,6092,5947,5735,5748,208,76,19,12,86,86,3,1,41,24,165,91,140,81,19,2,3,2,1,1,0,0,2,5
050,09,013,Connecticut,Tolland County,1,10,10495,5291,5204,5016,5047,143,61,13,13,69,51,3,0,47,32,5186,5122,4931,4971,134,58,7,13,68,51,3,0,43,29,105,82,85,76,9,3,6,0,1,0,0,0,4,3
050,09,013,Connecticut,Tolland County,1,11,9234,4626,4608,4450,4440,88,56,11,7,56,74,0,1,21,30,4556,4565,4389,4400,85,55,10,7,54,73,0,1,18,29,70,43,61,40,3,1,1,0,2,1,0,0,3,1
050,09,013,Connecticut,Tolland County,1,12,7106,3637,3469,3513,3368,56,42,7,2,44,39,2,2,15,16,3594,3434,3473,3335,54,40,7,2,44,39,2,2,14,16,43,35,40,33,2,2,0,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,1,13,4758,2403,2355,2310,2287,42,31,7,3,30,25,2,1,12,8,2378,2326,2289,2262,39,28,7,3,30,25,2,1,11,7,25,29,21,25,3,3,0,0,0,0,0,0,1,1
050,09,013,Connecticut,Tolland County,1,14,3874,1861,2013,1806,1963,21,20,4,2,25,18,1,0,4,10,1843,1995,1790,1947,20,19,3,1,25,18,1,0,4,10,18,18,16,16,1,1,1,1,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,1,15,3549,1624,1925,1597,1892,13,9,1,3,6,18,1,0,6,3,1616,1915,1589,1883,13,9,1,3,6,17,1,0,6,3,8,10,8,9,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,1,16,2877,1232,1645,1215,1624,6,12,0,0,7,6,0,0,4,3,1226,1638,1209,1617,6,12,0,0,7,6,0,0,4,3,6,7,6,7,0,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,1,17,2002,783,1219,772,1214,5,0,0,1,2,3,0,0,4,1,780,1215,769,1211,5,0,0,1,2,2,0,0,4,1,3,4,3,3,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,1,18,1568,458,1110,447,1104,8,3,0,0,2,1,0,0,1,2,453,1106,444,1100,6,3,0,0,2,1,0,0,1,2,5,4,3,4,2,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,1,99,136377,68382,67995,63135,64304,2677,1336,194,113,1594,1600,41,16,741,626,66021,66482,61332,62982,2305,1226,135,100,1577,1586,26,15,646,573,2361,1513,1803,1322,372,110,59,13,17,14,15,1,95,53
050,09,013,Connecticut,Tolland County,2,0,1522,769,753,708,700,20,16,1,2,23,20,1,0,16,15,731,728,673,676,18,15,1,2,23,20,1,0,15,15,38,25,35,24,2,1,0,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,2,1,6572,3349,3223,3127,2940,70,94,5,8,83,102,0,0,64,79,3218,3105,3010,2841,59,79,4,7,83,102,0,0,62,76,131,118,117,99,11,15,1,1,0,0,0,0,2,3
050,09,013,Connecticut,Tolland County,2,2,8829,4514,4315,4255,4035,81,90,6,6,96,94,0,2,76,88,4383,4163,4138,3909,74,78,4,5,95,92,0,2,72,77,131,152,117,126,7,12,2,1,1,2,0,0,4,11
050,09,013,Connecticut,Tolland County,2,3,9482,4804,4678,4554,4437,75,88,13,10,98,84,0,0,64,59,4647,4528,4418,4304,69,79,7,8,95,82,0,0,58,55,157,150,136,133,6,9,6,2,3,2,0,0,6,4
050,09,013,Connecticut,Tolland County,2,4,11394,5648,5746,5179,5254,226,204,16,9,133,192,5,3,89,84,5417,5560,4991,5100,201,183,11,7,133,190,4,3,77,77,231,186,188,154,25,21,5,2,0,2,1,0,12,7
050,09,013,Connecticut,Tolland County,2,5,11443,6024,5419,5019,4850,589,248,22,10,283,240,11,3,100,68,5576,5182,4714,4653,488,225,13,7,278,238,5,2,78,57,448,237,305,197,101,23,9,3,5,2,6,1,22,11
050,09,013,Connecticut,Tolland County,2,6,7659,4046,3613,3384,3266,371,97,15,5,220,211,3,0,53,34,3738,3510,3185,3174,282,91,10,4,220,210,0,0,41,31,308,103,199,92,89,6,5,1,0,1,3,0,12,3
050,09,013,Connecticut,Tolland County,2,7,9840,5002,4838,4382,4469,344,108,28,7,190,211,6,2,52,41,4743,4709,4208,4353,290,99,17,7,188,210,3,2,37,38,259,129,174,116,54,9,11,0,2,1,3,0,15,3
050,09,013,Connecticut,Tolland County,2,8,11949,6086,5863,5563,5593,282,89,23,11,161,140,4,1,53,29,5856,5744,5390,5485,249,82,14,11,159,140,1,1,43,25,230,119,173,108,33,7,9,0,2,0,3,0,10,4
050,09,013,Connecticut,Tolland County,2,9,12337,6275,6062,5894,5853,226,78,22,14,88,87,3,1,42,29,6108,5969,5752,5770,207,76,19,12,87,86,3,1,40,24,167,93,142,83,19,2,3,2,1,1,0,0,2,5
050,09,013,Connecticut,Tolland County,2,10,10570,5332,5238,5056,5084,144,61,13,13,71,51,3,0,45,29,5226,5155,4970,5007,135,58,7,13,70,51,3,0,41,26,106,83,86,77,9,3,6,0,1,0,0,0,4,3
050,09,013,Connecticut,Tolland County,2,11,9344,4686,4658,4507,4491,90,57,11,7,57,77,0,1,21,25,4615,4615,4445,4451,87,56,10,7,55,76,0,1,18,24,71,43,62,40,3,1,1,0,2,1,0,0,3,1
050,09,013,Connecticut,Tolland County,2,12,7166,3668,3498,3543,3397,56,42,7,2,45,39,2,2,15,16,3625,3463,3503,3364,54,40,7,2,45,39,2,2,14,16,43,35,40,33,2,2,0,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,2,13,4793,2421,2372,2328,2304,42,31,7,3,30,25,2,1,12,8,2396,2343,2307,2279,39,28,7,3,30,25,2,1,11,7,25,29,21,25,3,3,0,0,0,0,0,0,1,1
050,09,013,Connecticut,Tolland County,2,14,3889,1868,2021,1813,1972,21,20,4,2,25,18,1,0,4,9,1850,2003,1797,1956,20,19,3,1,25,18,1,0,4,9,18,18,16,16,1,1,1,1,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,2,15,3565,1634,1931,1607,1898,13,9,1,3,6,18,1,0,6,3,1626,1921,1599,1889,13,9,1,3,6,17,1,0,6,3,8,10,8,9,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,2,16,2897,1241,1656,1224,1635,6,12,0,0,7,6,0,0,4,3,1235,1649,1218,1628,6,12,0,0,7,6,0,0,4,3,6,7,6,7,0,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,2,17,2028,796,1232,785,1227,5,0,0,1,2,3,0,0,4,1,793,1228,782,1224,5,0,0,1,2,2,0,0,4,1,3,4,3,3,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,2,18,1584,464,1120,453,1114,8,3,0,0,2,1,0,0,1,2,459,1116,450,1110,6,3,0,0,2,1,0,0,1,2,5,4,3,4,2,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,2,99,136863,68627,68236,63381,64519,2669,1347,194,113,1620,1619,42,16,721,622,66242,66691,61550,63173,2302,1232,135,100,1603,1605,26,15,626,566,2385,1545,1831,1346,367,115,59,13,17,14,16,1,95,56
050,09,013,Connecticut,Tolland County,3,0,1497,771,726,705,673,15,13,1,2,25,23,1,0,24,15,740,701,676,651,14,11,1,2,25,23,1,0,23,14,31,25,29,22,1,2,0,0,0,0,0,0,1,1
050,09,013,Connecticut,Tolland County,3,1,6449,3240,3209,2996,2901,83,106,5,9,85,109,0,0,71,84,3091,3077,2861,2794,72,87,4,8,85,109,0,0,69,79,149,132,135,107,11,19,1,1,0,0,0,0,2,5
050,09,013,Connecticut,Tolland County,3,2,8977,4610,4367,4323,4050,78,105,9,7,112,107,0,2,88,96,4455,4224,4188,3932,65,92,7,5,111,105,0,2,84,88,155,143,135,118,13,13,2,2,1,2,0,0,4,8
050,09,013,Connecticut,Tolland County,3,3,9590,4859,4731,4595,4480,76,92,14,10,98,85,0,0,76,64,4694,4572,4453,4341,69,81,8,8,96,83,0,0,68,59,165,159,142,139,7,11,6,2,2,2,0,0,8,5
050,09,013,Connecticut,Tolland County,3,4,12382,6177,6205,5661,5687,234,224,15,10,163,194,5,3,99,87,5922,5990,5453,5506,205,201,9,8,163,192,4,3,88,80,255,215,208,181,29,23,6,2,0,2,1,0,11,7
050,09,013,Connecticut,Tolland County,3,5,11762,6110,5652,5074,5007,572,263,23,10,326,286,10,3,105,83,5644,5395,4748,4796,475,235,14,7,319,284,4,2,84,71,466,257,326,211,97,28,9,3,7,2,6,1,21,12
050,09,013,Connecticut,Tolland County,3,6,6927,3721,3206,3067,2857,370,91,15,5,207,215,3,0,59,38,3424,3082,2874,2749,287,80,10,4,206,214,0,0,47,35,297,124,193,108,83,11,5,1,1,1,3,0,12,3
050,09,013,Connecticut,Tolland County,3,7,9667,4937,4730,4328,4372,336,96,26,7,187,210,7,2,53,43,4660,4615,4133,4269,287,88,15,7,183,209,4,2,38,40,277,115,195,103,49,8,11,0,4,1,3,0,15,3
050,09,013,Connecticut,Tolland County,3,8,11604,5911,5693,5416,5418,268,107,22,10,145,127,5,1,55,30,5680,5558,5241,5298,238,95,13,10,143,127,1,1,44,27,231,135,175,120,30,12,9,0,2,0,4,0,11,3
050,09,013,Connecticut,Tolland County,3,9,12622,6406,6216,6007,5983,224,91,19,16,107,96,6,1,43,29,6224,6118,5854,5896,206,88,16,14,106,95,2,1,40,24,182,98,153,87,18,3,3,2,1,1,4,0,3,5
050,09,013,Connecticut,Tolland County,3,10,10975,5546,5429,5266,5248,144,72,13,13,73,66,4,0,46,30,5430,5337,5169,5162,135,69,7,13,72,66,4,0,43,27,116,92,97,86,9,3,6,0,1,0,0,0,3,3
050,09,013,Connecticut,Tolland County,3,11,9707,4857,4850,4650,4698,104,53,12,7,63,65,2,1,26,26,4777,4809,4578,4660,101,52,11,7,62,64,2,1,23,25,80,41,72,38,3,1,1,0,1,1,0,0,3,1
050,09,013,Connecticut,Tolland County,3,12,7520,3864,3656,3721,3531,68,52,9,1,46,54,1,2,19,16,3820,3619,3680,3496,66,50,9,1,46,54,1,2,18,16,44,37,41,35,2,2,0,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,3,13,4931,2478,2453,2388,2382,37,30,8,4,32,28,2,0,11,9,2445,2419,2359,2352,34,27,8,4,32,28,2,0,10,8,33,34,29,30,3,3,0,0,0,0,0,0,1,1
050,09,013,Connecticut,Tolland County,3,14,4051,1942,2109,1882,2054,27,23,4,2,24,20,1,0,4,10,1921,2089,1863,2036,26,22,3,1,24,20,1,0,4,10,21,20,19,18,1,1,1,1,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,3,15,3530,1633,1897,1602,1858,11,13,1,3,11,19,1,0,7,4,1624,1886,1593,1848,11,13,1,3,11,18,1,0,7,4,9,11,9,10,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,3,16,2945,1264,1681,1242,1658,9,8,0,0,10,12,0,0,3,3,1258,1671,1236,1648,9,8,0,0,10,12,0,0,3,3,6,10,6,10,0,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,3,17,2073,804,1269,791,1264,7,0,0,1,2,3,0,0,4,1,801,1265,788,1261,7,0,0,1,2,2,0,0,4,1,3,4,3,3,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,3,18,1725,511,1214,498,1204,8,6,0,0,4,2,0,0,1,2,506,1210,495,1200,6,6,0,0,4,2,0,0,1,2,5,4,3,4,2,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,3,99,138934,69641,69293,64212,65325,2671,1445,196,117,1720,1721,48,15,794,670,67116,67637,62242,63895,2313,1305,136,103,1700,1707,27,14,698,613,2525,1656,1970,1430,358,140,60,14,20,14,21,1,96,57
050,09,013,Connecticut,Tolland County,4,0,1445,736,709,668,647,13,16,1,2,32,26,1,0,21,18,702,682,637,624,11,14,1,2,32,25,1,0,20,17,34,27,31,23,2,2,0,0,0,1,0,0,1,1
050,09,013,Connecticut,Tolland County,4,1,6266,3152,3114,2906,2824,73,104,5,9,95,103,0,0,73,74,3000,2990,2763,2724,67,86,4,7,95,103,0,0,71,70,152,124,143,100,6,18,1,2,0,0,0,0,2,4
050,09,013,Connecticut,Tolland County,4,2,9103,4688,4415,4369,4070,93,108,6,9,118,121,0,1,102,106,4516,4249,4218,3939,79,89,4,6,117,118,0,1,98,96,172,166,151,131,14,19,2,3,1,3,0,0,4,10
050,09,013,Connecticut,Tolland County,4,3,9569,4874,4695,4591,4435,81,95,16,11,104,86,0,0,82,68,4702,4528,4446,4289,73,85,10,9,103,84,0,0,70,61,172,167,145,146,8,10,6,2,1,2,0,0,12,7
050,09,013,Connecticut,Tolland County,4,4,13330,6602,6728,6021,6147,250,241,17,10,202,226,6,4,106,100,6312,6475,5785,5938,216,213,10,7,202,222,5,3,94,92,290,253,236,209,34,28,7,3,0,4,1,1,12,8
050,09,013,Connecticut,Tolland County,4,5,12976,6837,6139,5686,5422,613,293,21,10,386,321,9,3,122,90,6306,5860,5302,5193,513,263,12,6,379,319,4,2,96,77,531,279,384,229,100,30,9,4,7,2,5,1,26,13
050,09,013,Connecticut,Tolland County,4,6,6714,3672,3042,2974,2681,405,89,17,7,214,224,2,0,60,41,3358,2904,2775,2557,319,81,12,6,211,222,0,0,41,38,314,138,199,124,86,8,5,1,3,2,2,0,19,3
050,09,013,Connecticut,Tolland County,4,7,9537,4908,4629,4246,4265,361,99,22,8,218,211,6,2,55,44,4588,4504,4011,4156,311,88,13,8,212,209,3,2,38,41,320,125,235,109,50,11,9,0,6,2,3,0,17,3
050,09,013,Connecticut,Tolland County,4,8,11416,5807,5609,5272,5302,305,108,20,11,141,151,9,1,60,36,5560,5465,5085,5175,274,96,13,10,139,151,1,1,48,32,247,144,187,127,31,12,7,1,2,0,8,0,12,4
050,09,013,Connecticut,Tolland County,4,9,12599,6401,6198,5957,5944,250,102,18,17,126,97,7,2,43,36,6195,6103,5784,5862,231,98,15,15,124,95,1,2,40,31,206,95,173,82,19,4,3,2,2,2,6,0,3,5
050,09,013,Connecticut,Tolland County,4,10,11502,5851,5651,5559,5459,155,66,14,14,73,77,4,0,46,35,5724,5566,5455,5380,146,63,8,14,70,77,3,0,42,32,127,85,104,79,9,3,6,0,3,0,1,0,4,3
050,09,013,Connecticut,Tolland County,4,11,9641,4806,4835,4596,4682,111,57,9,7,61,61,4,1,25,27,4711,4780,4512,4631,108,55,8,7,60,60,1,1,22,26,95,55,84,51,3,2,1,0,1,1,3,0,3,1
050,09,013,Connecticut,Tolland County,4,12,8226,4209,4017,4040,3880,81,57,7,7,59,54,2,2,20,17,4152,3985,3987,3850,79,55,7,7,59,54,1,2,19,17,57,32,53,30,2,2,0,0,0,0,1,0,1,0
050,09,013,Connecticut,Tolland County,4,13,5306,2681,2625,2584,2547,44,35,9,3,33,30,1,1,10,9,2643,2582,2550,2507,41,32,9,3,33,30,1,1,9,9,38,43,34,40,3,3,0,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,4,14,4136,1971,2165,1913,2098,23,26,4,2,24,30,0,0,7,9,1946,2144,1891,2078,22,25,3,2,24,30,0,0,6,9,25,21,22,20,1,1,1,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,4,15,3541,1643,1898,1604,1861,12,15,3,3,15,14,1,0,8,5,1629,1886,1590,1850,12,15,3,3,15,13,1,0,8,5,14,12,14,11,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,4,16,3042,1297,1745,1274,1712,11,12,0,0,9,18,0,0,3,3,1289,1736,1266,1703,11,12,0,0,9,18,0,0,3,3,8,9,8,9,0,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,4,17,2127,825,1302,813,1295,6,0,0,1,2,5,0,0,4,1,822,1297,810,1291,6,0,0,1,2,4,0,0,4,1,3,5,3,4,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,4,18,1886,563,1323,549,1313,8,6,0,0,5,2,0,0,1,2,559,1319,547,1309,6,6,0,0,5,2,0,0,1,2,4,4,2,4,2,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,4,99,142362,71523,70839,65622,66584,2895,1529,189,131,1917,1857,52,17,848,721,68714,69055,63414,65056,2525,1376,132,113,1891,1836,22,15,730,659,2809,1784,2208,1528,370,153,57,18,26,21,30,2,118,62
050,09,013,Connecticut,Tolland County,5,0,1470,757,713,674,652,20,12,1,2,36,27,1,0,25,20,726,682,646,624,19,11,1,2,36,26,1,0,23,19,31,31,28,28,1,1,0,0,0,1,0,0,2,1
050,09,013,Connecticut,Tolland County,5,1,6278,3171,3107,2858,2802,102,109,5,9,123,114,0,0,83,73,3010,2976,2715,2697,90,94,4,6,122,114,0,0,79,65,161,131,143,105,12,15,1,3,1,0,0,0,4,8
050,09,013,Connecticut,Tolland County,5,2,9108,4735,4373,4400,3990,95,126,7,8,123,129,0,2,110,118,4533,4178,4227,3834,79,105,5,5,121,126,0,2,101,106,202,195,173,156,16,21,2,3,2,3,0,0,9,12
050,09,013,Connecticut,Tolland County,5,3,9559,4843,4716,4549,4451,81,88,11,11,114,88,0,0,88,78,4667,4538,4401,4299,73,75,6,8,112,86,0,0,75,70,176,178,148,152,8,13,5,3,2,2,0,0,13,8
050,09,013,Connecticut,Tolland County,5,4,13719,6740,6979,6112,6339,259,261,18,10,232,252,6,4,113,113,6442,6697,5867,6107,227,231,12,7,231,247,5,3,100,102,298,282,245,232,32,30,6,3,1,5,1,1,13,11
050,09,013,Connecticut,Tolland County,5,5,14121,7469,6652,6253,5862,634,333,20,9,418,346,10,3,134,99,6899,6324,5832,5593,536,298,12,5,408,341,5,2,106,85,570,328,421,269,98,35,8,4,10,5,5,1,28,14
050,09,013,Connecticut,Tolland County,5,6,6664,3675,2989,2935,2599,417,101,17,8,242,230,3,0,61,51,3336,2850,2718,2478,328,90,12,7,237,228,0,0,41,47,339,139,217,121,89,11,5,1,5,2,3,0,20,4
050,09,013,Connecticut,Tolland County,5,7,9249,4733,4516,4056,4143,368,92,21,7,224,230,6,2,58,42,4403,4369,3811,4014,321,79,11,7,217,228,3,2,40,39,330,147,245,129,47,13,10,0,7,2,3,0,18,3
050,09,013,Connecticut,Tolland County,5,8,11226,5723,5503,5173,5148,317,125,19,9,140,188,13,1,61,32,5445,5357,4959,5020,288,112,13,8,137,188,1,1,47,28,278,146,214,128,29,13,6,1,3,0,12,0,14,4
050,09,013,Connecticut,Tolland County,5,9,12621,6393,6228,5917,5965,258,100,21,13,139,103,10,2,48,45,6177,6112,5739,5862,240,96,17,11,136,101,1,2,44,40,216,116,178,103,18,4,4,2,3,2,9,0,4,5
050,09,013,Connecticut,Tolland County,5,10,11942,6134,5808,5802,5614,176,63,13,12,90,89,6,0,47,30,5995,5723,5689,5537,167,59,8,12,88,89,2,0,41,26,139,85,113,77,9,4,5,0,2,0,4,0,6,4
050,09,013,Connecticut,Tolland County,5,11,9855,4945,4910,4719,4742,120,67,8,8,63,60,5,1,30,32,4841,4840,4629,4676,116,65,6,8,62,59,2,1,26,31,104,70,90,66,4,2,2,0,1,1,3,0,4,1
050,09,013,Connecticut,Tolland County,5,12,8352,4242,4110,4058,3963,81,62,8,4,69,63,2,1,24,17,4177,4077,3998,3933,79,59,8,4,69,63,1,1,22,17,65,33,60,30,2,3,0,0,0,0,1,0,2,0
050,09,013,Connecticut,Tolland County,5,13,5905,2972,2933,2862,2839,53,39,11,5,33,35,1,2,12,13,2932,2887,2826,2796,50,36,11,5,33,35,1,2,11,13,40,46,36,43,3,3,0,0,0,0,0,0,1,0
050,09,013,Connecticut,Tolland County,5,14,4290,2051,2239,1984,2169,30,20,5,2,24,37,1,0,7,11,2028,2213,1963,2145,29,19,4,1,24,37,1,0,7,11,23,26,21,24,1,1,1,1,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,5,15,3560,1651,1909,1604,1869,16,19,3,3,21,13,1,0,6,5,1633,1895,1586,1856,16,19,3,3,21,12,1,0,6,5,18,14,18,13,0,0,0,0,0,1,0,0,0,0
050,09,013,Connecticut,Tolland County,5,16,3106,1364,1742,1343,1716,9,11,0,0,8,11,0,0,4,4,1354,1734,1333,1708,9,11,0,0,8,11,0,0,4,4,10,8,10,8,0,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,5,17,2231,886,1345,871,1337,8,0,0,1,3,6,0,0,4,1,881,1340,867,1333,8,0,0,1,2,5,0,0,4,1,5,5,4,4,0,0,0,0,1,1,0,0,0,0
050,09,013,Connecticut,Tolland County,5,18,1939,555,1384,542,1375,7,6,0,0,5,2,0,0,1,1,551,1378,539,1369,6,6,0,0,5,2,0,0,1,1,4,6,3,6,1,0,0,0,0,0,0,0,0,0
050,09,013,Connecticut,Tolland County,5,99,145195,73039,72156,66712,67575,3051,1634,188,121,2107,2023,65,18,916,785,70030,70170,64345,65881,2681,1465,133,100,2069,1998,24,16,778,710,3009,1986,2367,1694,370,169,55,21,38,25,41,2,138,75
050,09,013,Connecticut,Tolland County,6,0,1398,723,675,655,593,16,21,1,1,32,33,1,0,18,27,684,639,618,564,15,17,1,1,32,32,1,0,17,25,39,36,37,29,1,4,0,0,0,1,0,0,1,2
050,09,013,Connecticut,Tolland County,6,1,6294,3187,3107,2846,2788,105,105,4,9,131,116,0,0,101,89,3018,2976,2694,2683,97,89,3,7,129,115,0,0,95,82,169,131,152,105,8,16,1,2,2,1,0,0,6,7
050,09,013,Connecticut,Tolland County,6,2,9119,4719,4400,4360,4002,100,124,8,9,132,144,0,1,119,120,4506,4193,4178,3834,83,106,6,6,130,140,0,1,109,106,213,207,182,168,17,18,2,3,2,4,0,0,10,14
